出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","102","3","2801","彰銀","12796120.00","5190296.00","-648577.00","10107256.00","8527737.00","-1477935.00","7049802.00","--","--","7049802.00","-710782.00","--","6339020.00","7049802.00","--","--","6339020.00","--","--","0.91"
"114/03/26","102","3","2809","京城銀","3198111.00","1854309.00","526315.00","1060741.00","3465364.00","-464107.00","3001257.00","--","--","3001257.00","162549.00","--","3163806.00","3001257.00","--","--","3163806.00","--","--","2.57"
"114/03/26","102","3","2812","台中銀","4635171.00","2199767.00","1018743.00","2936606.00","2879589.00","-381730.00","2497859.00","0.00","--","2497859.00","-130307.00","--","2367552.00","2497859.00","--","--","2367552.00","--","--","1.00"
"114/03/26","102","3","2820","華票","661698.00","509069.00","-627387.00","356608.00","1441546.00","-242805.00","1198741.00","--","--","1198741.00","-197664.00","--","1001077.00","--","--","--","--","--","--","0.89"
"114/03/26","102","3","2834","臺企銀","10011166.00","3091062.00","2641139.00","8013340.00","2447749.00","-227563.00","2220186.00","--","--","2220186.00","63321.00","--","2283507.00","2220186.00","--","0.00","2283507.00","--","0.00","0.44"
"114/03/26","102","3","2836","高雄銀","1679844.00","533122.00","323606.00","1532427.00","356933.00","-55840.00","301093.00","--","--","301093.00","-189831.00","--","111262.00","301093.00","--","0.00","111262.00","--","0.00","0.42"
"114/03/26","102","3","2838","聯邦銀","4366642.00","3407918.00","46947.00","5209467.00","2518146.00","-375102.00","2143044.00","--","--","2143044.00","310933.00","--","2453977.00","2130544.00","--","12500.00","2441477.00","--","12500.00","0.97"
"114/03/26","102","3","2845","遠東銀","3662753.00","3440597.00","-320523.00","4316938.00","3106935.00","-379189.00","2727746.00","--","--","2727746.00","-260398.00","--","2467348.00","2727746.00","--","--","2467348.00","--","--","1.16"
"114/03/26","102","3","2849","安泰銀","3209060.00","1562329.00","221146.00","2250505.00","2299738.00","-533611.00","1766127.00","0.00","--","1766127.00","-766977.00","--","999150.00","1766127.00","--","0.00","999150.00","--","0.00","1.05"
