出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","105","3","2855","統一證","85438687.00","4801106.00","90239793.00","66851099.00","70262.00","66921361.00","13356658.00","142702.00","9689354.00","82433.00","0.00","23271147.00","--","--","23318432.00","0.00","0.00","0.00","17.42"
"114/03/26","105","3","6005","群益證","92829312.00","13568309.00","106397621.00","72890518.00","1833439.00","74723957.00","22690730.00","2750386.00","4611904.00","353017.00","0.00","30406037.00","--","--","31673664.00","0.00","0.00","0.00","13.40"
"114/03/26","105","3","6024","群益期","25502972.00","545915.00","26048887.00","22984202.00","10970.00","22995172.00","1223979.00","380185.00","1378447.00","44162.00","0.00","3026773.00","--","--","3053715.00","0.00","0.00","0.00","24.73"
