出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","102","3","1101","台泥","13472770.00","1135796.00","-20670886.00","-445029.00","-6507349.00","25611406.00","19104057.00"
"114/03/26","102","3","1102","亞泥","7753011.00","-9042035.00","5984776.00","250211.00","4945963.00","8309069.00","13255032.00"
"114/03/26","102","3","1103","嘉泥","-20381.00","-83841.00","-1111080.00","45786.00","-1169516.00","4284000.00","3114484.00"
"114/03/26","102","3","1104","環泥","469388.00","-365949.00","-4467.00","4058.00","103030.00","253472.00","356502.00"
"114/03/26","102","3","1108","幸福","437453.00","-111596.00","-217461.00","-2440.00","105956.00","101033.00","206989.00"
"114/03/26","102","3","1109","信大","158851.00","22986.00","-385465.00","58553.00","-145075.00","964475.00","819400.00"
"114/03/26","102","3","1110","東泥","108762.00","240657.00","-136883.00","--","212536.00","49697.00","262233.00"
"114/03/26","102","3","1201","味全","-79676.00","-1654638.00","1466687.00","-9793.00","-277420.00","3006168.00","2728748.00"
"114/03/26","102","3","1203","味王","452104.00","5076.00","-373709.00","-37803.00","45668.00","316166.00","361834.00"
"114/03/26","102","3","1210","大成","1830216.00","-1067414.00","-222438.00","-317951.00","222413.00","3879324.00","4101737.00"
"114/03/26","102","3","1213","大飲","-23514.00","-4199.00","-61.00","64.00","-27710.00","188051.00","160341.00"
"114/03/26","102","3","1215","卜蜂","1018423.00","-289752.00","-801986.00","9317.00","-63998.00","344129.00","280131.00"
"114/03/26","102","3","1216","統一","21111169.00","-33914025.00","4187449.00","-78567.00","-8693974.00","43945441.00","35251467.00"
"114/03/26","102","3","1217","愛之味","62879.00","-1123179.00","1107417.00","27457.00","74574.00","1651637.00","1726211.00"
"114/03/26","102","3","1218","泰山","914477.00","131193.00","-605043.00","8421.00","449048.00","323661.00","772709.00"
"114/03/26","102","3","1219","福壽","439709.00","-86088.00","-415322.00","-3999.00","-65700.00","629044.00","563344.00"
"114/03/26","102","3","1220","台榮","303638.00","-40618.00","-130665.00","-85.00","132270.00","201833.00","334103.00"
"114/03/26","102","3","1225","福懋油","422218.00","-6502.00","-292947.00","345.00","123114.00","120928.00","244042.00"
"114/03/26","102","3","1227","佳格","620580.00","-1117845.00","-64223.00","30883.00","-530605.00","1530278.00","999673.00"
"114/03/26","102","3","1229","聯華","926459.00","-300077.00","-724029.00","21042.00","-76605.00","1235807.00","1159202.00"
"114/03/26","102","3","1231","聯華食","156806.00","-333764.00","137590.00","2379.00","-36989.00","243491.00","206502.00"
"114/03/26","102","3","1232","大統益","396212.00","-46807.00","-501328.00","4423.00","-147500.00","428540.00","281040.00"
"114/03/26","102","3","1233","天仁","200506.00","-12273.00","-220025.00","-405.00","-32197.00","192677.00","160480.00"
"114/03/26","102","3","1234","黑松","-443977.00","-875920.00","-1414668.00","-19887.00","-2754452.00","8719334.00","5964882.00"
"114/03/26","102","3","1235","興泰","-37127.00","-63724.00","104517.00","-35.00","3631.00","15140.00","18771.00"
"114/03/26","102","3","1236","宏亞","335299.00","-75145.00","-196372.00","-12724.00","51058.00","101705.00","152763.00"
"114/03/26","102","3","1256","鮮活果汁-KY","258777.00","-115628.00","-20962.00","-306.00","121881.00","301709.00","423590.00"
"114/03/26","102","3","1301","台塑","13259584.00","-12031494.00","-1875649.00","122999.00","-524560.00","10205819.00","9681259.00"
"114/03/26","102","3","1303","南亞","19686872.00","-43301311.00","23108121.00","278732.00","-227586.00","25341818.00","25114232.00"
"114/03/26","102","3","1304","台聚","1244451.00","-2773997.00","-461880.00","15389.00","-1976037.00","10609598.00","8633561.00"
"114/03/26","102","3","1305","華夏","814359.00","-351829.00","-267058.00","4326.00","199798.00","943780.00","1143578.00"
"114/03/26","102","3","1307","三芳","768125.00","-709259.00","-306592.00","46279.00","-201447.00","2719780.00","2518333.00"
"114/03/26","102","3","1308","亞聚","336374.00","-135704.00","-468030.00","2261.00","-265099.00","1309595.00","1044496.00"
"114/03/26","102","3","1309","台達化","-738903.00","-491462.00","1344941.00","52697.00","167273.00","661217.00","828490.00"
"114/03/26","102","3","1310","台苯","1865189.00","177350.00","-1158239.00","1515.00","885815.00","449484.00","1335299.00"
"114/03/26","102","3","1312","國喬","3409637.00","-1068447.00","-2144811.00","3607.00","199986.00","507427.00","707413.00"
"114/03/26","102","3","1313","聯成","1804017.00","2132390.00","543356.00","100178.00","4579941.00","9093251.00","13673192.00"
"114/03/26","102","3","1314","中石化","-1370041.00","-1051168.00","2284747.00","-3781.00","-140243.00","5312792.00","5172549.00"
"114/03/26","102","3","1315","達新","313404.00","160778.00","-237222.00","7869.00","244829.00","514562.00","759391.00"
"114/03/26","102","3","1316","上曜","-194850.00","-19994.00","317447.00","7618.00","110221.00","458799.00","569020.00"
"114/03/26","102","3","1319","東陽","2355656.00","-2405994.00","1018.00","27066.00","-22254.00","1389851.00","1367597.00"
"114/03/26","102","3","1321","大洋","17010.00","-48723.00","-20000.00","18501.00","-33212.00","208975.00","175763.00"
"114/03/26","102","3","1323","永裕","436186.00","-109086.00","-248485.00","14003.00","92618.00","441025.00","533643.00"
"114/03/26","102","3","1324","地球","37171.00","-7007.00","-35689.00","6132.00","607.00","285741.00","286348.00"
"114/03/26","102","3","1325","恆大","63652.00","68278.00","-70677.00","2465.00","63718.00","120352.00","184070.00"
"114/03/26","102","3","1326","台化","32405325.00","-25541050.00","-5377255.00","738869.00","2225889.00","11562869.00","13788758.00"
"114/03/26","102","3","1337","再生-KY","740240.00","261047.00","-569916.00","79363.00","510734.00","2691547.00","3202281.00"
"114/03/26","102","3","1338","廣華-KY","-40295.00","-441446.00","198536.00","39261.00","-243944.00","1298202.00","1054258.00"
"114/03/26","102","3","1339","昭輝","--","--","--","--","--","--","--"
"114/03/26","102","3","1340","勝悅-KY","681529.00","-34924.00","589681.00","50921.00","1287207.00","844063.00","2131270.00"
"114/03/26","102","3","1402","遠東新","16259274.00","-21478036.00","10023220.00","688413.00","5492871.00","30645166.00","36138037.00"
"114/03/26","102","3","1410","南染","134736.00","-28065.00","-115092.00","--","-8421.00","617197.00","608776.00"
"114/03/26","102","3","1413","宏洲","29089.00","-40190.00","10727.00","--","-374.00","62379.00","62005.00"
"114/03/26","102","3","1414","東和","--","--","--","--","--","--","--"
"114/03/26","102","3","1416","廣豐","279199.00","-528204.00","-208075.00","62421.00","-394659.00","523559.00","128900.00"
"114/03/26","102","3","1417","嘉裕","-474647.00","-49108.00","-16277.00","54696.00","-485336.00","1820628.00","1335292.00"
"114/03/26","102","3","1418","東華","-83841.00","-27280.00","28844.00","15.00","-82262.00","122952.00","40690.00"
"114/03/26","102","3","1419","新紡","-878.00","17380.00","-77658.00","82.00","-61074.00","228783.00","167709.00"
"114/03/26","102","3","1423","利華","--","--","--","--","--","--","--"
"114/03/26","102","3","1432","大魯閣","-47071.00","-185028.00","193607.00","9188.00","-29304.00","211610.00","182306.00"
"114/03/26","102","3","1434","福懋","4762384.00","-3431408.00","-1191042.00","-294454.00","-154520.00","2714756.00","2560236.00"
"114/03/26","102","3","1435","中福","-3320.00","5736.00","-1516.00","0.00","900.00","255849.00","256749.00"
"114/03/26","102","3","1436","華友聯","-3526934.00","395314.00","2382480.00","--","-749140.00","1032029.00","282889.00"
"114/03/26","102","3","1437","勤益控","200720.00","-24472.00","-213585.00","15788.00","-21549.00","431490.00","409941.00"
"114/03/26","102","3","1438","三地開發","--","--","--","--","--","--","--"
"114/03/26","102","3","1439","雋揚","--","--","--","--","--","--","--"
"114/03/26","102","3","1440","南紡","775329.00","-1857691.00","1450054.00","59783.00","427475.00","2221175.00","2648650.00"
"114/03/26","102","3","1441","大東","-4464.00","-133536.00","117704.00","-3341.00","-23637.00","180309.00","156672.00"
"114/03/26","102","3","1442","名軒","2135394.00","-171571.00","-1763662.00","--","200161.00","188740.00","388901.00"
"114/03/26","102","3","1443","立益物流","35737.00","-32228.00","57028.00","-55762.00","4775.00","73577.00","78352.00"
"114/03/26","102","3","1444","力麗","252138.00","-206149.00","164638.00","-3594.00","207033.00","568588.00","775621.00"
"114/03/26","102","3","1445","大宇","58817.00","5354.00","-42096.00","--","22075.00","160456.00","182531.00"
"114/03/26","102","3","1446","宏和","-474049.00","-3028.00","347904.00","3010.00","-126163.00","358058.00","231895.00"
"114/03/26","102","3","1447","力鵬","-334858.00","-496329.00","1123871.00","-310.00","292374.00","289712.00","582086.00"
"114/03/26","102","3","1449","佳和","-277922.00","97477.00","108134.00","0.00","-72311.00","177059.00","104748.00"
"114/03/26","102","3","1451","年興","496359.00","-862423.00","-78031.00","-40814.00","-484909.00","1537138.00","1052229.00"
"114/03/26","102","3","1452","宏益","--","--","--","--","--","--","--"
"114/03/26","102","3","1453","大將","-15724.00","23632.00","1411.00","--","9319.00","24671.00","33990.00"
"114/03/26","102","3","1454","台富","34854.00","-7221.00","-34926.00","--","-7293.00","142200.00","134907.00"
"114/03/26","102","3","1455","集盛","--","--","--","--","--","--","--"
"114/03/26","102","3","1456","怡華","-834461.00","-190.00","593649.00","0.00","-241002.00","229976.00","-11026.00"
"114/03/26","102","3","1457","宜進","43679.00","236348.00","-305685.00","795.00","-24863.00","135638.00","110775.00"
"114/03/26","102","3","1459","聯發","197723.00","-140500.00","-242203.00","-23081.00","-208061.00","711151.00","503090.00"
"114/03/26","102","3","1460","宏遠","113340.00","-186159.00","-145724.00","-5861.00","-224404.00","443363.00","218959.00"
