出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","4","1101","台泥","90593376.00","202472979.00","293066355.00","68083832.00","69498271.00","137582103.00","36921759.00","12309615.00","45573057.00","13238554.00","--","108042985.00","--","--","47441267.00","155484252.00","--","0.00","0.00","29.26"
"114/03/26","104","4","1102","亞泥","52844285.00","217232924.00","270077209.00","65223927.00","49999090.00","115223017.00","33614472.00","1155643.00","91552336.00","9576422.00","--","135898873.00","--","--","18955319.00","154854192.00","--","0.00","0.00","40.43"
"114/03/26","104","4","1103","嘉泥","10683575.00","16699467.00","27383042.00","1526371.00","11810325.00","13336696.00","7768285.00","605975.00","8373346.00","-3201522.00","-1170260.00","12375824.00","--","--","1670522.00","14046346.00","--","0.00","133274016.00","19.23"
"114/03/26","104","4","1104","環泥","3040355.00","16930516.00","19970871.00","2461629.00","1508856.00","3970485.00","6282891.00","49272.00","8638396.00","879385.00","--","15849944.00","--","--","150442.00","16000386.00","--","0.00","0.00","25.23"
"114/03/26","104","4","1108","幸福","5212763.00","2642739.00","7855502.00","1824743.00","1185095.00","3009838.00","4047380.00","8.00","728106.00","36356.00","0.00","4811850.00","--","--","33814.00","4845664.00","0.00","0.00","0.00","11.89"
"114/03/26","104","4","1109","信大","2385481.00","6250845.00","8636326.00","946924.00","1301474.00","2248398.00","3789007.00","22299.00","1489929.00","119858.00","0.00","5421093.00","--","--","966835.00","6387928.00","0.00","0.00","0.00","14.31"
"114/03/26","104","4","1110","東泥","1963758.00","7418780.00","9382538.00","388568.00","354277.00","742845.00","5720008.00","184834.00","2013075.00","699498.00","-12185.00","8605230.00","--","--","34463.00","8639693.00","--","0.00","2112865.00","15.10"
"114/03/26","104","4","1201","味全","21131764.00","15351042.00","36482806.00","20979868.00","7032391.00","28012259.00","5060629.00","688.00","519988.00","241613.00","--","5822918.00","--","--","2647629.00","8470547.00","0.00","0.00","0.00","11.51"
"114/03/26","104","4","1203","味王","3500653.00","4850509.00","8351162.00","1466270.00","1718243.00","3184513.00","2400000.00","112965.00","1652310.00","105180.00","-38464.00","4231991.00","--","--","934658.00","5166649.00","0.00","0.00","2293865.00","17.80"
"114/03/26","104","4","1210","大成","20748646.00","19278897.00","40027543.00","16856198.00","3922739.00","20778937.00","7363944.00","2432809.00","2846511.00","1297032.00","-306199.00","13634097.00","--","--","5614509.00","19248606.00","--","0.00","52894691.00","19.95"
"114/03/26","104","4","1213","大飲","443339.00","400069.00","843408.00","127397.00","37231.00","164628.00","514751.00","21938.00","142387.00","-296.00","--","678780.00","--","--","--","678780.00","0.00","0.00","0.00","13.19"
"114/03/26","104","4","1215","卜蜂","4494581.00","5149646.00","9644227.00","3822141.00","637501.00","4459642.00","2679910.00","967.00","1502969.00","873298.00","--","5057144.00","--","--","127441.00","5184585.00","0.00","0.00","0.00","18.87"
"114/03/26","104","4","1216","統一","138480338.00","260468151.00","398948489.00","150426162.00","92832590.00","243258752.00","56820154.00","3957172.00","32878661.00","2680259.00","--","96336246.00","--","--","59353491.00","155689737.00","0.00","0.00","0.00","16.95"
"114/03/26","104","4","1217","愛之味","2203751.00","9190986.00","11394737.00","2833488.00","2467101.00","5300589.00","4872053.00","370221.00","220400.00","-62489.00","0.00","5400185.00","--","--","693963.00","6094148.00","0.00","0.00","0.00","11.08"
"114/03/26","104","4","1218","泰山","2873551.00","4885434.00","7758985.00","1706083.00","2643866.00","4349949.00","3533360.00","23770.00","74965.00","-24131.00","-203876.00","3404088.00","--","--","4948.00","3409036.00","0.00","0.00","13680042.00","10.02"
"114/03/26","104","4","1219","福壽","3983022.00","3719118.00","7702140.00","1949196.00","1828979.00","3778175.00","3188256.00","36696.00","580015.00","1589.00","--","3806556.00","--","--","117409.00","3923965.00","0.00","0.00","0.00","11.94"
"114/03/26","104","4","1220","台榮","2011228.00","1083488.00","3094716.00","490241.00","298061.00","788302.00","1770779.00","1413.00","450823.00","-71207.00","0.00","2151808.00","--","--","154606.00","2306414.00","--","0.00","0.00","12.15"
"114/03/26","104","4","1225","福懋油","4031755.00","2613668.00","6645423.00","1518974.00","1649948.00","3168922.00","2187030.00","121015.00","808692.00","20879.00","--","3137616.00","--","--","338885.00","3476501.00","--","0.00","0.00","14.35"
"114/03/26","104","4","1227","佳格","15391892.00","5137382.00","20529274.00","6441771.00","584030.00","7025801.00","7926972.00","63153.00","5022383.00","314831.00","-21182.00","13306157.00","--","--","197316.00","13503473.00","0.00","0.00","5777436.00","16.91"
"114/03/26","104","4","1229","聯華","2576773.00","21922908.00","24499681.00","2796235.00","1446093.00","4242328.00","8887198.00","733595.00","8687158.00","1864290.00","-2393.00","20169848.00","--","--","87505.00","20257353.00","--","0.00","98000.00","22.70"
