出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","4","2880","華南金","39189783.00","257536539.00","63497701.00","94537729.00","1679.00","478215.00","34978290.00","858262.00","--","1479452609.00","3239368.00","269363346.00","63224.00","--","59583095.00","9591967.00","32481139.00","496292.00","2270567.00","2668769.00","2350288574.00","85215804.00","--","18565366.00","35281.00","27460217.00","12541697.00","30454649.00","1968250.00","--","1917853865.00","48845006.00","975000.00","--","17808362.00","24310651.00","6125912.00","5059187.00","2197219247.00","99063042.00","17758986.00","35132790.00","1112981.00","--","--","153067799.00","1528.00","153069327.00","--","0.00","0.00","15.45"
"114/03/26","104","4","2881","富邦金","208836603.00","216023430.00","177305204.00","1638251176.00","1156569.00","102275630.00","143813875.00","1624664.00","50840.00","1677221207.00","15821690.00","320507861.00","24068390.00","--","1107998645.00","171286794.00","54572490.00","30298621.00","11710969.00","84643156.00","5987467814.00","141766219.00","4577611.00","111348712.00","2188523.00","122117688.00","1279520.00","73109007.00","5718154.00","--","2040556450.00","151622704.00","1250000.00","--","2747161664.00","173721796.00","14247518.00","20725715.00","5611391281.00","102336040.00","74460529.00","211603298.00","-20778140.00","--","--","367621727.00","8454806.00","376076533.00","0.00","0.00","0.00","35.92"
"114/03/26","104","4","2882","國泰金","191780120.00","100169436.00","296117926.00","1486393125.00","447326.00","55880471.00","141665344.00","4323586.00","0.00","1766476353.00","7000785.00","81708446.00","25500488.00","--","2790400892.00","381149809.00","97488736.00","56943768.00","14425707.00","71102715.00","7568975033.00","41226909.00","0.00","137471418.00","0.00","55523982.00","35677634.00","43680334.00","946549.00","--","1854495831.00","71800000.00","--","--","4262002527.00","549564053.00","34775271.00","20748323.00","7107912831.00","125632102.00","88781174.00","230195428.00","10448290.00","0.00","0.00","455056994.00","6005208.00","461062202.00","0.00","0.00","0.00","36.22"
"114/03/26","104","4","2883","凱基金","25090329.00","87125284.00","157780085.00","70643015.00","--","52622253.00","100754149.00","990101.00","--","217780328.00","--","402564.00","10775665.00","29776730.00","59869095.00","2048311.00","14717160.00","8584490.00","5561925.00","22197691.00","866719175.00","10024399.00","--","39898179.00","0.00","119611868.00","13139202.00","57152044.00","911029.00","--","325312132.00","28618692.00","21809459.00","--","1419454.00","65475084.00","1460166.00","13116729.00","697948437.00","151125441.00","654803.00","18507160.00","-2746831.00","-2376747.00","--","165163826.00","3606912.00","168770738.00","--","137038.00","323231938.00","11.17"
"114/03/26","104","4","2884","玉山金","36710732.00","67401915.00","349603244.00","131281637.00","0.00","896844.00","78562234.00","104.00","0.00","1021994720.00","0.00","5289839.00","0.00","0.00","43697797.00","461799.00","26792354.00","5953922.00","500739.00","6136051.00","1775283931.00","71170130.00","0.00","35875595.00","0.00","8034391.00","2279200.00","21441650.00","1144949.00","0.00","1456393949.00","50750000.00","1269940.00","0.00","499097.00","1319959.00","1288004.00","2156169.00","1653623033.00","79517000.00","20501164.00","18253944.00","2654998.00","0.00","0.00","120927106.00","733792.00","121660898.00","0.00","0.00","0.00","15.21"
"114/03/26","104","4","2885","元大金","41773169.00","80771635.00","364746108.00","136286218.00","--","27052332.00","118698145.00","2071128.00","0.00","485843127.00","389969.00","83479054.00","2054034.00","2222031.00","127723229.00","6396805.00","17311422.00","26198945.00","5868618.00","22259233.00","1551145202.00","32744363.00","--","96786712.00","--","154992859.00","4762459.00","140516925.00","3626180.00","--","625561930.00","58044635.00","29166061.00","--","129403232.00","53530171.00","4150542.00","20495083.00","1353781152.00","107129605.00","35845672.00","31461740.00","7870765.00","-197606.00","--","182110176.00","15253874.00","197364050.00","0.00","0.00","15621000.00","17.02"
"114/03/26","104","4","2886","兆豐金","152871868.00","499296918.00","182036664.00","346461364.00","--","7079210.00","175747221.00","2307563.00","0.00","1773269054.00","3308814.00","201233939.00","2976409.00","--","17189576.00","1368553.00","21834486.00","299644.00","4716552.00","6520471.00","3398518306.00","428405839.00","45459095.00","22980692.00","--","192936650.00","19945870.00","63623826.00","10517577.00","--","2230143429.00","41878505.00","2280000.00","--","22917606.00","10720861.00","2195423.00","11057625.00","3105062998.00","135998240.00","68194233.00","88373007.00","838599.00","0.00","--","293404079.00","51229.00","293455308.00","0.00","0.00","0.00","21.57"
"114/03/26","104","4","2887","台新金","22250463.00","46840901.00","119742250.00","290124810.00","0.00","2978852.00","104718618.00","389782.00","--","834605345.00","--","5110.00","34986174.00","--","11074488.00","891781.00","18234698.00","2022001.00","3517778.00","27847591.00","1520230642.00","64689878.00","--","49915794.00","--","80211187.00","2672740.00","21115147.00","625188.00","--","1040466391.00","75000000.00","9455210.00","--","1020107.00","47180126.00","57347.00","2861598.00","1395270713.00","95855246.00","10220503.00","18825174.00","-71305.00","--","0.00","124829618.00","130311.00","124959929.00","--","467500.00","0.00","13.02"
"114/03/26","104","4","2888","新光金","38017870.00","145365213.00","134831661.00","338024273.00","--","8824149.00","63485909.00","3820392.00","4570798.00","678732275.00","--","379050847.00","10788.00","--","973261498.00","106536945.00","27824948.00","2860372.00","17354895.00","40498084.00","2963070917.00","7644855.00","--","30717056.00","--","40324706.00","1299811.00","36099507.00","94535.00","--","639387307.00","33740811.00","3337793.00","0.00","1946423251.00","80129228.00","7893102.00","12845623.00","2839937585.00","102281441.00","9557397.00","31219601.00","-32821415.00","-1907115.00","--","108329909.00","14803423.00","123133332.00","0.00","0.00","200000000.00","10.80"
"114/03/26","104","4","2889","國票金","2734098.00","120050.00","127070694.00","102316875.00","--","9998.00","15740911.00","851436.00","--","--","--","987991.00","1588668.00","--","4884159.00","--","1920318.00","366123.00","110489.00","1479000.00","260180810.00","--","12947067.00","269914.00","--","193195917.00","7900802.00","7458154.00","190741.00","--","--","--","--","--","1447804.00","1438599.00","30732.00","920019.00","225799749.00","27664862.00","7544.00","2842712.00","645859.00","-807476.00","--","30353501.00","4027560.00","34381061.00","0.00","0.00","90000000.00","11.34"
"114/03/26","104","4","2890","永豐金","28056696.00","92897887.00","115223185.00","198608674.00","--","11121490.00","108175419.00","260197.00","--","879165818.00","--","69118675.00","449707.00","--","46102980.00","2383510.00","12960235.00","2702649.00","2940812.00","17436717.00","1587604651.00","61329958.00","--","30188309.00","42569.00","44552287.00","31704540.00","30997414.00","356048.00","--","1148614361.00","43428046.00","21306475.00","18437.00","3342224.00","30376080.00","1716199.00","7916877.00","1455889824.00","101679807.00","2227009.00","25256910.00","2491658.00","0.00","--","131655384.00","59443.00","131714827.00","--","0.00","0.00","12.95"
"114/03/26","104","4","2891","中信金","114274285.00","402006003.00","156618285.00","658449447.00","107526.00","12429243.00","167982197.00","2225770.00","0.00","2080161690.00","3613292.00","224773310.00","16320924.00","--","573190852.00","23977131.00","64494739.00","23284911.00","11033621.00","61283528.00","4596226754.00","45634274.00","27925966.00","133194426.00","441428.00","58259113.00","11693753.00","69748378.00","3635535.00","--","2699802159.00","109220573.00","--","2030000.00","940212902.00","204158705.00","2196953.00","10478343.00","4318632508.00","180547806.00","36654760.00","68814732.00","-7927403.00","-582754.00","--","277507141.00","87105.00","277594246.00","--","0.00","27168000.00","15.39"
