出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","104","3","1101","台泥","16741123.00","-8454575.00","-3543764.00","674552.00","5417336.00","30514042.00","35931378.00"
"114/03/26","104","3","1102","亞泥","10403459.00","-1205742.00","-1433717.00","409394.00","8173394.00","12739834.00","20913228.00"
"114/03/26","104","3","1103","嘉泥","-99783.00","-2502791.00","991849.00","-20675.00","-1631400.00","3163688.00","1532288.00"
"114/03/26","104","3","1104","環泥","705013.00","-511562.00","-228899.00","137.00","-35311.00","396132.00","360821.00"
"114/03/26","104","3","1108","幸福","782122.00","-129191.00","-623948.00","1371.00","30354.00","261107.00","291461.00"
"114/03/26","104","3","1109","信大","404509.00","-184869.00","-191630.00","51100.00","79110.00","746356.00","825466.00"
"114/03/26","104","3","1110","東泥","230482.00","196569.00","-214446.00","--","212605.00","314885.00","527490.00"
"114/03/26","104","3","1201","味全","-541831.00","-708737.00","1378624.00","-38338.00","89718.00","2651159.00","2740877.00"
"114/03/26","104","3","1203","味王","379462.00","5772.00","-281476.00","77299.00","181057.00","727297.00","908354.00"
"114/03/26","104","3","1210","大成","1759410.00","-1092859.00","-300755.00","214498.00","580294.00","3825014.00","4405308.00"
"114/03/26","104","3","1213","大飲","-10633.00","3018.00","-308.00","-8.00","-7931.00","212693.00","204762.00"
"114/03/26","104","3","1215","卜蜂","803214.00","-697484.00","-165491.00","3013.00","-56748.00","351698.00","294950.00"
"114/03/26","104","3","1216","統一","39602498.00","-26245089.00","-21151189.00","747416.00","-7046364.00","43858837.00","36812473.00"
"114/03/26","104","3","1217","愛之味","-353180.00","182593.00","-226009.00","16718.00","-379878.00","928230.00","548352.00"
"114/03/26","104","3","1218","泰山","-222162.00","293298.00","117539.00","6751.00","195426.00","486887.00","682313.00"
"114/03/26","104","3","1219","福壽","-13381.00","-624104.00","561312.00","99.00","-76074.00","875250.00","799176.00"
"114/03/26","104","3","1220","台榮","220131.00","-50542.00","-257625.00","-3392.00","-91428.00","411893.00","320465.00"
"114/03/26","104","3","1225","福懋油","162129.00","230566.00","-562892.00","544.00","-169653.00","400457.00","230804.00"
"114/03/26","104","3","1227","佳格","2283124.00","-858320.00","-1275620.00","-1915.00","147269.00","1991558.00","2138827.00"
"114/03/26","104","3","1229","聯華","1321920.00","-574248.00","-897890.00","1971.00","-148247.00","830963.00","682716.00"
"114/03/26","104","3","1231","聯華食","163177.00","-272909.00","16589.00","701.00","-92442.00","240860.00","148418.00"
"114/03/26","104","3","1232","大統益","1573940.00","-59967.00","-991227.00","0.00","522746.00","981164.00","1503910.00"
"114/03/26","104","3","1233","天仁","179478.00","-86402.00","-142210.00","-1670.00","-50804.00","202105.00","151301.00"
"114/03/26","104","3","1234","黑松","794183.00","-676669.00","-617385.00","1791.00","-498080.00","4108178.00","3610098.00"
"114/03/26","104","3","1235","興泰","-5247.00","-119850.00","125074.00","38.00","15.00","9455.00","9470.00"
