出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","105","1","2801","彰銀","5362249.00","2284397.00","-52297.00","3731277.00","3967666.00","-573552.00","3394114.00","--","--","3394114.00","261404.00","3655518.00","3394114.00","--","--","3655518.00","--","--","0.40"
"114/03/26","105","1","2809","京城銀","1230665.00","646282.00","99546.00","535411.00","1241990.00","-137218.00","1104772.00","--","--","1104772.00","335593.00","1440365.00","1104772.00","--","--","1440365.00","--","--","0.96"
"114/03/26","105","1","2812","台中銀","1872934.00","540545.00","108083.00","1384901.00","920495.00","-130724.00","789771.00","--","--","789771.00","136548.00","926319.00","789771.00","--","--","926319.00","--","--","0.25"
"114/03/26","105","1","2820","華票","313871.00","337191.00","-36621.00","126440.00","561243.00","-93582.00","467661.00","--","--","467661.00","251548.00","719209.00","--","--","--","--","--","--","0.35"
"114/03/26","105","1","2834","臺企銀","3776466.00","1981502.00","1130333.00","3019638.00","1607997.00","-253011.00","1354986.00","0.00","--","1354986.00","154906.00","1509892.00","1354986.00","0.00","0.00","1509892.00","0.00","0.00","0.24"
"114/03/26","105","1","2836","高雄銀","627245.00","217231.00","90602.00","577505.00","176369.00","-11874.00","164495.00","--","--","164495.00","26981.00","191476.00","164495.00","--","0.00","191476.00","--","0.00","0.21"
"114/03/26","105","1","2838","聯邦銀","1527999.00","1152739.00","-75528.00","1968839.00","787427.00","-127801.00","659626.00","0.00","--","659626.00","84098.00","743724.00","652242.00","--","7384.00","736340.00","--","7384.00","0.25"
"114/03/26","105","1","2845","遠東銀","1476162.00","1075215.00","-93698.00","1618441.00","1026634.00","-164367.00","862267.00","--","--","862267.00","24634.00","886901.00","862267.00","--","--","886901.00","--","--","0.28"
"114/03/26","105","1","2849","安泰銀","929081.00","808731.00","767848.00","768893.00","201071.00","-135047.00","66024.00","0.00","--","66024.00","18266.00","84290.00","66024.00","--","0.00","84290.00","--","0.00","0.04"
