出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","104","1","2801","彰銀","5041717.00","1752426.00","-284626.00","3679409.00","3399360.00","-517303.00","2882057.00","--","--","2882057.00","-104044.00","2778013.00","2882057.00","--","--","2778013.00","--","--","0.36"
"114/03/26","104","1","2809","京城銀","1312398.00","482873.00","-10640.00","480332.00","1325579.00","-179289.00","1146290.00","--","--","1146290.00","641329.00","1787619.00","1146290.00","--","--","1787619.00","--","--","0.95"
"114/03/26","104","1","2812","台中銀","1847355.00","677148.00","68014.00","1250530.00","1205959.00","-181591.00","1024368.00","0.00","--","1024368.00","-22301.00","1002067.00","1024368.00","--","--","1002067.00","--","--","0.36"
"114/03/26","104","1","2820","華票","248745.00","273601.00","-42720.00","112459.00","452607.00","-70587.00","382020.00","--","--","382020.00","62626.00","444646.00","--","--","--","--","--","--","0.28"
"114/03/26","104","1","2834","臺企銀","3737100.00","1087751.00","484198.00","2805360.00","1535293.00","-193051.00","1342242.00","0.00","--","1342242.00","-144479.00","1197763.00","1342242.00","0.00","0.00","1197763.00","0.00","0.00","0.25"
"114/03/26","104","1","2836","高雄銀","608795.00","232900.00","90456.00","567129.00","184110.00","-17966.00","166144.00","--","--","166144.00","10633.00","176777.00","166144.00","--","0.00","176777.00","--","0.00","0.22"
"114/03/26","104","1","2838","聯邦銀","1536446.00","1189514.00","-27231.00","1895279.00","857912.00","-127472.00","730440.00","--","--","730440.00","134014.00","864454.00","726593.00","--","3847.00","860607.00","--","3847.00","0.30"
"114/03/26","104","1","2845","遠東銀","1414825.00","1290453.00","-120496.00","1579930.00","1245844.00","-168446.00","1077398.00","--","--","1077398.00","29871.00","1107269.00","1077398.00","--","--","1107269.00","--","--","0.38"
"114/03/26","104","1","2849","安泰銀","1015400.00","837510.00","361456.00","824987.00","666467.00","-62132.00","604335.00","0.00","--","604335.00","112677.00","717012.00","604335.00","--","0.00","717012.00","--","0.00","0.36"
