出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","102","2","2880","華南金","11254603.00","6485369.00","17739972.00","1622573.00","213184.00","9740688.00","6163527.00","-969416.00","5194111.00","--","5194111.00","-616505.00","4577606.00","5194078.00","--","33.00","4577573.00","--","33.00","0.57"
"114/03/26","102","2","2881","富邦金","34707221.00","144560275.00","179267496.00","-74263.00","136040047.00","20627584.00","22674128.00","-4775486.00","17898642.00","--","17898642.00","-31967518.00","-14068876.00","17898642.00","--","--","-14068876.00","--","--","1.88"
"114/03/26","102","2","2882","國泰金","56980450.00","111793912.00","168774362.00","538421.00","125622813.00","25685869.00","16927259.00","-1952868.00","14974391.00","--","14974391.00","-14306480.00","667911.00","14807767.00","--","166624.00","367674.00","--","300237.00","1.39"
"114/03/26","102","2","2883","凱基金","2300385.00","8766521.00","11066906.00","150028.00","--","6960042.00","3956836.00","-370028.00","3586808.00","--","3586808.00","480010.00","4066818.00","3504911.00","--","81897.00","3944028.00","--","122790.00","0.24"
"114/03/26","102","2","2884","玉山金","6249170.00","6921360.00","13170530.00","863027.00","--","6993307.00","5314196.00","-950746.00","4363450.00","--","4363450.00","526673.00","4890123.00","4363450.00","--","--","4890123.00","--","--","0.79"
"114/03/26","102","2","2885","元大金","4804706.00","8835047.00","13639753.00","294909.00","--","9300482.00","4044362.00","-675628.00","3368734.00","--","3368734.00","503708.00","3872442.00","3179135.00","--","189599.00","3650571.00","--","221871.00","0.32"
"114/03/26","102","2","2886","兆豐金","15277765.00","11156045.00","26433810.00","1479688.00","-160922.00","10347434.00","14767610.00","-2853372.00","11914238.00","--","11914238.00","-626921.00","11287317.00","11912191.00","--","2047.00","11272366.00","--","14951.00","1.04"
"114/03/26","102","2","2887","台新金","15285151.00","13588107.00","28873258.00","-848273.00","--","14994939.00","14726592.00","-2834430.00","11892162.00","--","11892162.00","-2313516.00","9578646.00","8263496.00","--","3628666.00","6181277.00","--","3397369.00","1.04"
"114/03/26","102","2","2888","新光金","27078236.00","41095519.00","68173755.00","446976.00","48453009.00","10476684.00","8797086.00","-1528641.00","7268445.00","--","7268445.00","1676691.00","8945136.00","7012364.00","--","256081.00","8605890.00","--","339246.00","0.81"
"114/03/26","102","2","2889","國票金","701083.00","1148871.00","1849954.00","-27671.00","--","1226364.00","651261.00","-125845.00","525416.00","--","525416.00","-83015.00","442401.00","545005.00","--","-19589.00","458265.00","--","-15864.00","0.21"
"114/03/26","102","2","2890","永豐金","7770803.00","8231009.00","16001812.00","-89129.00","--","9143816.00","6947125.00","-1076373.00","5870752.00","--","5870752.00","698754.00","6569506.00","5870752.00","0.00","0.00","6569506.00","0.00","0.00","0.72"
"114/03/26","102","2","2891","中信金","15995747.00","37362374.00","53358121.00","-196982.00","19175294.00","18889435.00","15490374.00","-2186995.00","13303379.00","--","13303379.00","-6580148.00","6723231.00","13300312.00","--","3067.00","6720451.00","--","2780.00","1.02"
"114/03/26","102","2","2892","第一金","12695393.00","4504257.00","17199650.00","338861.00","-323571.00","9387941.00","7796419.00","-1435693.00","6360726.00","--","6360726.00","392757.00","6753483.00","6332032.00","--","28694.00","6808986.00","--","-55503.00","0.73"
"114/03/26","102","2","5880","合庫金","13546209.00","5098193.00","18644402.00","1595515.00","762628.00","10763749.00","5522510.00","-841354.00","4681156.00","--","4681156.00","-1204758.00","3476398.00","4625938.00","--","55218.00","3688614.00","--","-212216.00","0.55"
