出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","3","2855","統一證","61675983.00","4908902.00","66584885.00","43799431.00","41607.00","43841038.00","13231191.00","256116.00","9024104.00","209861.00","-22152.00","22699120.00","--","--","22743847.00","0.00","0.00","1740000.00","17.18"
"114/03/26","104","3","6005","群益證","80305704.00","14076217.00","94381921.00","60915598.00","1639286.00","62554884.00","23690730.00","2713221.00","4084193.00","173461.00","-38960.00","30622645.00","--","--","31827037.00","0.00","0.00","4438000.00","12.95"
"114/03/26","104","3","6024","群益期","18684963.00","507540.00","19192503.00","16282786.00","14073.00","16296859.00","1223979.00","380185.00","1187943.00","73957.00","0.00","2866064.00","--","--","2895644.00","0.00","0.00","0.00","23.42"
