出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","3","1409","新纖","91414488.00","40985245.00","132399733.00","93371155.00","5761838.00","99132993.00","16592823.00","1520625.00","6521631.00","730835.00","-377640.00","24988274.00","--","8278466.00","33266740.00","0.00","0.00","40070487.00","15.43"
"114/03/26","104","3","1718","中纖","540774795.00","58658367.00","599433162.00","529321328.00","20458878.00","549780206.00","13616932.00","1463781.00","7193610.00","-338536.00","-1062617.00","20873170.00","--","28779786.00","49652956.00","--","0.00","231918859.00","18.48"
"114/03/26","104","3","2514","龍邦","83275277.00","456723617.00","539998894.00","6182788.00","520627805.00","526810593.00","5632143.00","304918.00","2282717.00","-2591601.00","-398159.00","5230018.00","--","7958283.00","13188301.00","0.00","0.00","43929000.00","10.07"
"114/03/26","104","3","2905","三商","139828620.00","718776584.00","858605204.00","11500289.00","820910735.00","832411024.00","6813489.00","963499.00","7129067.00","-3351001.00","-532672.00","11022382.00","0.00","15171798.00","26194180.00","0.00","0.00","39354000.00","17.17"
