出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","3","2880","華南金","58789648.00","181995259.00","67923826.00","89574510.00","72.00","538990.00","39488979.00","871389.00","--","1470525652.00","3472264.00","309963568.00","67155.00","--","70577715.00","8965660.00","33064906.00","308233.00","2236831.00","4217264.00","2342581921.00","85096978.00","--","21540648.00","48173.00","35346008.00","12159158.00","79021879.00","1680714.00","--","1862460409.00","48844581.00","1286000.00","--","17613695.00","16390118.00","6131115.00","5319784.00","2192939260.00","99063042.00","17758986.00","32080997.00","738120.00","--","--","149641145.00","1516.00","149642661.00","--","0.00","0.00","15.11"
"114/03/26","104","3","2881","富邦金","207895658.00","192091819.00","176684729.00","1678739489.00","944075.00","104907287.00","159418052.00","1363976.00","50937.00","1678869598.00","16411705.00","300755262.00","17763538.00","--","1000366479.00","153163089.00","44656217.00","30965697.00","13961998.00","81909280.00","5860918885.00","146748616.00","8101016.00","124804293.00","2772141.00","129182529.00","1009845.00","99094044.00","7032171.00","--","1962228893.00","150575569.00","1100000.00","--","2659307757.00","171476418.00","14857710.00","18687913.00","5496978915.00","102336040.00","74460529.00","207190845.00","-28461051.00","--","--","355526363.00","8413607.00","363939970.00","0.00","0.00","0.00","34.74"
"114/03/26","104","3","2882","國泰金","309760074.00","106591988.00","301418560.00","1391995900.00","618196.00","44986518.00","153707207.00","4323085.00","0.00","1791823698.00","6760330.00","81056988.00","24819686.00","--","2681880406.00","385573499.00","93172769.00","56852527.00","19884301.00","65004257.00","7520229989.00","37149666.00","0.00","156158848.00","0.00","81932624.00","26778973.00","55153124.00","1955159.00","--","1814400235.00","105550787.00","--","--","4192814665.00","544772545.00","38248284.00","21864053.00","7076778963.00","125632102.00","88781174.00","227112530.00","-4140559.00","0.00","0.00","437385247.00","6065779.00","443451026.00","0.00","0.00","0.00","34.81"
"114/03/26","104","3","2883","凱基金","40049356.00","66493430.00","160572710.00","91878205.00","--","66396944.00","111257479.00","1000577.00","--","223684373.00","--","102564.00","10334917.00","32881460.00","59833868.00","2059928.00","14470847.00","8728501.00","5672234.00","22824626.00","918242019.00","20377407.00","--","49623463.00","0.00","124086674.00","15442066.00","69325090.00","823649.00","--","319690978.00","28637537.00","41532070.00","--","994526.00","68994582.00","1567954.00","10034880.00","751130876.00","151660841.00","602750.00","16459348.00","-2791813.00","-2395508.00","--","163535618.00","3575525.00","167111143.00","--","1628846.00","325371938.00","11.02"
"114/03/26","104","3","2884","玉山金","35129820.00","72685113.00","341225413.00","101722501.00","--","1111867.00","84394879.00","3718.00","--","1001086355.00","--","5106521.00","--","--","47030216.00","651969.00","26388062.00","5750011.00","181443.00","7102457.00","1729570345.00","70261043.00","--","33161890.00","--","7986053.00","1628335.00","31304383.00","798577.00","--","1407849612.00","51050000.00","1124072.00","--","389673.00","1779319.00","1310188.00","1804633.00","1610447778.00","79517000.00","20501164.00","16045894.00","2189612.00","--","0.00","118253670.00","868897.00","119122567.00","--","0.00","0.00","14.87"
"114/03/26","104","3","2885","元大金","44592451.00","87761500.00","334491438.00","132435200.00","--","23789351.00","115396655.00","1915888.00","0.00","484677549.00","334558.00","79429997.00","1802320.00","2725811.00","110465082.00","6561258.00","16290645.00","26360155.00","4157254.00","20060266.00","1493247378.00","15682934.00","--","102423001.00","--","139101732.00","1067561.00","147649039.00","3510650.00","--","617435237.00","56097080.00","25977054.00","--","118193707.00","53460373.00","2790757.00","13924026.00","1297313151.00","107129605.00","35599459.00","31321264.00","6625480.00","--","--","180675808.00","15258419.00","195934227.00","0.00","0.00","0.00","16.87"
"114/03/26","104","3","2886","兆豐金","93217798.00","429118160.00","182103378.00","321486529.00","--","8324136.00","221593199.00","891967.00","2851.00","1795688707.00","3230039.00","190420534.00","2916978.00","--","17736010.00","1291958.00","21991329.00","302465.00","4302148.00","3992650.00","3298610836.00","410527605.00","53627112.00","23409233.00","--","173820819.00","12566610.00","80534010.00","8744277.00","--","2170369519.00","54267069.00","3985000.00","--","21526770.00","11117512.00","2113126.00","10262801.00","3036871463.00","124498240.00","55268667.00","81927259.00","-95637.00","0.00","--","261598529.00","140844.00","261739373.00","0.00","0.00","0.00","21.01"
"114/03/26","104","3","2887","台新金","19869157.00","56955665.00","123454479.00","287957879.00","0.00","1201780.00","105243890.00","528362.00","--","839774929.00","--","4078.00","34474527.00","--","11788853.00","914966.00","18133133.00","2023059.00","3224838.00","31852290.00","1537401885.00","61272836.00","0.00","50188105.00","0.00","77224749.00","2463035.00","35123060.00","577221.00","--","1046213646.00","75000000.00","8215987.00","--","784865.00","53593818.00","68253.00","2818277.00","1413543852.00","95850302.00","10219424.00","17497550.00","157290.00","--","--","123724566.00","133467.00","123858033.00","--","1880000.00","0.00","12.91"
"114/03/26","104","3","2888","新光金","50439907.00","135452010.00","106346761.00","348164088.00","--","5931838.00","67121169.00","3656472.00","23351619.00","689338572.00","--","374058531.00","10276.00","--","930158432.00","100006817.00","27714285.00","2887191.00","15522943.00","39444265.00","2919605176.00","11869398.00","--","52851040.00","--","25142746.00","0.00","41677711.00","120033.00","--","629827871.00","40206487.00","3396246.00","0.00","1904870793.00","79587976.00","4374311.00","10952289.00","2804876901.00","102281441.00","9520716.00","30316868.00","-39830364.00","-1907115.00","--","100381546.00","14346729.00","114728275.00","--","0.00","200000000.00","10.01"
"114/03/26","104","3","2889","國票金","2164260.00","19.00","98875233.00","96602864.00","--","250000.00","15062965.00","834750.00","--","--","--","692519.00","1545667.00","--","4854189.00","--","1928278.00","454966.00","63643.00","1035047.00","224364400.00","--","24652632.00","278173.00","--","146822214.00","7707873.00","7728559.00","145755.00","--","--","--","--","--","1415713.00","1490927.00","24164.00","249147.00","190515157.00","27664862.00","7544.00","2488265.00","375163.00","-690136.00","--","29845698.00","4003545.00","33849243.00","0.00","0.00","75700000.00","11.09"
