出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","105","3","2801","彰銀","--","--","--","--","--","--","--"
"114/03/26","105","3","2809","京城銀","-2693361.00","194343.00","-938573.00","-103913.00","-3541504.00","37135428.00","33593924.00"
"114/03/26","105","3","2812","台中銀","16450470.00","-19435543.00","-3853072.00","-71052.00","-6909197.00","86730074.00","79820877.00"
"114/03/26","105","3","2820","華票","--","--","--","--","--","--","--"
"114/03/26","105","3","2834","臺企銀","39589551.00","-47687787.00","8890652.00","-35819.00","756597.00","41061810.00","41818407.00"
"114/03/26","105","3","2836","高雄銀","-14982251.00","-117530.00","-2988086.00","-54.00","-18087921.00","31320675.00","13232754.00"
"114/03/26","105","3","2838","聯邦銀","12126198.00","-3538775.00","1870428.00","-755650.00","9702201.00","78518946.00","88221147.00"
"114/03/26","105","3","2845","遠東銀","-66331992.00","1194106.00","14573427.00","-197778.00","-50762237.00","85844817.00","35082580.00"
"114/03/26","105","3","2849","安泰銀","36996483.00","-27272667.00","-10725440.00","-142227.00","-1143851.00","5703982.00","4560131.00"
"114/03/26","105","3","2897","王道銀行","11311752.00","-5666836.00","792206.00","454183.00","6891305.00","17962137.00","24853442.00"
