出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","105","3","2880","華南金","-50430338.00","-439061.00","1016945.00","-1451099.00","-51303553.00","207524135.00","156220582.00"
"114/03/26","105","3","2881","富邦金","13186277.00","-15838340.00","18303464.00","-1430603.00","14220798.00","357882294.00","372103092.00"
"114/03/26","105","3","2882","國泰金","120769820.00","3966759.00","-21535007.00","-35215.00","103166357.00","296935688.00","400102045.00"
"114/03/26","105","3","2883","凱基金","-57432176.00","581165.00","-4664104.00","-855801.00","-62370916.00","135637871.00","73266955.00"
"114/03/26","105","3","2884","玉山金","-10306665.00","-64025.00","-1190599.00","1091102.00","-10470187.00","41803384.00","31333197.00"
"114/03/26","105","3","2885","元大金","33007966.00","1209574.00","27897980.00","-990913.00","61124607.00","134112980.00","195237587.00"
"114/03/26","105","3","2886","兆豐金","29266576.00","-522072.00","-9035334.00","-1688318.00","18020852.00","444732697.00","462753549.00"
"114/03/26","105","3","2887","台新金","26090015.00","-1237364.00","-23265268.00","-96042.00","1491341.00","39356997.00","40848338.00"
"114/03/26","105","3","2888","新光金","-7443215.00","8274172.00","1222518.00","1241365.00","3294840.00","166427492.00","169722332.00"
"114/03/26","105","3","2889","國票金","-15846250.00","-231684.00","16295594.00","-114520.00","103140.00","2854148.00","2957288.00"
"114/03/26","105","3","2890","永豐金","79651616.00","-39948132.00","8523037.00","283284.00","48509805.00","81629688.00","130139493.00"
"114/03/26","105","3","2891","中信金","-87579916.00","-1931735.00","-30806358.00","2745078.00","-117572931.00","450272061.00","332699130.00"
"114/03/26","105","3","2892","第一金","-29625435.00","-909347.00","-4958907.00","-3095128.00","-38588817.00","256031927.00","217443110.00"
"114/03/26","105","3","5880","合庫金","-296480690.00","674088.00","2365961.00","1422555.00","-292018086.00","430685493.00","138667407.00"
