出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","111","3","2801","彰銀","-53683791.00","-1174591.00","25279380.00","3440464.00","-26138538.00","194506675.00","168368137.00"
"114/03/26","111","3","2809","京城銀","-6365196.00","-871032.00","4069510.00","33723.00","-3132995.00","10520403.00","7387408.00"
"114/03/26","111","3","2812","台中銀","6747110.00","-778058.00","-3602475.00","75992.00","2442569.00","47367088.00","49809657.00"
"114/03/26","111","3","2820","華票","--","--","--","--","--","--","--"
"114/03/26","111","3","2834","臺企銀","15333246.00","17702724.00","-46924062.00","105768.00","-13782324.00","39444032.00","25661708.00"
"114/03/26","111","3","2836","高雄銀","--","--","--","--","--","--","--"
"114/03/26","111","3","2838","聯邦銀","-25402276.00","-3455595.00","-9761945.00","2018959.00","-36600857.00","71489262.00","34888405.00"
"114/03/26","111","3","2845","遠東銀","-6147989.00","-2573390.00","-3088488.00","2031203.00","-9778664.00","42158013.00","32379349.00"
"114/03/26","111","3","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","111","3","2897","王道銀行","5646092.00","-290549.00","-2817918.00","1347187.00","3884812.00","15198196.00","19083008.00"
"114/03/26","111","3","5876","上海商銀","107376479.00","-2709705.00","-27896624.00","17419313.00","94189463.00","182050068.00","276239531.00"
