出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","102","2","1710","東聯","4709439.00","18680947.00","23390386.00","5936730.00","1453658.00","7390388.00","8857031.00","1304893.00","5627187.00","398685.00","-187798.00","15999998.00","--","--","--","15999998.00","0.00","13753554.00","18.35"
"114/03/26","102","2","1711","永光","5534664.00","5390662.00","10925326.00","2902512.00","1244687.00","4147199.00","4731690.00","473558.00","1207116.00","71270.00","--","6483634.00","--","--","294493.00","6778127.00","0.00","0.00","14.39"
"114/03/26","102","2","1712","興農","6401374.00","6948779.00","13350153.00","4622573.00","4133930.00","8756503.00","3336920.00","56873.00","1221676.00","-50659.00","0.00","4564810.00","--","--","28840.00","4593650.00","0.00","0.00","13.68"
"114/03/26","102","2","1713","國化","1140160.00","1283525.00","2423685.00","94725.00","147231.00","241956.00","1509517.00","0.00","666895.00","5317.00","0.00","--","--","--","--","2181729.00","0.00","0.00","14.45"
"114/03/26","102","2","1714","和桐","20526018.00","18709353.00","39235371.00","13609989.00","9641110.00","23251099.00","9129454.00","64353.00","1213026.00","605245.00","-104919.00","10907159.00","--","--","5077113.00","15984272.00","0.00","12706589.00","12.73"
"114/03/26","102","2","1717","長興","26856026.00","16862395.00","43718421.00","14522724.00","10609668.00","25132392.00","9923971.00","359869.00","5999156.00","2033958.00","--","18316954.00","--","--","269075.00","18586029.00","0.00","0.00","18.46"
"114/03/26","102","2","1720","生達","2664929.00","2474922.00","5139851.00","1276985.00","555922.00","1832907.00","1730830.00","333989.00","831219.00","141358.00","--","3037396.00","--","--","269548.00","3306944.00","4656072.00","0.00","17.55"
"114/03/26","102","2","1721","三晃","866687.00","676513.00","1543200.00","683591.00","103983.00","787574.00","836771.00","0.00","-73521.00","-7624.00","0.00","755626.00","--","--","0.00","755626.00","0.00","0.00","9.03"
"114/03/26","102","2","1722","台肥","10630625.00","58095562.00","68726187.00","5825798.00","12260066.00","18085864.00","9800000.00","2232791.00","38555882.00","51650.00","0.00","50640323.00","0.00","--","0.00","50640323.00","0.00","0.00","51.67"
"114/03/26","102","2","1723","中碳","4916917.00","3749434.00","8666351.00","2712313.00","150727.00","2863040.00","2369044.00","375966.00","3077360.00","-3712.00","-167552.00","5651106.00","--","--","152205.00","5803311.00","0.00","6770537.00","24.56"
"114/03/26","102","2","1725","元禎","4015967.00","753131.00","4769098.00","2589400.00","81974.00","2671374.00","1825010.00","3550.00","254337.00","24911.00","-10084.00","2097724.00","--","--","0.00","2097724.00","0.00","671000.00","11.54"
"114/03/26","102","2","1726","永記","7015812.00","1895304.00","8911116.00","1678027.00","436566.00","2114593.00","1620000.00","109005.00","5005191.00","67031.00","0.00","6801227.00","--","--","-4704.00","6796523.00","0.00","0.00","41.98"
"114/03/26","102","2","1727","中華化","968796.00","988684.00","1957480.00","673866.00","25970.00","699836.00","1000000.00","9324.00","242212.00","-3.00","0.00","1251533.00","0.00","--","6111.00","1257644.00","0.00","0.00","13.39"
"114/03/26","102","2","1730","花仙子","778478.00","458344.00","1236822.00","417738.00","29578.00","447316.00","534812.00","20082.00","223167.00","11445.00","--","789506.00","--","--","--","789506.00","0.00","0.00","14.76"
"114/03/26","102","2","1731","美吾華","1424700.00","1123810.00","2548510.00","598151.00","318015.00","916166.00","1329152.00","188523.00","105579.00","9090.00","--","1632344.00","--","--","--","1632344.00","0.00","0.00","12.28"
"114/03/26","102","2","1732","毛寶","371038.00","250980.00","622018.00","110346.00","45753.00","156099.00","424439.00","2690.00","41336.00","-2546.00","--","465919.00","--","--","--","465919.00","0.00","0.00","10.98"
"114/03/26","102","2","1733","五鼎","1644885.00","1027811.00","2672696.00","416522.00","421188.00","837710.00","985314.00","185160.00","668767.00","-5219.00","0.00","1834022.00","--","--","964.00","1834986.00","0.00","0.00","18.61"
"114/03/26","102","2","1734","杏輝","1974814.00","3284803.00","5259617.00","815952.00","1135783.00","1951735.00","1493252.00","908441.00","421941.00","2643.00","--","2826277.00","--","--","481605.00","3307882.00","0.00","0.00","18.93"
"114/03/26","102","2","1735","日勝化","2724394.00","930779.00","3655173.00","2113859.00","69284.00","2183143.00","1023880.00","101808.00","228685.00","534.00","-33791.00","1321116.00","--","--","150914.00","1472030.00","0.00","3000000.00","13.29"
"114/03/26","102","2","1736","喬山","8831366.00","4008509.00","12839875.00","5656495.00","1434252.00","7090747.00","2014480.00","37746.00","3679883.00","10930.00","0.00","5743039.00","--","--","6089.00","5749128.00","0.00","0.00","28.66"
"114/03/26","102","2","1737","臺鹽","2653764.00","4306173.00","6959937.00","366643.00","130343.00","496986.00","2780955.00","2504261.00","1155201.00","22534.00","--","6462951.00","--","--","--","6462951.00","0.00","0.00","23.24"
"114/03/26","102","2","1752","南光","670305.00","1832024.00","2502329.00","478866.00","768398.00","1247264.00","784748.00","359345.00","110972.00","--","--","--","--","--","--","1255065.00","0.00","0.00","16.80"
"114/03/26","102","2","1760","寶齡富錦","566921.00","389319.00","956240.00","472512.00","201279.00","673791.00","383789.00","83198.00","-185911.00","1373.00","--","282449.00","--","--","0.00","282449.00","0.00","0.00","7.36"
"114/03/26","102","2","1762","中化生","709943.00","2320993.00","3030936.00","684582.00","655878.00","1340460.00","775600.00","334323.00","517002.00","-3579.00","--","1623346.00","--","--","67130.00","1690476.00","0.00","0.00","20.93"
"114/03/26","102","2","1773","勝一","2025523.00","2608806.00","4634329.00","1097220.00","300714.00","1397934.00","1335000.00","101165.00","1807180.00","-6950.00","--","3236395.00","--","--","--","3236395.00","0.00","0.00","24.24"
"114/03/26","102","2","1776","展宇","1487557.00","574163.00","2061720.00","696629.00","331584.00","1028213.00","564139.00","5985.00","343559.00","-3518.00","--","910165.00","--","--","123342.00","1033507.00","0.00","0.00","17.10"
"114/03/26","102","2","1783","和康生","556531.00","174803.00","731334.00","36632.00","80085.00","116717.00","622940.00","133198.00","-141529.00","8.00","0.00","614617.00","--","--","0.00","614617.00","188000.00","0.00","9.87"
"114/03/26","102","2","1786","科妍","357248.00","143035.00","500283.00","29186.00","36474.00","65660.00","424000.00","412.00","10211.00","--","--","434623.00","--","--","--","434623.00","0.00","0.00","10.87"
"114/03/26","102","2","1789","神隆","6925278.00","4777194.00","11702472.00","2527232.00","65768.00","2593000.00","6759272.00","1247165.00","1074212.00","28823.00","--","9109472.00","--","--","0.00","9109472.00","0.00","0.00","14.02"
