出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","104","3","1213","大飲","602085.00","506687.00","95398.00","--","--","95398.00","64407.00","--","30991.00","6203.00","37194.00","7619.00","29575.00","--","--","29575.00","-10.00","--","29565.00","29575.00","--","--","29565.00","--","--","0.57"
"114/03/26","104","3","1215","卜蜂","12374527.00","10914623.00","1459904.00","--","--","1459904.00","845145.00","287.00","615046.00","20865.00","635911.00","145525.00","490386.00","--","--","490386.00","-469904.00","--","20482.00","468372.00","--","22014.00","-3215.00","--","23697.00","1.75"
"114/03/26","104","3","1216","統一","320635395.00","212842018.00","107793377.00","--","--","107793377.00","89111627.00","--","18681750.00","5633725.00","24315475.00","4957813.00","19357662.00","--","--","19357662.00","-790676.00","--","18566986.00","12582297.00","--","6775365.00","12544056.00","--","6022930.00","2.21"
"114/03/26","104","3","1217","愛之味","3291803.00","2231885.00","1059918.00","--","--","1059918.00","1179034.00","--","-119116.00","187310.00","68194.00","13353.00","54841.00","42349.00","--","97190.00","1371.00","--","98561.00","85281.00","--","11909.00","95855.00","--","2706.00","0.18"
"114/03/26","104","3","1218","泰山","6213368.00","5175140.00","1038228.00","533.00","182.00","1037877.00","1085679.00","--","-47802.00","135335.00","87533.00","8271.00","79262.00","--","--","79262.00","-19192.00","--","60070.00","79054.00","--","208.00","59862.00","--","208.00","0.23"
"114/03/26","104","3","1219","福壽","7127987.00","6552194.00","575793.00","--","--","575793.00","543844.00","--","31949.00","10618.00","42567.00","16002.00","26565.00","--","--","26565.00","1076.00","--","27641.00","45237.00","--","-18672.00","46118.00","--","-18477.00","0.14"
"114/03/26","104","3","1220","台榮","2429927.00","2180957.00","248970.00","--","--","248970.00","180820.00","--","68150.00","26929.00","95079.00","14818.00","80261.00","--","--","80261.00","-11291.00","--","68970.00","86322.00","--","-6061.00","75978.00","--","-7008.00","0.49"
"114/03/26","104","3","1225","福懋油","8051489.00","7504781.00","546708.00","275.00","--","546433.00","381181.00","11.00","165263.00","-30489.00","134774.00","26095.00","108679.00","--","--","108679.00","4833.00","--","113512.00","94086.00","--","14593.00","98919.00","--","14593.00","0.43"
"114/03/26","104","3","1227","佳格","19233848.00","13071092.00","6162756.00","--","--","6162756.00","3604528.00","--","2558228.00","117361.00","2675589.00","523948.00","2151641.00","--","--","2151641.00","-10230.00","--","2141411.00","2133491.00","--","18150.00","2121896.00","--","19515.00","2.71"
"114/03/26","104","3","1229","聯華","3928010.00","3398631.00","529379.00","--","--","529379.00","348964.00","--","180415.00","1171634.00","1352049.00","31091.00","1320958.00","--","--","1320958.00","-1852118.00","--","-531160.00","1323690.00","--","-2732.00","-529420.00","--","-1740.00","1.49"
"114/03/26","104","3","1231","聯華食","4893025.00","3920128.00","972897.00","0.00","0.00","972897.00","742382.00","--","230515.00","75520.00","306035.00","57332.00","248703.00","0.00","--","248703.00","252.00","--","248955.00","247062.00","--","1641.00","247301.00","--","1654.00","1.67"
"114/03/26","104","3","1232","大統益","13366089.00","12139049.00","1227040.00","--","--","1227040.00","440027.00","--","787013.00","67300.00","854313.00","154978.00","699335.00","--","--","699335.00","222.00","--","699557.00","693034.00","--","6301.00","693256.00","--","6301.00","4.33"
"114/03/26","104","3","1233","天仁","1591018.00","668077.00","922941.00","--","--","922941.00","781456.00","--","141485.00","23738.00","165223.00","28259.00","136964.00","0.00","--","136964.00","-6412.00","--","130552.00","136772.00","0.00","192.00","131356.00","--","-804.00","1.51"
"114/03/26","104","3","1234","黑松","4830128.00","3122240.00","1707888.00","--","--","1707888.00","1505883.00","--","202005.00","476157.00","678162.00","110994.00","567168.00","0.00","--","567168.00","-12941.00","--","554227.00","567168.00","--","--","554227.00","--","--","1.41"
"114/03/26","104","3","1235","興泰","78929.00","71301.00","7628.00","--","--","7628.00","17061.00","--","-9433.00","33248.00","23815.00","231.00","23584.00","--","--","23584.00","17087.00","--","40671.00","23584.00","--","0.00","40671.00","--","0.00","0.40"
"114/03/26","104","3","1236","宏亞","1686359.00","1236341.00","450018.00","--","--","450018.00","389860.00","--","60158.00","8515.00","68673.00","10631.00","58042.00","--","--","58042.00","-110915.00","--","-52873.00","58042.00","--","0.00","-52873.00","--","--","0.54"
"114/03/26","104","3","1256","鮮活果汁-KY","1956151.00","1398491.00","557660.00","--","--","557660.00","258472.00","--","299188.00","-2041.00","297147.00","98709.00","198438.00","--","--","198438.00","14645.00","--","213083.00","199515.00","--","-1077.00","214149.00","--","-1066.00","7.34"
"114/03/26","104","3","1301","台塑","145699706.00","128635155.00","17064551.00","--","--","17064551.00","7959573.00","--","9104978.00","19321591.00","28426569.00","3391698.00","25034871.00","--","--","25034871.00","-27221971.00","--","-2187100.00","25034871.00","--","--","-2187100.00","--","--","3.93"
"114/03/26","104","3","1303","南亞","232854191.00","202543924.00","30310267.00","-12019.00","--","30322286.00","13306968.00","--","17015318.00","20627264.00","37642582.00","6736255.00","30906327.00","--","--","30906327.00","-17567429.00","--","13338898.00","30543664.00","--","362663.00","13690240.00","-351342.00","--","3.85"
"114/03/26","104","3","1304","台聚","39546827.00","35538456.00","4008371.00","--","--","4008371.00","2722673.00","--","1285698.00","212708.00","1498406.00","318872.00","1179534.00","-32871.00","--","1146663.00","-781221.00","--","365442.00","641387.00","--","505276.00","-5437.00","--","370879.00","0.62"
"114/03/26","104","3","1305","華夏","10310043.00","8904573.00","1405470.00","--","--","1405470.00","791147.00","--","614323.00","48640.00","662963.00","108379.00","554584.00","-32871.00","--","521713.00","605.00","--","522318.00","497601.00","--","24112.00","498281.00","--","24037.00","1.06"
"114/03/26","104","3","1307","三芳","8477479.00","6181938.00","2295541.00","--","--","2295541.00","1267336.00","--","1028205.00","21740.00","1049945.00","210777.00","839168.00","--","--","839168.00","182319.00","--","1021487.00","839168.00","--","--","1021487.00","--","--","2.17"
"114/03/26","104","3","1308","亞聚","3722115.00","3289618.00","432497.00","--","--","432497.00","141820.00","--","290677.00","187782.00","478459.00","73014.00","405445.00","--","--","405445.00","-655518.00","--","-250073.00","405445.00","--","--","-250073.00","--","--","0.82"
"114/03/26","104","3","1309","台達化","13191550.00","12518300.00","673250.00","--","--","673250.00","532558.00","--","140692.00","-28470.00","112222.00","21155.00","91067.00","--","--","91067.00","-97022.00","--","-5955.00","91067.00","--","--","-5955.00","--","--","0.28"
"114/03/26","104","3","1310","台苯","9766655.00","8726279.00","1040376.00","--","--","1040376.00","267721.00","--","772655.00","-79801.00","692854.00","136931.00","555923.00","0.00","--","555923.00","-97520.00","--","458403.00","612720.00","--","-56797.00","514559.00","--","-56156.00","1.16"
"114/03/26","104","3","1312","國喬","15751120.00","13223902.00","2527218.00","--","--","2527218.00","917576.00","--","1609642.00","137802.00","1747444.00","292381.00","1455063.00","--","--","1455063.00","62509.00","--","1517572.00","1305912.00","--","149151.00","1371574.00","--","145998.00","1.44"
"114/03/26","104","3","1313","聯成","33466894.00","32087959.00","1378935.00","--","--","1378935.00","1274512.00","--","104423.00","206898.00","311321.00","-4891.00","316212.00","--","--","316212.00","-315180.00","--","1032.00","316212.00","--","0.00","1032.00","--","0.00","0.27"
"114/03/26","104","3","1314","中石化","21480374.00","21336501.00","143873.00","521.00","931.00","144283.00","946796.00","--","-802513.00","977531.00","175018.00","32932.00","142086.00","--","--","142086.00","27205.00","--","169291.00","150892.00","--","-8806.00","178878.00","--","-9587.00","0.06"
"114/03/26","104","3","1315","達新","2071424.00","1687803.00","383621.00","--","--","383621.00","325534.00","--","58087.00","172247.00","230334.00","24950.00","205384.00","--","--","205384.00","-405162.00","--","-199778.00","215091.00","--","-9707.00","-190118.00","--","-9660.00","1.13"
"114/03/26","104","3","1316","上曜","698438.00","592335.00","106103.00","--","--","106103.00","182131.00","--","-76028.00","-7616.00","-83644.00","4832.00","-88476.00","--","--","-88476.00","-42430.00","--","-130906.00","-103905.00","--","15429.00","-119412.00","--","-11494.00","-0.68"
"114/03/26","104","3","1319","東陽","16334937.00","12654247.00","3680690.00","--","435.00","3681125.00","2489505.00","--","1191620.00","89412.00","1281032.00","233194.00","1047838.00","--","--","1047838.00","116566.00","--","1164404.00","1026712.00","--","21126.00","1127908.00","--","36496.00","1.74"
"114/03/26","104","3","1321","大洋","3651709.00","3353602.00","298107.00","--","--","298107.00","278515.00","--","19592.00","51758.00","71350.00","-1.00","71351.00","--","--","71351.00","-152.00","--","71199.00","71351.00","--","--","71199.00","--","--","0.32"
"114/03/26","104","3","1323","永裕","2274857.00","1725017.00","549840.00","--","--","549840.00","290581.00","-15.00","259244.00","12011.00","271255.00","71041.00","200214.00","--","--","200214.00","-3471.00","--","196743.00","150805.00","--","49409.00","147596.00","--","49147.00","1.66"
"114/03/26","104","3","1324","地球","971007.00","778783.00","192224.00","--","--","192224.00","144646.00","--","47578.00","7293.00","54871.00","11895.00","42976.00","--","--","42976.00","3902.00","--","46878.00","42976.00","--","0.00","46878.00","--","0.00","0.57"
"114/03/26","104","3","1325","恆大","810474.00","689271.00","121203.00","--","--","121203.00","55732.00","--","65471.00","21533.00","87004.00","17434.00","69570.00","--","--","69570.00","-336.00","--","69234.00","71309.00","--","-1739.00","70862.00","--","-1628.00","0.71"
"114/03/26","104","3","1326","台化","250678904.00","225036601.00","25642303.00","--","--","25642303.00","10730094.00","--","14912209.00","13122333.00","28034542.00","3530804.00","24503738.00","--","--","24503738.00","-23268122.00","--","1235616.00","21493787.00","--","3009951.00","-3664552.00","--","4900168.00","3.68"
"114/03/26","104","3","1337","再生-KY","3354193.00","2715682.00","638511.00","--","--","638511.00","359300.00","--","279211.00","42733.00","321944.00","108505.00","213439.00","--","--","213439.00","184778.00","--","398217.00","213439.00","--","--","398217.00","--","--","0.82"
"114/03/26","104","3","1338","廣華-KY","6032581.00","4609095.00","1423486.00","--","--","1423486.00","763609.00","--","659877.00","51320.00","711197.00","157458.00","553739.00","--","--","553739.00","81120.00","--","634859.00","552709.00","--","1030.00","636414.00","--","-1555.00","6.59"
"114/03/26","104","3","1339","昭輝","1467439.00","1010083.00","457356.00","--","--","457356.00","205790.00","--","251566.00","56236.00","307802.00","66255.00","241547.00","--","--","241547.00","36683.00","--","278230.00","239114.00","--","2433.00","271354.00","--","6876.00","3.20"
"114/03/26","104","3","1340","勝悅-KY","2278102.00","1510431.00","767671.00","--","--","767671.00","86126.00","--","681545.00","78715.00","760260.00","120787.00","639473.00","--","--","639473.00","96707.00","--","736180.00","639473.00","--","--","736180.00","--","--","5.57"
"114/03/26","104","3","1402","遠東新","160880353.00","121887684.00","38992669.00","--","278.00","38992947.00","26822073.00","--","12170874.00","4410489.00","16581363.00","4009966.00","12571397.00","--","--","12571397.00","963605.00","--","13535002.00","7079958.00","--","5491439.00","7949255.00","--","5585747.00","1.42"
"114/03/26","104","3","1410","南染","476102.00","304325.00","171777.00","--","--","171777.00","60959.00","--","110818.00","8945.00","119763.00","19534.00","100229.00","--","--","100229.00","-5646.00","--","94583.00","92778.00","--","7451.00","87132.00","--","7451.00","1.29"
"114/03/26","104","3","1413","宏洲","1909006.00","1975273.00","-66267.00","--","--","-66267.00","76575.00","--","-142842.00","124113.00","-18729.00","9913.00","-28642.00","--","--","-28642.00","-2053.00","--","-30695.00","-28416.00","--","-226.00","-30469.00","--","-226.00","-0.25"
"114/03/26","104","3","1414","東和","848076.00","826157.00","21919.00","--","--","21919.00","48699.00","--","-26780.00","13591.00","-13189.00","-4784.00","-8405.00","--","--","-8405.00","-53224.00","--","-61629.00","--","--","--","--","--","--","-0.04"
"114/03/26","104","3","1416","廣豐","1128800.00","891968.00","236832.00","--","--","236832.00","217022.00","--","19810.00","-3809.00","16001.00","-12421.00","28422.00","--","--","28422.00","92211.00","--","120633.00","29230.00","--","-808.00","121441.00","--","-808.00","0.11"
"114/03/26","104","3","1417","嘉裕","2635344.00","2053213.00","582131.00","--","--","582131.00","940105.00","--","-357974.00","46059.00","-311915.00","610.00","-312525.00","--","--","-312525.00","-81578.00","--","-394103.00","-312525.00","--","--","-394103.00","--","--","-0.82"
"114/03/26","104","3","1418","東華","1041939.00","1080530.00","-38591.00","--","--","-38591.00","108661.00","--","-147252.00","38266.00","-108986.00","1864.00","-110850.00","--","--","-110850.00","-22542.00","--","-133392.00","-110825.00","--","-25.00","-133367.00","--","-25.00","-0.90"
"114/03/26","104","3","1419","新紡","775649.00","618975.00","156674.00","--","--","156674.00","228271.00","--","-71597.00","204492.00","132895.00","1762.00","131133.00","--","--","131133.00","-369661.00","--","-238528.00","135362.00","--","-4229.00","-234299.00","--","-4229.00","0.45"
"114/03/26","104","3","1423","利華","489214.00","459873.00","29341.00","--","--","29341.00","26579.00","--","2762.00","-19776.00","-17014.00","2111.00","-19125.00","--","--","-19125.00","5010.00","--","-14115.00","--","--","--","--","--","--","-0.11"
"114/03/26","104","3","1432","大魯閣","252248.00","153390.00","98858.00","--","--","98858.00","275000.00","--","-176142.00","66846.00","-109296.00","11862.00","-121158.00","79645.00","--","-41513.00","-31465.00","--","-72978.00","-33987.00","--","-7526.00","-65452.00","--","-7526.00","-0.21"
"114/03/26","104","3","1434","福懋","32891550.00","28224191.00","4667359.00","--","--","4667359.00","2122499.00","--","2544860.00","460156.00","3005016.00","498048.00","2506968.00","--","--","2506968.00","3025506.00","--","5532474.00","2223844.00","--","283124.00","5272195.00","--","260279.00","1.33"
"114/03/26","104","3","1435","中福","22058.00","2375.00","19683.00","--","--","19683.00","20928.00","--","-1245.00","1877.00","632.00","0.00","632.00","--","--","632.00","--","--","632.00","632.00","--","0.00","632.00","--","--","0.00"
"114/03/26","104","3","1436","華友聯","100320.00","70398.00","29922.00","--","--","29922.00","42193.00","--","-12271.00","-18562.00","-30833.00","12178.00","-43011.00","--","--","-43011.00","--","--","-43011.00","-43011.00","--","--","-43011.00","--","--","-0.62"
"114/03/26","104","3","1437","勤益控","618995.00","462603.00","156392.00","--","--","156392.00","72850.00","--","83542.00","-6986.00","76556.00","3462.00","73094.00","--","--","73094.00","15707.00","--","88801.00","72603.00","--","491.00","88253.00","--","548.00","0.36"
"114/03/26","104","3","1438","三地開發","23502.00","5618.00","17884.00","0.00","0.00","17884.00","6877.00","0.00","11007.00","6429.00","17436.00","1772.00","15664.00","--","--","15664.00","--","--","15664.00","--","--","--","--","--","--","0.15"
"114/03/26","104","3","1439","雋揚","266425.00","256507.00","9918.00","--","--","9918.00","22069.00","--","-12151.00","12730.00","579.00","-49.00","628.00","--","--","628.00","0.00","--","628.00","--","--","--","--","--","--","0.01"
"114/03/26","104","3","1440","南紡","16690084.00","14505560.00","2184524.00","--","--","2184524.00","1598437.00","--","586087.00","600723.00","1186810.00","237420.00","949390.00","--","--","949390.00","-491604.00","--","457786.00","1008360.00","--","-58970.00","516773.00","--","-58987.00","0.61"
"114/03/26","104","3","1441","大東","1402920.00","1304495.00","98425.00","--","--","98425.00","135486.00","--","-37061.00","-25721.00","-62782.00","-3490.00","-59292.00","--","--","-59292.00","-9564.00","--","-68856.00","-59292.00","--","--","-68856.00","--","--","-0.66"
"114/03/26","104","3","1442","名軒","1430881.00","809503.00","621378.00","--","--","621378.00","143376.00","--","478002.00","538.00","478540.00","37739.00","440801.00","--","--","440801.00","-3523.00","--","437278.00","440801.00","--","0.00","437278.00","--","0.00","1.95"
"114/03/26","104","3","1443","立益物流","984872.00","982605.00","2267.00","--","--","2267.00","104229.00","--","-101962.00","-19494.00","-121456.00","0.00","-121456.00","--","--","-121456.00","-36177.00","--","-157633.00","-55526.00","--","-65930.00","-80627.00","--","-77006.00","-0.41"
"114/03/26","104","3","1444","力麗","7886031.00","7295279.00","590752.00","0.00","233.00","590985.00","372539.00","--","218446.00","168034.00","386480.00","40125.00","346355.00","--","--","346355.00","-128568.00","--","217787.00","343262.00","--","3093.00","215592.00","--","2195.00","0.36"
"114/03/26","104","3","1445","大宇","1384542.00","1212329.00","172213.00","0.00","0.00","172213.00","107767.00","--","64446.00","16879.00","81325.00","10604.00","70721.00","--","--","70721.00","48595.00","--","119316.00","70721.00","--","--","119316.00","--","--","0.51"
"114/03/26","104","3","1446","宏和","658695.00","545874.00","112821.00","--","--","112821.00","132603.00","--","-19782.00","24440.00","4658.00","5179.00","-521.00","--","--","-521.00","-9769.00","--","-10290.00","-521.00","--","--","-10290.00","--","--","0.00"
"114/03/26","104","3","1447","力鵬","13174963.00","12861126.00","313837.00","--","--","313837.00","485864.00","--","-172027.00","295330.00","123303.00","16155.00","107148.00","--","--","107148.00","-141221.00","--","-34073.00","82332.00","--","24816.00","-50634.00","--","16561.00","0.09"
"114/03/26","104","3","1449","佳和","2206032.00","2188384.00","17648.00","--","--","17648.00","270785.00","--","-253137.00","-5559.00","-258696.00","-435.00","-258261.00","--","--","-258261.00","-24047.00","--","-282308.00","-253702.00","--","-4559.00","-277716.00","--","-4592.00","-2.14"
"114/03/26","104","3","1451","年興","9634133.00","8699888.00","934245.00","--","--","934245.00","543071.00","--","391174.00","123687.00","514861.00","96934.00","417927.00","--","--","417927.00","-163979.00","--","253948.00","420543.00","--","-2616.00","253631.00","--","317.00","1.05"
"114/03/26","104","3","1452","宏益","1522589.00","1252657.00","269932.00","--","--","269932.00","84150.00","--","185782.00","190561.00","376343.00","41623.00","334720.00","--","--","334720.00","38063.00","--","372783.00","--","--","--","--","--","--","2.52"
"114/03/26","104","3","1453","大將","307439.00","209264.00","98175.00","--","--","98175.00","40706.00","--","57469.00","5382.00","62851.00","235.00","62616.00","--","--","62616.00","-7350.00","--","55266.00","62697.00","--","-81.00","55347.00","--","-81.00","0.71"
"114/03/26","104","3","1454","台富","1607037.00","1426892.00","180145.00","--","--","180145.00","92287.00","-239.00","87619.00","18619.00","106238.00","17188.00","89050.00","--","--","89050.00","13728.00","--","102778.00","89049.00","--","1.00","102777.00","--","1.00","0.67"
"114/03/26","104","3","1455","集盛","11492164.00","11249938.00","242226.00","--","--","242226.00","341509.00","--","-99283.00","207664.00","108381.00","-2818.00","111199.00","--","--","111199.00","325.00","--","111524.00","111199.00","--","--","111524.00","--","--","0.18"
"114/03/26","104","3","1456","怡華","432768.00","372067.00","60701.00","--","--","60701.00","73300.00","166.00","-12433.00","-45682.00","-58115.00","0.00","-58115.00","--","--","-58115.00","26247.00","--","-31868.00","-58115.00","--","--","-31868.00","--","--","-0.27"
"114/03/26","104","3","1457","宜進","3073562.00","2817918.00","255644.00","--","--","255644.00","191332.00","--","64312.00","443356.00","507668.00","17397.00","490271.00","--","--","490271.00","4747.00","--","495018.00","450693.00","--","39578.00","455332.00","--","39686.00","1.71"
"114/03/26","104","3","1459","聯發","2940447.00","2677412.00","263035.00","--","--","263035.00","121374.00","--","141661.00","147405.00","289066.00","40969.00","248097.00","--","--","248097.00","-728488.00","--","-480391.00","244683.00","--","3414.00","-483805.00","--","3414.00","0.78"
"114/03/26","104","3","1460","宏遠","6016343.00","4885987.00","1130356.00","--","--","1130356.00","825880.00","-6496.00","297980.00","13443.00","311423.00","43286.00","268137.00","--","--","268137.00","-49522.00","--","218615.00","268142.00","--","-5.00","218620.00","--","-5.00","0.61"
"114/03/26","104","3","1463","強盛新","380994.00","314111.00","66883.00","--","--","66883.00","57446.00","--","9437.00","46379.00","55816.00","3704.00","52112.00","0.00","--","52112.00","1200.00","--","53312.00","52067.00","--","45.00","53267.00","--","45.00","0.32"
"114/03/26","104","3","1464","得力","4933094.00","4057407.00","875687.00","--","--","875687.00","607854.00","5962.00","273795.00","99337.00","373132.00","83532.00","289600.00","--","--","289600.00","55057.00","--","344657.00","219612.00","--","69988.00","238836.00","--","105821.00","0.96"
"114/03/26","104","3","1465","偉全","1791839.00","1539587.00","252252.00","--","--","252252.00","179783.00","--","72469.00","51420.00","123889.00","13138.00","110751.00","--","--","110751.00","-30574.00","--","80177.00","84989.00","--","25762.00","82699.00","--","-2522.00","0.82"
"114/03/26","104","3","1466","聚隆","3117779.00","2904131.00","213648.00","0.00","0.00","213648.00","210786.00","--","2862.00","11721.00","14583.00","2493.00","12090.00","0.00","--","12090.00","0.00","--","12090.00","12090.00","0.00","0.00","12090.00","0.00","0.00","0.11"
"114/03/26","104","3","1467","南緯","5337678.00","4348001.00","989677.00","--","--","989677.00","923318.00","--","66359.00","-32103.00","34256.00","42549.00","-8293.00","--","--","-8293.00","-108553.00","--","-116846.00","40247.00","--","-48540.00","-69493.00","--","-47353.00","0.19"
"114/03/26","104","3","1468","昶和","452495.00","400491.00","52004.00","--","--","52004.00","89318.00","--","-37314.00","-5386.00","-42700.00","0.00","-42700.00","--","--","-42700.00","-615.00","--","-43315.00","-36079.00","--","-6621.00","-36543.00","--","-6772.00","-0.22"
"114/03/26","104","3","1470","大統新創","578005.00","454678.00","123327.00","--","--","123327.00","73967.00","420.00","49780.00","3179.00","52959.00","10194.00","42765.00","--","--","42765.00","-3791.00","--","38974.00","--","--","--","--","--","--","0.50"
"114/03/26","104","3","1471","首利","1397314.00","1498661.00","-101347.00","--","--","-101347.00","178749.00","--","-280096.00","45627.00","-234469.00","823.00","-235292.00","--","--","-235292.00","-24342.00","--","-259634.00","-235292.00","--","--","-259634.00","--","--","-1.17"
"114/03/26","104","3","1472","三洋實業","589105.00","589886.00","-781.00","--","--","-781.00","52148.00","46324.00","-6605.00","-9171.00","-15776.00","3511.00","-19287.00","--","--","-19287.00","-8254.00","--","-27541.00","-17388.00","--","-1899.00","-25642.00","--","-1899.00","-0.24"
"114/03/26","104","3","1473","台南","7056809.00","5908565.00","1148244.00","--","--","1148244.00","1357110.00","--","-208866.00","160571.00","-48295.00","92265.00","-140560.00","--","--","-140560.00","76432.00","--","-64128.00","85742.00","--","-226302.00","151284.00","--","-215412.00","0.59"
"114/03/26","104","3","1474","弘裕","2588027.00","2305367.00","282660.00","--","--","282660.00","195163.00","--","87497.00","13943.00","101440.00","19748.00","81692.00","--","--","81692.00","5515.00","--","87207.00","81692.00","--","--","87207.00","--","--","0.63"
"114/03/26","104","3","1475","業旺","167032.00","176090.00","-9058.00","--","--","-9058.00","37784.00","--","-46842.00","-10694.00","-57536.00","-112.00","-57424.00","--","--","-57424.00","-2960.00","--","-60384.00","-37776.00","--","-19648.00","-38510.00","--","-21874.00","-0.72"
"114/03/26","104","3","1476","儒鴻","18275760.00","13238300.00","5037460.00","--","--","5037460.00","1612105.00","--","3425355.00","263346.00","3688701.00","711262.00","2977439.00","--","--","2977439.00","99889.00","--","3077328.00","2977439.00","--","0.00","3077328.00","--","0.00","11.41"
"114/03/26","104","3","1477","聚陽","17744097.00","13531174.00","4212923.00","--","--","4212923.00","2157701.00","--","2055222.00","58165.00","2113387.00","396489.00","1716898.00","--","--","1716898.00","156593.00","--","1873491.00","1701454.00","--","15444.00","1856731.00","--","16760.00","8.59"
"114/03/26","104","3","1503","士電","14770875.00","11714891.00","3055984.00","--","--","3055984.00","2155091.00","--","900893.00","341148.00","1242041.00","269911.00","972130.00","--","--","972130.00","-22810.00","--","949320.00","928437.00","--","43693.00","904951.00","--","44369.00","1.78"
"114/03/26","104","3","1504","東元","36123359.00","26914177.00","9209182.00","8734.00","10265.00","9210713.00","6358733.00","--","2851980.00","912696.00","3764676.00","913089.00","2851587.00","--","--","2851587.00","-3437185.00","--","-585598.00","2606509.00","--","245078.00","-695962.00","--","110364.00","1.32"
"114/03/26","104","3","1506","正道","1169040.00","962452.00","206588.00","--","--","206588.00","175279.00","--","31309.00","6818.00","38127.00","6695.00","31432.00","--","--","31432.00","-73187.00","--","-41755.00","32612.00","--","-1180.00","-20765.00","--","-20990.00","0.27"
