出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","104","3","2801","彰銀","15534716.00","5996376.00","-810320.00","11413716.00","10927696.00","-1729335.00","9198361.00","--","--","9198361.00","381125.00","9579486.00","9198361.00","--","--","9579486.00","--","--","1.09"
"114/03/26","104","3","2809","京城銀","3853337.00","1061894.00","109162.00","1242786.00","3563283.00","-676725.00","2886558.00","--","--","2886558.00","-227776.00","2658782.00","2886558.00","--","--","2658782.00","--","--","2.41"
"114/03/26","104","3","2812","台中銀","5589086.00","1722614.00","164307.00","3808649.00","3338744.00","-527881.00","2810863.00","--","--","2810863.00","110049.00","2920912.00","2810863.00","--","--","2920912.00","--","--","0.93"
"114/03/26","104","3","2820","華票","774757.00","853242.00","-148695.00","360892.00","1415802.00","-221834.00","1193968.00","--","--","1193968.00","163840.00","1357808.00","--","--","--","--","--","--","0.89"
"114/03/26","104","3","2834","臺企銀","11602513.00","3481362.00","1901962.00","8584118.00","4597795.00","-792325.00","3805470.00","0.00","--","3805470.00","15877.00","3821347.00","3805470.00","--","0.00","3821347.00","--","0.00","0.67"
"114/03/26","104","3","2836","高雄銀","1857242.00","648940.00","260034.00","1713196.00","532952.00","-61330.00","471622.00","--","--","471622.00","1717.00","473339.00","471622.00","--","0.00","473339.00","--","0.00","0.61"
"114/03/26","104","3","2838","聯邦銀","4651672.00","3743636.00","-71574.00","5796819.00","2670063.00","-420333.00","2249730.00","--","--","2249730.00","301150.00","2550880.00","2241119.00","--","8611.00","2542269.00","--","8611.00","0.86"
"114/03/26","104","3","2845","遠東銀","4316643.00","4096277.00","-135550.00","4921823.00","3626647.00","-519853.00","3106794.00","--","--","3106794.00","6374.00","3113168.00","3106794.00","--","--","3113168.00","--","--","1.03"
"114/03/26","104","3","2849","安泰銀","3176573.00","2605669.00","587376.00","2581561.00","2613305.00","-478821.00","2134484.00","0.00","--","2134484.00","360235.00","2494719.00","2134484.00","--","0.00","2494719.00","--","0.00","1.27"
