出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","3","1409","新纖","90350037.00","36982186.00","127332223.00","82989060.00","9874646.00","92863706.00","17157970.00","1505659.00","6360157.00","1513112.00","-620601.00","25916297.00","--","8552220.00","34468517.00","0.00","0.00","61194487.00","15.66"
"114/03/26","103","3","1718","中纖","491309224.00","47513515.00","538822739.00","469074793.00","23291403.00","492366196.00","14105902.00","1523811.00","5875413.00","-200815.00","-1612790.00","19691521.00","--","26765022.00","46456543.00","0.00","0.00","280172859.00","17.42"
"114/03/26","103","3","2514","龍邦","89821327.00","408599256.00","498420583.00","9590793.00","473601862.00","483192655.00","5632143.00","309863.00","3042811.00","-2335233.00","-398159.00","6251425.00","--","8976503.00","15227928.00","0.00","0.00","43929000.00","12.04"
"114/03/26","103","3","2905","三商","142573270.00","647872878.00","790446148.00","12190573.00","751855729.00","764046302.00","6813729.00","898317.00","5588275.00","-1474656.00","-532672.00","11292993.00","0.00","15106853.00","26399846.00","0.00","0.00","39354000.00","17.59"
