出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","3","1233","天仁","714148.00","1219622.00","1933770.00","396546.00","144490.00","541036.00","905919.00","56075.00","450820.00","-32991.00","-2754.00","1377069.00","--","--","15665.00","1392734.00","0.00","0.00","60000.00","15.21"
"114/03/26","103","3","1234","黑松","7195016.00","14553431.00","21748447.00","1861416.00","2605384.00","4466800.00","4018711.00","184583.00","12976522.00","101831.00","0.00","17281647.00","--","--","0.00","17281647.00","0.00","0.00","0.00","43.00"
"114/03/26","103","3","1235","興泰","1924455.00","686345.00","2610800.00","945292.00","61575.00","1006867.00","561688.00","41515.00","319808.00","690156.00","-9953.00","1603214.00","--","--","719.00","1603933.00","0.00","0.00","1831610.00","29.50"
"114/03/26","103","3","1236","宏亞","757040.00","2327117.00","3084157.00","443863.00","752962.00","1196825.00","1083425.00","33396.00","426457.00","344054.00","0.00","1887332.00","--","--","0.00","1887332.00","0.00","0.00","0.00","17.42"
"114/03/26","103","3","1256","鮮活果汁-KY","908965.00","439040.00","1348005.00","527382.00","55705.00","583087.00","246960.00","60109.00","424208.00","30933.00","--","762210.00","--","--","2708.00","764918.00","0.00","0.00","0.00","30.86"
"114/03/26","103","3","1301","台塑","146860833.00","280750182.00","427611015.00","51660635.00","101447694.00","153108329.00","63657408.00","11277996.00","129726646.00","69840636.00","--","274502686.00","--","--","--","274502686.00","0.00","0.00","0.00","43.12"
"114/03/26","103","3","1303","南亞","225610100.00","312163181.00","537773281.00","69302634.00","147490950.00","216793584.00","79308216.00","22732749.00","151755009.00","52881001.00","0.00","306676975.00","--","--","14302722.00","320979697.00","0.00","0.00","0.00","38.67"
"114/03/26","103","3","1304","台聚","35689063.00","24577536.00","60266599.00","18026219.00","11308168.00","29334387.00","11426024.00","183205.00","5513046.00","343156.00","-457800.00","17007631.00","--","--","13924581.00","30932212.00","0.00","0.00","108085075.00","16.44"
"114/03/26","103","3","1305","華夏","6021062.00","6058923.00","12079985.00","3015609.00","2932392.00","5948001.00","4683034.00","8232.00","1146058.00","25263.00","--","5862587.00","--","--","269397.00","6131984.00","0.00","0.00","0.00","12.52"
"114/03/26","103","3","1307","三芳","6985778.00","6096087.00","13081865.00","2976823.00","2822084.00","5798907.00","3749817.00","137866.00","3328433.00","66842.00","--","7282958.00","--","--","--","7282958.00","0.00","0.00","0.00","19.42"
"114/03/26","103","3","1308","亞聚","3616877.00","6143650.00","9760527.00","729572.00","353537.00","1083109.00","4696769.00","14135.00","3671880.00","294634.00","0.00","8677418.00","--","--","0.00","8677418.00","0.00","0.00","0.00","18.48"
"114/03/26","103","3","1309","台達化","8905660.00","3663078.00","12568738.00","6583035.00","2383162.00","8966197.00","3276518.00","483.00","118078.00","207462.00","--","3602541.00","--","--","--","3602541.00","0.00","0.00","0.00","11.00"
"114/03/26","103","3","1310","台苯","3868396.00","6012503.00","9880899.00","2785973.00","1177411.00","3963384.00","5278698.00","101414.00","677380.00","-437799.00","0.00","5619693.00","--","--","297822.00","5917515.00","0.00","0.00","0.00","10.65"
"114/03/26","103","3","1312","國喬","7791114.00","17365383.00","25156497.00","4866558.00","2656397.00","7522955.00","9266203.00","112393.00","5546294.00","730530.00","-199604.00","15455816.00","--","--","2177726.00","17633542.00","0.00","0.00","8254473.00","16.83"
"114/03/26","103","3","1313","聯成","25568354.00","17476766.00","43045120.00","17358122.00","7322533.00","24680655.00","11642111.00","1124350.00","4585088.00","1108873.00","-95957.00","18364465.00","--","--","0.00","18364465.00","0.00","3685500.00","6883000.00","15.86"
"114/03/26","103","3","1314","中石化","15769623.00","29874501.00","45644124.00","5935940.00","8915889.00","14851829.00","23199897.00","0.00","8487606.00","-1130266.00","--","30557237.00","--","--","235058.00","30792295.00","0.00","0.00","0.00","13.17"
"114/03/26","103","3","1315","達新","4106616.00","5311457.00","9418073.00","1138362.00","1101692.00","2240054.00","1980000.00","62647.00","3560189.00","1687395.00","-118879.00","7171352.00","--","--","6667.00","7178019.00","0.00","0.00","7137000.00","37.57"
"114/03/26","103","3","1316","上曜","2373318.00","459576.00","2832894.00","990982.00","306208.00","1297190.00","1399079.00","102317.00","-555560.00","795.00","-20628.00","926003.00","0.00","--","609701.00","1535704.00","0.00","0.00","8199000.00","7.03"
"114/03/26","103","3","1319","東陽","9485909.00","23504588.00","32990497.00","7460939.00","7800263.00","15261202.00","5914771.00","4139513.00","6516090.00","160151.00","0.00","16730525.00","--","--","998770.00","17729295.00","0.00","0.00","0.00","28.29"
"114/03/26","103","3","1321","大洋","1683773.00","7909207.00","9592980.00","1560471.00","3032557.00","4593028.00","2272283.00","7792.00","2769004.00","-12938.00","-36189.00","4999952.00","--","--","--","4999952.00","0.00","0.00","6542716.00","22.66"
"114/03/26","103","3","1323","永裕","2105009.00","1564432.00","3669441.00","743807.00","1104057.00","1847864.00","912745.00","55113.00","623455.00","30715.00","-2813.00","1619215.00","--","--","202362.00","1821577.00","0.00","0.00","391086.00","17.82"
"114/03/26","103","3","1324","地球","901982.00","412786.00","1314768.00","286262.00","70354.00","356616.00","751219.00","0.00","196188.00","10745.00","0.00","958152.00","--","--","0.00","958152.00","0.00","0.00","0.00","12.75"
"114/03/26","103","3","1325","恆大","1027359.00","1024964.00","2052323.00","92235.00","93009.00","185244.00","1006828.00","2949.00","757484.00","7229.00","-6497.00","1767993.00","--","--","99086.00","1867079.00","0.00","0.00","352000.00","17.62"
"114/03/26","103","3","1326","台化","219318620.00","312696003.00","532014623.00","96271342.00","117709287.00","213980629.00","58611863.00","8659028.00","125182037.00","80540738.00","-299579.00","272694087.00","--","--","45339907.00","318033994.00","0.00","0.00","14805610.00","46.64"
"114/03/26","103","3","1337","再生-KY","4613430.00","6881149.00","11494579.00","1163552.00","754561.00","1918113.00","2498291.00","2948722.00","3607562.00","521891.00","0.00","9576466.00","--","--","--","9576466.00","0.00","0.00","0.00","38.33"
"114/03/26","103","3","1338","廣華-KY","4865443.00","3131821.00","7997264.00","2088458.00","57334.00","2145792.00","850000.00","2825650.00","1882109.00","265625.00","--","5823384.00","--","--","28088.00","5851472.00","0.00","0.00","0.00","68.51"
"114/03/26","103","3","1339","昭輝","468187.00","2549137.00","3017324.00","586528.00","641618.00","1228146.00","659259.00","361063.00","768899.00","-43.00","--","--","--","--","--","1789178.00","0.00","0.00","0.00","27.14"
"114/03/26","103","3","1340","勝悅-KY","4984891.00","277964.00","5262855.00","617476.00","7142.00","624618.00","883794.00","2540814.00","1058590.00","155039.00","--","4638237.00","--","--","0.00","4638237.00","0.00","0.00","0.00","52.48"
"114/03/26","103","3","1402","遠東新","102320444.00","389945485.00","492265929.00","95006071.00","139253833.00","234259904.00","52479168.00","3666430.00","135059867.00","4074868.00","-25063.00","195255270.00","--","--","62750755.00","258006025.00","0.00","0.00","764000.00","37.21"
"114/03/26","103","3","1410","南染","806694.00","856680.00","1663374.00","281357.00","197650.00","479007.00","720000.00","21784.00","405642.00","-9514.00","--","1137912.00","--","--","46455.00","1184367.00","0.00","0.00","0.00","15.80"
"114/03/26","103","3","1413","宏洲","1201323.00","1770499.00","2971822.00","1691968.00","499222.00","2191190.00","1021125.00","0.00","-286505.00","14830.00","-15040.00","734410.00","--","--","46222.00","780632.00","0.00","0.00","1258770.00","7.28"
"114/03/26","103","3","1414","東和","805926.00","3647221.00","4453147.00","511880.00","801733.00","1313613.00","2200000.00","0.00","1041973.00","-102439.00","0.00","--","--","--","--","3139534.00","0.00","0.00","0.00","14.27"
"114/03/26","103","3","1416","廣豐","5250515.00","5408526.00","10659041.00","3828936.00","1795252.00","5624188.00","2933557.00","875814.00","952474.00","379882.00","-126338.00","5015389.00","--","--","19464.00","5034853.00","0.00","0.00","8041830.00","17.58"
"114/03/26","103","3","1417","嘉裕","3715038.00","2751822.00","6466860.00","1476651.00","242172.00","1718823.00","3798837.00","--","283552.00","665648.00","--","4748037.00","--","--","--","4748037.00","0.00","0.00","0.00","12.50"
"114/03/26","103","3","1418","東華","570615.00","1483025.00","2053640.00","922817.00","369356.00","1292173.00","1319276.00","8005.00","-404197.00","-38114.00","-123585.00","761385.00","--","--","82.00","761467.00","0.00","0.00","10933000.00","6.29"
"114/03/26","103","3","1419","新紡","1690310.00","9880190.00","11570500.00","3364992.00","806711.00","4171703.00","3000413.00","1358.00","1896085.00","2514115.00","-13174.00","7398797.00","0.00","--","0.00","7398797.00","0.00","0.00","803829.00","24.73"
"114/03/26","103","3","1423","利華","1357462.00","1516507.00","2873969.00","17650.00","228245.00","245895.00","1750000.00","118304.00","442297.00","317473.00","0.00","--","--","--","--","2628074.00","0.00","0.00","0.00","15.02"
"114/03/26","103","3","1432","大魯閣","1648521.00","1586811.00","3235332.00","568089.00","272292.00","840381.00","1639899.00","485945.00","88207.00","33305.00","0.00","2247356.00","--","--","147595.00","2394951.00","0.00","0.00","0.00","13.70"
"114/03/26","103","3","1434","福懋","20506500.00","55241806.00","75748306.00","10940093.00","11950675.00","22890768.00","16846646.00","25345.00","10983644.00","21929381.00","-22723.00","49762293.00","--","--","3095245.00","52857538.00","0.00","0.00","2613228.00","29.58"
"114/03/26","103","3","1435","中福","390364.00","727150.00","1117514.00","2123.00","167492.00","169615.00","1397801.00","1302.00","-291913.00","0.00","-159275.00","947915.00","--","--","-16.00","947899.00","0.00","0.00","14424000.00","7.56"
"114/03/26","103","3","1436","華友聯","4815493.00","372686.00","5188179.00","2838687.00","15983.00","2854670.00","600000.00","245201.00","1488308.00","0.00","0.00","--","--","--","--","2333509.00","0.00","0.00","0.00","38.89"
"114/03/26","103","3","1437","勤益控","1170269.00","8247596.00","9417865.00","624370.00","4107980.00","4732350.00","2028899.00","314999.00","2158240.00","151972.00","-2969.00","4651141.00","--","--","34374.00","4685515.00","0.00","0.00","200000.00","22.95"
"114/03/26","103","3","1438","三地開發","602453.00","1153.00","603606.00","2611.00","69375.00","71986.00","1024115.00","81330.00","-573825.00","0.00","0.00","--","--","--","--","531620.00","0.00","0.00","0.00","5.19"
"114/03/26","103","3","1439","雋揚","1424810.00","768251.00","2193061.00","16577.00","149256.00","165833.00","920000.00","8686.00","1098542.00","0.00","0.00","--","--","--","--","2027228.00","0.00","0.00","0.00","22.04"
"114/03/26","103","3","1440","南紡","8040874.00","30625492.00","38666366.00","5996145.00","7127200.00","13123345.00","16404118.00","75112.00","7111068.00","1331199.00","--","24921497.00","--","--","621524.00","25543021.00","0.00","0.00","0.00","15.19"
"114/03/26","103","3","1441","大東","805413.00","2042626.00","2848039.00","797917.00","1078480.00","1876397.00","917531.00","17089.00","45622.00","11188.00","-19788.00","971642.00","--","--","--","971642.00","0.00","0.00","1954000.00","10.82"
"114/03/26","103","3","1442","名軒","12396534.00","635122.00","13031656.00","4477115.00","4494067.00","8971182.00","2140711.00","558856.00","1353024.00","7883.00","--","4060474.00","--","--","0.00","4060474.00","0.00","0.00","0.00","18.97"
"114/03/26","103","3","1443","立益物流","2238864.00","3139376.00","5378240.00","3486435.00","765503.00","4251938.00","1353430.00","701.00","-12041.00","-52607.00","-9056.00","1280427.00","--","--","-154125.00","1126302.00","0.00","0.00","460610.00","9.49"
"114/03/26","103","3","1444","力麗","5898214.00","11163206.00","17061420.00","4123925.00","818288.00","4942213.00","9573029.00","18787.00","1582891.00","220911.00","-48653.00","11346965.00","--","--","772242.00","12119207.00","0.00","0.00","12583028.00","12.01"
"114/03/26","103","3","1445","大宇","1057198.00","1160104.00","2217302.00","131594.00","205855.00","337449.00","1386670.00","172064.00","296686.00","24433.00","0.00","1879853.00","--","--","0.00","1879853.00","0.00","0.00","0.00","13.56"
"114/03/26","103","3","1446","宏和","3058877.00","754256.00","3813133.00","324489.00","1601703.00","1926192.00","1386215.00","297632.00","218398.00","-15304.00","0.00","1886941.00","--","--","0.00","1886941.00","0.00","0.00","0.00","13.61"
"114/03/26","103","3","1447","力鵬","11409143.00","9053690.00","20462833.00","8724763.00","958028.00","9682791.00","8709402.00","64024.00","1962272.00","-232433.00","-357738.00","10145527.00","--","--","634515.00","10780042.00","0.00","0.00","78998198.00","12.81"
"114/03/26","103","3","1449","佳和","2176712.00","2664673.00","4841385.00","3066247.00","600840.00","3667087.00","1200000.00","28504.00","-690156.00","425412.00","-80515.00","883245.00","--","--","291053.00","1174298.00","0.00","0.00","1802665.00","7.47"
"114/03/26","103","3","1451","年興","7335608.00","6396206.00","13731814.00","2202736.00","1587172.00","3789908.00","4000000.00","393116.00","5388193.00","65752.00","--","9847061.00","--","--","94845.00","9941906.00","0.00","0.00","0.00","24.62"
"114/03/26","103","3","1452","宏益","1487083.00","940799.00","2427882.00","246615.00","64742.00","311357.00","1326414.00","151652.00","678583.00","-40124.00","--","--","--","--","--","2116525.00","0.00","0.00","0.00","15.96"
"114/03/26","103","3","1453","大將","760799.00","418963.00","1179762.00","148781.00","54910.00","203691.00","879164.00","2802.00","77436.00","4200.00","0.00","963602.00","--","--","12469.00","976071.00","0.00","0.00","0.00","10.96"
"114/03/26","103","3","1454","台富","1081620.00","1015430.00","2097050.00","353639.00","114822.00","468461.00","1403098.00","58006.00","140338.00","118762.00","-91622.00","1628582.00","--","--","7.00","1628589.00","0.00","0.00","9175103.00","12.42"
"114/03/26","103","3","1455","集盛","4685719.00","7737300.00","12423019.00","3595295.00","1394999.00","4990294.00","6117634.00","360356.00","954527.00","208.00","--","7432725.00","--","--","--","7432725.00","0.00","0.00","0.00","12.15"
"114/03/26","103","3","1456","怡華","2216233.00","2051971.00","4268204.00","1584674.00","1729180.00","3313854.00","2130000.00","21702.00","-1197337.00","-15.00","--","954350.00","--","--","--","954350.00","0.00","0.00","0.00","4.48"
"114/03/26","103","3","1457","宜進","1658024.00","6852856.00","8510880.00","1294226.00","2620204.00","3914430.00","3351640.00","296293.00","154393.00","117498.00","-282645.00","3637179.00","--","--","959271.00","4596450.00","0.00","0.00","72362089.00","13.84"
"114/03/26","103","3","1459","聯發","3441156.00","4359064.00","7800220.00","2357530.00","1557307.00","3914837.00","3586289.00","287995.00","727575.00","-335633.00","-526664.00","3739562.00","--","--","145821.00","3885383.00","0.00","0.00","43081531.00","11.85"
"114/03/26","103","3","1460","宏遠","5265249.00","3393498.00","8658747.00","2900532.00","1138139.00","4038671.00","4711891.00","38445.00","318819.00","16589.00","-465679.00","4620065.00","--","--","11.00","4620076.00","0.00","0.00","33706585.00","10.56"
"114/03/26","103","3","1463","強盛新","2396201.00","1193897.00","3590098.00","1217685.00","108816.00","1326501.00","1884108.00","140999.00","112315.00","31741.00","-273289.00","1895874.00","--","--","367723.00","2263597.00","0.00","0.00","26589911.00","11.72"
"114/03/26","103","3","1464","得力","3397700.00","2854584.00","6252284.00","3256221.00","292113.00","3548334.00","2168960.00","144940.00","76727.00","32864.00","--","2423491.00","--","--","280459.00","2703950.00","0.00","0.00","0.00","11.17"
"114/03/26","103","3","1465","偉全","2072994.00","855489.00","2928483.00","515233.00","67648.00","582881.00","1036073.00","353488.00","330135.00","62605.00","--","1782301.00","--","--","563301.00","2345602.00","0.00","0.00","0.00","17.20"
"114/03/26","103","3","1466","聚隆","1904630.00","1434531.00","3339161.00","958819.00","606947.00","1565766.00","1061519.00","401130.00","310746.00","0.00","0.00","1773395.00","--","--","0.00","1773395.00","0.00","0.00","0.00","16.71"
"114/03/26","103","3","1467","南緯","4412666.00","2651941.00","7064607.00","2323851.00","1718985.00","4042836.00","2102622.00","136608.00","429857.00","-237120.00","--","2431967.00","--","--","589804.00","3021771.00","0.00","0.00","0.00","11.57"
"114/03/26","103","3","1468","昶和","1169058.00","1246916.00","2415974.00","695893.00","457808.00","1153701.00","1604053.00","26753.00","-493909.00","67778.00","--","1204675.00","--","--","57598.00","1262273.00","0.00","0.00","0.00","7.51"
"114/03/26","103","3","1470","大統新創","633685.00","427343.00","1061028.00","121382.00","17537.00","138919.00","857670.00","6918.00","85254.00","-27733.00","--","--","--","--","--","922109.00","0.00","0.00","0.00","10.75"
"114/03/26","103","3","1471","首利","2155274.00","1668113.00","3823387.00","1187475.00","4927.00","1192402.00","2014677.00","450239.00","-31371.00","197440.00","--","2630985.00","--","--","--","2630985.00","0.00","0.00","0.00","13.06"
"114/03/26","103","3","1472","三洋實業","451658.00","646205.00","1097863.00","712219.00","68193.00","780412.00","716500.00","3805.00","-310005.00","-3591.00","-51399.00","355310.00","--","--","-37859.00","317451.00","0.00","0.00","1904204.00","5.09"
"114/03/26","103","3","1473","台南","5580422.00","2041601.00","7622023.00","2076588.00","1155378.00","3231966.00","1468590.00","835608.00","1665385.00","38463.00","-35214.00","3972832.00","--","--","417225.00","4390057.00","0.00","0.00","1116000.00","27.26"
"114/03/26","103","3","1474","弘裕","1951848.00","1426654.00","3378502.00","1483544.00","154866.00","1638410.00","1298970.00","5887.00","426492.00","8743.00","0.00","1740092.00","--","--","--","1740092.00","0.00","0.00","0.00","13.40"
"114/03/26","103","3","1475","業旺","160374.00","456931.00","617305.00","340002.00","43674.00","383676.00","525168.00","188125.00","-402345.00","-4706.00","--","306242.00","--","--","-72613.00","233629.00","0.00","0.00","0.00","5.83"
"114/03/26","103","3","1476","儒鴻","7222750.00","6682904.00","13905654.00","5159541.00","265474.00","5425015.00","2609874.00","1152238.00","4665643.00","52884.00","--","8480639.00","--","--","0.00","8480639.00","0.00","0.00","0.00","32.49"
"114/03/26","103","3","1477","聚陽","7251925.00","4760343.00","12012268.00","4202807.00","139613.00","4342420.00","1905816.00","3360973.00","2354906.00","32212.00","--","7653907.00","0.00","--","15941.00","7669848.00","0.00","0.00","0.00","40.16"
"114/03/26","103","3","1503","士電","12068942.00","21667787.00","33736729.00","8463156.00","4101184.00","12564340.00","5209722.00","2561858.00","12681533.00","273214.00","--","20726327.00","--","--","446062.00","21172389.00","0.00","0.00","0.00","39.78"
"114/03/26","103","3","1504","東元","42537704.00","37325256.00","79862960.00","19298029.00","10555816.00","29853845.00","20026929.00","7611546.00","17769032.00","1123141.00","-321563.00","46209085.00","--","--","3800030.00","50009115.00","0.00","0.00","22443022.00","23.33"
"114/03/26","103","3","1506","正道","1190097.00","1211629.00","2401726.00","738379.00","294056.00","1032435.00","1222516.00","72492.00","-51214.00","2827.00","--","1246621.00","--","--","122670.00","1369291.00","0.00","0.00","0.00","10.20"
"114/03/26","103","3","1512","瑞利","2817434.00","2880245.00","5697679.00","2518515.00","1347342.00","3865857.00","1818025.00","0.00","-102834.00","43335.00","--","1758526.00","--","--","73296.00","1831822.00","0.00","0.00","0.00","9.67"
"114/03/26","103","3","1513","中興電","8582020.00","6150458.00","14732478.00","5681275.00","1694278.00","7375553.00","4200000.00","379796.00","2293622.00","342433.00","-116881.00","7098970.00","--","--","257955.00","7356925.00","0.00","0.00","9038678.00","17.27"
"114/03/26","103","3","1514","亞力","2870125.00","1764925.00","4635050.00","1630490.00","331981.00","1962471.00","2010670.00","59102.00","585726.00","2104.00","-41616.00","2615986.00","--","--","56593.00","2672579.00","0.00","0.00","2362712.00","13.17"
"114/03/26","103","3","1515","力山","2885464.00","2479058.00","5364522.00","2667126.00","469421.00","3136547.00","1814735.00","433.00","294592.00","93527.00","--","2203287.00","--","--","24688.00","2227975.00","0.00","0.00","0.00","12.14"
"114/03/26","103","3","1516","川飛","40758.00","257812.00","298570.00","84500.00","27798.00","112298.00","203147.00","1705.00","-18580.00","0.00","0.00","--","--","--","--","186272.00","0.00","0.00","0.00","9.17"
"114/03/26","103","3","1517","利奇","3776894.00","1837278.00","5614172.00","908978.00","794674.00","1703652.00","2278250.00","38010.00","1089698.00","44460.00","--","3450418.00","--","--","460102.00","3910520.00","0.00","0.00","0.00","15.15"
"114/03/26","103","3","1519","華城","3980368.00","1919449.00","5899817.00","2323805.00","568577.00","2892382.00","2610585.00","1033.00","394389.00","-5160.00","--","3000847.00","--","--","6588.00","3007435.00","0.00","0.00","0.00","11.49"
"114/03/26","103","3","1521","大億","1839638.00","1362363.00","3202001.00","1334675.00","262841.00","1597516.00","762300.00","60472.00","775333.00","6380.00","--","1604485.00","--","--","--","1604485.00","0.00","0.00","0.00","21.05"
"114/03/26","103","3","1522","堤維西","10580660.00","10781640.00","21362300.00","9967668.00","4771442.00","14739110.00","3128979.00","1316743.00","813011.00","29677.00","-5996.00","5282414.00","--","--","1340776.00","6623190.00","0.00","0.00","939707.00","16.93"
"114/03/26","103","3","1524","耿鼎","1262696.00","3568375.00","4831071.00","1207419.00","1565321.00","2772740.00","1796852.00","164239.00","93214.00","4026.00","0.00","2058331.00","0.00","--","--","2058331.00","0.00","0.00","0.00","11.46"
"114/03/26","103","3","1525","江申","821049.00","2851732.00","3672781.00","480225.00","263076.00","743301.00","692454.00","1251.00","2172964.00","62811.00","--","2929480.00","--","--","--","2929480.00","0.00","0.00","0.00","42.31"
"114/03/26","103","3","1526","日馳","556298.00","442190.00","998488.00","242956.00","234447.00","477403.00","500000.00","--","19728.00","1357.00","--","521085.00","--","--","--","521085.00","0.00","0.00","0.00","10.42"
"114/03/26","103","3","1527","鑽全","11266043.00","1393304.00","12659347.00","9640854.00","338282.00","9979136.00","1532896.00","305.00","1147604.00","-594.00","0.00","--","--","--","--","2680211.00","0.00","0.00","0.00","17.48"
"114/03/26","103","3","1528","恩德","3519249.00","1357365.00","4876614.00","2070939.00","802830.00","2873769.00","1470000.00","304206.00","215269.00","14624.00","0.00","2004099.00","--","--","-1254.00","2002845.00","0.00","0.00","0.00","13.63"
"114/03/26","103","3","1529","樂事綠能","231106.00","432628.00","663734.00","122794.00","16092.00","138886.00","2997089.00","2320.00","-2474561.00","0.00","0.00","524848.00","0.00","--","0.00","524848.00","0.00","0.00","0.00","1.75"
"114/03/26","103","3","1530","亞崴","3968187.00","2114133.00","6082320.00","2960210.00","570802.00","3531012.00","919945.00","218147.00","1264106.00","14884.00","0.00","2417082.00","--","--","134226.00","2551308.00","0.00","0.00","0.00","26.27"
"114/03/26","103","3","1531","高林股","3648682.00","1713997.00","5362679.00","906586.00","366160.00","1272746.00","1931511.00","204042.00","1865378.00","89002.00","--","4089933.00","--","--","0.00","4089933.00","0.00","0.00","0.00","21.17"
"114/03/26","103","3","1532","勤美","24956264.00","14977740.00","39934004.00","15350679.00","6015520.00","21366199.00","3936561.00","1554338.00","5418044.00","591579.00","--","11500522.00","--","--","7067283.00","18567805.00","0.00","0.00","0.00","29.21"
"114/03/26","103","3","1533","車王電","2821294.00","1362953.00","4184247.00","1442230.00","657113.00","2099343.00","964152.00","275871.00","847092.00","27699.00","-29900.00","2084914.00","--","--","-10.00","2084904.00","0.00","0.00","1658000.00","22.00"
"114/03/26","103","3","1535","中宇","5957837.00","1422686.00","7380523.00","3667476.00","364385.00","4031861.00","1237426.00","628374.00","1322765.00","160097.00","0.00","3348662.00","--","--","0.00","3348662.00","0.00","0.00","0.00","27.06"
"114/03/26","103","3","1536","和大","3009806.00","4231235.00","7241041.00","2124777.00","2034062.00","4158839.00","2322403.00","13614.00","624930.00","69533.00","--","3030480.00","--","--","51722.00","3082202.00","0.00","0.00","0.00","13.05"
"114/03/26","103","3","1537","廣隆","2899342.00","1196365.00","4095707.00","982947.00","278709.00","1261656.00","815854.00","618809.00","1289941.00","44312.00","--","2768916.00","--","--","65135.00","2834051.00","0.00","0.00","0.00","33.94"
"114/03/26","103","3","1538","正峰","1090250.00","1012378.00","2102628.00","796979.00","474471.00","1271450.00","831358.00","0.00","-14452.00","14272.00","--","831178.00","--","--","--","831178.00","0.00","0.00","0.00","10.00"
"114/03/26","103","3","1539","巨庭","1211015.00","758618.00","1969633.00","870386.00","301026.00","1171412.00","653700.00","0.00","145286.00","-765.00","--","798221.00","--","--","0.00","798221.00","0.00","0.00","0.00","12.21"
"114/03/26","103","3","1540","喬福","1291620.00","418178.00","1709798.00","345374.00","25891.00","371265.00","854736.00","179009.00","334976.00","0.00","-30206.00","1338515.00","--","--","18.00","1338533.00","0.00","0.00","6105911.00","16.86"
"114/03/26","103","3","1541","錩泰","1376723.00","705879.00","2082602.00","1079815.00","28301.00","1108116.00","788000.00","1364.00","184206.00","916.00","--","974486.00","--","--","0.00","974486.00","0.00","0.00","0.00","12.37"
"114/03/26","103","3","1558","伸興","3594100.00","1718062.00","5312162.00","1275422.00","220481.00","1495903.00","605526.00","1387345.00","1791484.00","-1640.00","--","3782715.00","--","--","33544.00","3816259.00","0.00","0.00","0.00","62.47"
"114/03/26","103","3","1560","中砂","2199191.00","3113999.00","5313190.00","1254926.00","371040.00","1625966.00","1410000.00","1241869.00","1034310.00","1045.00","--","--","--","--","--","3687224.00","0.00","0.00","0.00","26.15"
"114/03/26","103","3","1568","倉佑","1273639.00","1512472.00","2786111.00","809523.00","510849.00","1320372.00","1030865.00","145471.00","196585.00","1677.00","--","1374598.00","--","--","91141.00","1465739.00","0.00","0.00","0.00","13.33"
"114/03/26","103","3","1582","信錦","7887506.00","1353796.00","9241302.00","3803037.00","376092.00","4179129.00","1498564.00","1918504.00","1509846.00","135259.00","0.00","5062173.00","--","--","0.00","5062173.00","0.00","0.00","0.00","33.78"
"114/03/26","103","3","1583","程泰","7448024.00","3938702.00","11386726.00","5763589.00","1057322.00","6820911.00","996453.00","425703.00","1647627.00","32094.00","0.00","3101877.00","--","--","1463938.00","4565815.00","0.00","0.00","0.00","31.13"
"114/03/26","103","3","1589","永冠-KY","6265759.00","4771954.00","11037713.00","2152193.00","1542313.00","3694506.00","1048890.00","4045959.00","2047121.00","166204.00","--","7308174.00","--","--","35033.00","7343207.00","0.00","0.00","0.00","69.68"
"114/03/26","103","3","1590","亞德客-KY","6949946.00","11000359.00","17950305.00","6342615.00","2218414.00","8561029.00","1705000.00","3906960.00","3272458.00","359954.00","0.00","9244372.00","--","--","144904.00","9389276.00","0.00","0.00","0.00","54.22"
"114/03/26","103","3","1597","直得","1358883.00","1208123.00","2567006.00","639078.00","542913.00","1181991.00","590190.00","460049.00","328811.00","5965.00","--","1385015.00","--","--","--","1385015.00","0.00","0.00","0.00","23.47"
"114/03/26","103","3","1603","華電","2904865.00","5488412.00","8393277.00","2277566.00","818651.00","3096217.00","3423000.00","412208.00","4006839.00","-50952.00","-2502214.00","5288881.00","--","--","8179.00","5297060.00","0.00","0.00","58646089.00","18.65"
"114/03/26","103","3","1604","聲寶","3425159.00","8218142.00","11643301.00","1566682.00","2250245.00","3816927.00","5441001.00","45148.00","2848191.00","-188.00","-723199.00","7610953.00","--","--","215421.00","7826374.00","0.00","0.00","34141829.00","14.92"
"114/03/26","103","3","1605","華新","59602586.00","55470319.00","115072905.00","26974417.00","23887458.00","50861875.00","35760002.00","15629049.00","9844218.00","794182.00","-292893.00","61734558.00","--","--","2476472.00","64211030.00","0.00","0.00","30000000.00","17.41"
"114/03/26","103","3","1608","華榮","6008626.00","7857929.00","13866555.00","3194206.00","1229783.00","4423989.00","6327735.00","194806.00","1153941.00","1275587.00","-852003.00","8100066.00","--","--","1342500.00","9442566.00","0.00","0.00","208563824.00","19.09"
"114/03/26","103","3","1609","大亞","10967252.00","7265038.00","18232290.00","6027840.00","4176212.00","10204052.00","5801808.00","505385.00","798212.00","7859.00","-110920.00","7002344.00","0.00","--","1025894.00","8028238.00","0.00","0.00","20633667.00","12.51"
"114/03/26","103","3","1611","中電","2604310.00","6623413.00","9227723.00","3367190.00","273615.00","3640805.00","3984392.00","524576.00","998433.00","67750.00","-696.00","5574455.00","--","--","12463.00","5586918.00","0.00","0.00","116273.00","13.99"
