出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","3","2880","華南金","55382226.00","138085572.00","54743455.00","99058763.00","6111.00","394392.00","49634165.00","1872051.00","--","1425206464.00","2921288.00","267597520.00","75514.00","--","76560880.00","7755166.00","32585262.00","379425.00","2207455.00","6424040.00","2220889749.00","105261574.00","--","20929064.00","49910.00","37655008.00","7129802.00","52608209.00","1235339.00","--","1773646748.00","47042898.00","1411000.00","--","16244894.00","6525139.00","6101903.00","5286529.00","2081128017.00","93279700.00","17758986.00","30218648.00","-1497083.00","--","0.00","139760251.00","1481.00","139761732.00","0.00","0.00","0.00","14.98"
"114/03/26","103","3","2881","富邦金","197410090.00","170148685.00","107573380.00","1738636606.00","479406.00","70470210.00","182060236.00","731678.00","95615.00","1553723090.00","13504822.00","245422551.00","5677884.00","--","676727922.00","115386836.00","43146999.00","30528651.00","5357440.00","49680000.00","5206762101.00","98381734.00","--","58730130.00","1687338.00","108139996.00","5847871.00","92840857.00","6630840.00","--","1739999976.00","148683592.00","963040.00","--","2357441181.00","183773927.00","7342324.00","17444440.00","4827907246.00","102336040.00","74446982.00","173547587.00","20743839.00","0.00","--","371074448.00","7780407.00","378854855.00","0.00","0.00","0.00","36.26"
"114/03/26","103","3","2882","國泰金","508527175.00","146979030.00","202941797.00","1301619201.00","799689.00","49522901.00","125765347.00","6572752.00","0.00","1791938582.00","6261024.00","75387965.00","4427921.00","--","1943342582.00","346116294.00","93044730.00","9257382.00","13242979.00","36332068.00","6662079419.00","71776229.00","1521800.00","36507336.00","13397.00","62636760.00","23400000.00","58475379.00","176336.00","--","1667763366.00","107288890.00","--","--","3677395612.00","516660371.00","21069770.00","16662617.00","6261347863.00","125632102.00","88782304.00","157348737.00","23568922.00","0.00","0.00","395332065.00","5399491.00","400731556.00","0.00","0.00","0.00","31.47"
"114/03/26","103","3","2883","凱基金","16877444.00","77995504.00","120118280.00","132700853.00","0.00","29789716.00","138876461.00","842151.00","--","230493422.00","--","20090014.00","9592749.00","27364803.00","71091174.00","1759915.00","15197645.00","9807643.00","6027489.00","13369784.00","921995047.00","7609584.00","--","29415120.00","31580.00","123382032.00","22938918.00","66524508.00","2505916.00","--","311800387.00","33622190.00","32245282.00","--","1280648.00","103221139.00","1281319.00","16216448.00","752075071.00","153436592.00","588370.00","16646130.00","-1949155.00","-2376747.00","--","166345190.00","3574786.00","169919976.00","0.00","545910.00","323231938.00","11.07"
"114/03/26","103","3","2884","玉山金","20716271.00","59372537.00","286435002.00","86762908.00","--","20214.00","73219190.00","550291.00","--","909473762.00","--","7096395.00","--","--","53399786.00","417450.00","20228381.00","5479495.00","381273.00","3816381.00","1527369336.00","68209822.00","--","22057615.00","--","16484881.00","3329040.00","24620050.00","1293084.00","--","1227860487.00","52100000.00","365460.00","--","404824.00","2749469.00","689454.00","2277571.00","1422441757.00","70530000.00","19375697.00","12949135.00","1329641.00","--","--","104184473.00","743106.00","104927579.00","0.00","0.00","0.00","14.77"
"114/03/26","103","3","2885","元大金","36993504.00","99195038.00","255266998.00","103530969.00","--","9746065.00","131519057.00","2192650.00","1312507.00","432509867.00","352624.00","35696543.00","2035691.00","2251875.00","70700541.00","10911022.00","13717048.00","27372515.00","3350057.00","13672702.00","1252327273.00","9928156.00","--","65657570.00","--","67067919.00","23386647.00","140594115.00","3557859.00","--","535988869.00","47744838.00","16648845.00","--","102518116.00","39198906.00","1562303.00","17913151.00","1071767294.00","101410666.00","33634947.00","27679877.00","2763397.00","0.00","--","165488887.00","15071092.00","180559979.00","0.00","0.00","0.00","16.32"
"114/03/26","103","3","2886","兆豐金","176168949.00","558400151.00","176664485.00","282929807.00","--","7483024.00","200991025.00","1466526.00","2634.00","1708199151.00","3529465.00","164043799.00","2663819.00","--","20676741.00","1981055.00","21977782.00","298903.00","4021790.00","4247253.00","3335746359.00","687673510.00","39889775.00","13664157.00","--","233706497.00","12995942.00","76804714.00","8298536.00","--","1897641583.00","56900000.00","8332362.00","--","21811367.00","11719718.00","2160410.00","11077484.00","3082676055.00","124498240.00","55274279.00","71541793.00","1599458.00","0.00","--","252913770.00","156534.00","253070304.00","0.00","0.00","0.00","20.31"
"114/03/26","103","3","2887","台新金","59526258.00","141312886.00","102494954.00","296890830.00","28649.00","1125030.00","123504574.00","970025.00","--","1993151155.00","--","184787432.00","78932.00","--","93826923.00","11839185.00","41495889.00","21946807.00","7250308.00","12939788.00","3093169625.00","207837472.00","456750.00","28303142.00","37977.00","75076798.00","1509926.00","53727139.00","2467506.00","--","2332644050.00","103262373.00","5777214.00","--","4563628.00","49371448.00","6649081.00","5388314.00","2877072818.00","95676949.00","10628649.00","18707851.00","780627.00","0.00","--","125794076.00","90302731.00","216096807.00","0.00","4385000.00","0.00","13.15"
"114/03/26","103","3","2888","新光金","70705813.00","120967773.00","103429457.00","360237580.00","--","8221355.00","72098614.00","3673704.00","4985059.00","680370873.00","--","356589748.00","168411.00","--","718983457.00","121125447.00","24605677.00","3085101.00","14850748.00","33004060.00","2697102877.00","7447948.00","--","19693345.00","--","22190987.00","3998655.00","37843236.00","176763.00","--","603853493.00","35400300.00","5682713.00","0.00","1735244592.00","91902292.00","3959002.00","13367248.00","2580760574.00","98347538.00","9515301.00","32361866.00","-38178924.00","--","--","102045781.00","14296522.00","116342303.00","0.00","0.00","0.00","10.38"
"114/03/26","103","3","2889","國票金","2305961.00","48.00","116042993.00","78447703.00","--","579979.00","19323224.00","751500.00","--","--","--","--","1488253.00","--","4239711.00","--","1936726.00","540258.00","39146.00","1895141.00","227590643.00","--","14822434.00","290922.00","--","157544041.00","9945088.00","8360280.00","272641.00","--","--","--","--","--","1432226.00","1274174.00","20051.00","423867.00","194385724.00","26873652.00","7544.00","2578362.00","115449.00","-485234.00","--","29089773.00","4115146.00","33204919.00","0.00","0.00","50000000.00","11.03"
