出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","102","1","1101","台泥","2274053.00","1306842.00","-10614587.00","417270.00","-6616422.00","25611406.00","18994984.00"
"114/03/26","102","1","1102","亞泥","-361704.00","-1645441.00","8381595.00","229070.00","6603520.00","8309069.00","14912589.00"
"114/03/26","102","1","1103","嘉泥","-109476.00","-124844.00","-260272.00","43268.00","-451324.00","4284000.00","3832676.00"
"114/03/26","102","1","1104","環泥","40178.00","-227533.00","230225.00","2439.00","45309.00","253472.00","298781.00"
"114/03/26","102","1","1108","幸福","304971.00","-9730.00","-263342.00","-2524.00","29375.00","101033.00","130408.00"
"114/03/26","102","1","1109","信大","270823.00","-142645.00","-125104.00","53388.00","56462.00","964475.00","1020937.00"
"114/03/26","102","1","1110","東泥","112617.00","25367.00","-52015.00","--","85969.00","49697.00","135666.00"
"114/03/26","102","1","1201","味全","-1266393.00","-154742.00","907393.00","-25021.00","-538763.00","3006168.00","2467405.00"
"114/03/26","102","1","1203","味王","327242.00","98003.00","-297728.00","34311.00","161828.00","316166.00","477994.00"
"114/03/26","102","1","1210","大成","1015120.00","-1226514.00","-313977.00","72293.00","-453078.00","3879324.00","3426246.00"
"114/03/26","102","1","1213","大飲","-36500.00","-171.00","127.00","43.00","-36501.00","188051.00","151550.00"
"114/03/26","102","1","1215","卜蜂","362646.00","-81037.00","-295204.00","8172.00","-5423.00","344129.00","338706.00"
"114/03/26","102","1","1216","統一","6873507.00","-15874882.00","3509861.00","-464798.00","-5956312.00","43945441.00","37989129.00"
"114/03/26","102","1","1217","愛之味","130184.00","-372016.00","423574.00","24282.00","206024.00","1651637.00","1857661.00"
"114/03/26","102","1","1218","泰山","532798.00","-12866.00","-227659.00","6764.00","299037.00","323661.00","622698.00"
"114/03/26","102","1","1219","福壽","434532.00","-22925.00","-427874.00","-3495.00","-19762.00","629044.00","609282.00"
"114/03/26","102","1","1220","台榮","217661.00","-10319.00","-4669.00","-1229.00","201444.00","201833.00","403277.00"
"114/03/26","102","1","1225","福懋油","195358.00","-16100.00","-119428.00","537.00","60367.00","120928.00","181295.00"
"114/03/26","102","1","1227","佳格","1226024.00","-850475.00","-35663.00","30082.00","369968.00","1530278.00","1900246.00"
"114/03/26","102","1","1229","聯華","125577.00","-43997.00","63966.00","20233.00","165779.00","1235807.00","1401586.00"
"114/03/26","102","1","1231","聯華食","-144280.00","-17065.00","217655.00","-2062.00","54248.00","243491.00","297739.00"
"114/03/26","102","1","1232","大統益","1131804.00","-11271.00","-562831.00","1423.00","559125.00","428540.00","987665.00"
"114/03/26","102","1","1233","天仁","78965.00","-7802.00","-50000.00","246.00","21409.00","192677.00","214086.00"
"114/03/26","102","1","1234","黑松","-136410.00","-802984.00","257974.00","-17522.00","-698942.00","8719334.00","8020392.00"
"114/03/26","102","1","1235","興泰","-35181.00","-4533.00","49931.00","-53.00","10164.00","15140.00","25304.00"
"114/03/26","102","1","1236","宏亞","59384.00","-11859.00","86183.00","-470.00","133238.00","101705.00","234943.00"
"114/03/26","102","1","1256","鮮活果汁-KY","16353.00","-29378.00","2653.00","2018.00","-8354.00","301709.00","293355.00"
"114/03/26","102","1","1301","台塑","1818497.00","-708102.00","-779463.00","-743441.00","-412509.00","10205819.00","9793310.00"
"114/03/26","102","1","1303","南亞","3973084.00","-26572265.00","14770347.00","659322.00","-7169512.00","25341818.00","18172306.00"
"114/03/26","102","1","1304","台聚","-466107.00","-1493869.00","1119784.00","11915.00","-828277.00","10609598.00","9781321.00"
"114/03/26","102","1","1305","華夏","4195.00","-231522.00","241957.00","8258.00","22888.00","943780.00","966668.00"
"114/03/26","102","1","1307","三芳","54870.00","-217026.00","-123729.00","74595.00","-211290.00","2719780.00","2508490.00"
"114/03/26","102","1","1308","亞聚","-235593.00","-23657.00","-508.00","3119.00","-256639.00","1309595.00","1052956.00"
"114/03/26","102","1","1309","台達化","-512701.00","-240682.00","698034.00","28739.00","-26610.00","661217.00","634607.00"
"114/03/26","102","1","1310","台苯","244156.00","96974.00","-76439.00","1740.00","266431.00","436135.00","702566.00"
"114/03/26","102","1","1312","國喬","1203766.00","-744771.00","-779733.00","29465.00","-291273.00","507427.00","216154.00"
"114/03/26","102","1","1313","聯成","-984656.00","1314790.00","1180031.00","241694.00","1751859.00","9093251.00","10845110.00"
"114/03/26","102","1","1314","中石化","1613297.00","-1105664.00","-21293.00","9893.00","496233.00","5312792.00","5809025.00"
"114/03/26","102","1","1315","達新","167115.00","5129.00","-105782.00","5826.00","72288.00","514562.00","586850.00"
