出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","102","1","2880","華南金","29449454.00","-29022395.00","5205701.00","275861.00","5908621.00","90088317.00","95996938.00"
"114/03/26","102","1","2881","富邦金","36881645.00","-81682129.00","31555261.00","678577.00","-12566646.00","240073091.00","227506445.00"
"114/03/26","102","1","2882","國泰金","-50047004.00","-1663619.00","11189237.00","588753.00","-39932633.00","309450218.00","269517585.00"
"114/03/26","102","1","2883","凱基金","53568411.00","-38391563.00","2751007.00","-191375.00","17736480.00","67388198.00","85124678.00"
"114/03/26","102","1","2884","玉山金","223677.00","-334595.00","704191.00","-692098.00","-98825.00","28552562.00","28453737.00"
"114/03/26","102","1","2885","元大金","-2916314.00","-127352.00","-274980.00","425897.00","-2892749.00","113461702.00","110568953.00"
"114/03/26","102","1","2886","兆豐金","18287895.00","-273077.00","-50999882.00","1003516.00","-31981548.00","460772181.00","428790633.00"
"114/03/26","102","1","2887","台新金","13013659.00","-1676898.00","-17331395.00","232850.00","-5761784.00","107625114.00","101863330.00"
"114/03/26","102","1","2888","新光金","67536598.00","-67242891.00","-13452422.00","-213747.00","-13372462.00","65485403.00","52112941.00"
"114/03/26","102","1","2889","國票金","-5169421.00","106361.00","5639869.00","--","576809.00","1727485.00","2304294.00"
"114/03/26","102","1","2890","永豐金","7484088.00","-17112214.00","-589809.00","145358.00","-10072577.00","78661369.00","68588792.00"
"114/03/26","102","1","2891","中信金","-867195.00","608591.00","27304534.00","733077.00","27779007.00","121986399.00","149765406.00"
"114/03/26","102","1","2892","第一金","30333086.00","-1304918.00","3843718.00","1030302.00","33902188.00","179095973.00","212998161.00"
"114/03/26","102","1","5880","合庫金","9261988.00","543887.00","6310977.00","-651618.00","15465234.00","409269590.00","424734824.00"
