出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","105","4","1409","新纖","79370624.00","51650287.00","131020911.00","86993893.00","10342598.00","97336491.00","16184093.00","1575533.00","6762547.00","1128785.00","-29834.00","25621124.00","--","8063296.00","33684420.00","--","0.00","4680487.00","15.88"
"114/03/26","105","4","1718","中纖","571675943.00","83426873.00","655102816.00","582502077.00","21680026.00","604182103.00","14294934.00","1681992.00","5621967.00","-310286.00","-1273586.00","20015021.00","--","30905692.00","50920713.00","0.00","0.00","297505145.00","17.68"
"114/03/26","105","4","2905","三商","149832739.00","818956188.00","968788927.00","13941747.00","921284469.00","935226216.00","7153989.00","1032182.00","7816486.00","-1350612.00","-532672.00","14119373.00","0.00","19443338.00","33562711.00","0.00","0.00","41322000.00","20.95"
