出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值 
"114/03/26","105","4","5269","祥碩","1743586.00","259306.00","2002892.00","446420.00","134.00","446554.00","570708.00","450995.00","547561.00","-12926.00","--","1556338.00","--","--","--","1556338.00","0.00","0.00","0.00","27.27"
"114/03/26","105","4","5283","禾聯碩","2575747.00","815313.00","3391060.00","1167320.00","80467.00","1247787.00","607267.00","41737.00","1494269.00","0.00","0.00","2143273.00","--","--","0.00","2143273.00","0.00","0.00","0.00","35.29"
"114/03/26","105","4","5284","jpp-KY","724623.00","1203454.00","1928077.00","312684.00","276582.00","589266.00","385393.00","730053.00","312524.00","-89284.00","--","1338686.00","--","--","125.00","1338811.00","--","0.00","0.00","34.74"
"114/03/26","105","4","5285","界霖","1561695.00","975678.00","2537373.00","969563.00","14998.00","984561.00","748000.00","333543.00","483454.00","-12185.00","0.00","1552812.00","--","--","--","1552812.00","0.00","0.00","0.00","20.76"
"114/03/26","105","4","5288","豐祥-KY","2496319.00","792263.00","3288582.00","660217.00","46327.00","706544.00","658192.00","829726.00","1128919.00","-34799.00","0.00","2582038.00","0.00","--","0.00","2582038.00","0.00","75000.00","0.00","39.35"
"114/03/26","105","4","5306","桂盟","3577541.00","4987319.00","8564860.00","3197195.00","1142429.00","4339624.00","1200000.00","1541021.00","1846880.00","-362881.00","--","4225020.00","--","--","216.00","4225236.00","--","0.00","0.00","35.21"
"114/03/26","105","4","5388","中磊","19472018.00","4307035.00","23779053.00","16141585.00","280400.00","16421985.00","2429198.00","1617572.00","3158215.00","153979.00","--","7358964.00","--","--","-1896.00","7357068.00","0.00","0.00","0.00","30.29"
"114/03/26","105","4","5434","崇越","8610467.00","4661915.00","13272382.00","6084355.00","783150.00","6867505.00","1658996.00","1464057.00","3300841.00","-28851.00","0.00","6395043.00","--","--","9834.00","6404877.00","0.00","0.00","0.00","38.55"
"114/03/26","105","4","5469","瀚宇博","33561178.00","19469194.00","53030372.00","22963969.00","9819494.00","32783463.00","4504362.00","2158252.00","5657023.00","113109.00","0.00","12432746.00","--","--","7814163.00","20246909.00","--","0.00","0.00","27.60"
"114/03/26","105","4","5471","松翰","2994939.00","698759.00","3693698.00","584594.00","111341.00","695935.00","1678770.00","62661.00","1274185.00","-17853.00","--","2997763.00","--","--","--","2997763.00","0.00","0.00","0.00","17.86"
"114/03/26","105","4","5484","慧友","961315.00","326629.00","1287944.00","292573.00","1867.00","294440.00","1155079.00","0.00","-186106.00","24531.00","0.00","993504.00","--","--","0.00","993504.00","--","0.00","0.00","8.60"
"114/03/26","105","4","5515","建國","7411530.00","1524559.00","8936089.00","2347248.00","1572333.00","3919581.00","3379001.00","200557.00","1416739.00","52272.00","-34835.00","5013734.00","--","--","2774.00","5016508.00","--","0.00","3600000.00","15.00"
"114/03/26","105","4","5519","隆大","6618396.00","899884.00","7518280.00","1959543.00","2519224.00","4478767.00","1830635.00","12566.00","1195217.00","1095.00","0.00","3039513.00","--","--","--","3039513.00","0.00","0.00","0.00","16.60"
"114/03/26","105","4","5521","工信","7027855.00","1445484.00","8473339.00","3827940.00","316985.00","4144925.00","3475274.00","310362.00","338692.00","103982.00","--","4228310.00","--","--","100104.00","4328414.00","0.00","0.00","0.00","12.17"
"114/03/26","105","4","5522","遠雄","81844171.00","6942752.00","88786923.00","42829578.00","2389191.00","45218769.00","8354332.00","8969125.00","25804956.00","429015.00","--","43557428.00","--","--","10726.00","43568154.00","0.00","0.00","0.00","52.14"
"114/03/26","105","4","5525","順天","6781912.00","2731689.00","9513601.00","5335558.00","59787.00","5395345.00","2530909.00","223517.00","1207945.00","0.00","-28770.00","3933601.00","--","--","184655.00","4118256.00","0.00","0.00","8604399.00","16.09"
"114/03/26","105","4","5531","鄉林","34954209.00","5928191.00","40882400.00","22869167.00","6027454.00","28896621.00","8823100.00","141.00","2520501.00","-287103.00","0.00","11056639.00","--","--","929140.00","11985779.00","0.00","0.00","0.00","12.53"
"114/03/26","105","4","5533","皇鼎","10293737.00","4723149.00","15016886.00","4601298.00","3159349.00","7760647.00","2852450.00","21130.00","4383949.00","-1290.00","--","7256239.00","--","--","--","7256239.00","--","0.00","0.00","25.44"
"114/03/26","105","4","5534","長虹","26510452.00","2019474.00","28529926.00","13527464.00","2543626.00","16071090.00","2903260.00","1373897.00","8093876.00","0.00","--","12371033.00","--","--","87803.00","12458836.00","0.00","0.00","0.00","42.61"
"114/03/26","105","4","5538","東明-KY","4017360.00","993267.00","5010627.00","1338799.00","131638.00","1470437.00","1680000.00","916905.00","964538.00","-32529.00","--","3528914.00","--","--","11276.00","3540190.00","--","0.00","0.00","21.01"
"114/03/26","105","4","5607","遠雄港","591486.00","6301916.00","6893402.00","935872.00","1877491.00","2813363.00","1699791.00","492000.00","1048371.00","141620.00","--","3381782.00","--","--","698257.00","4080039.00","0.00","0.00","0.00","19.90"
"114/03/26","105","4","5608","四維航","1128628.00","31451429.00","32580057.00","3540227.00","20651067.00","24191294.00","4235606.00","1488303.00","2062513.00","35474.00","--","7821896.00","--","--","566867.00","8388763.00","--","0.00","0.00","18.47"
"114/03/26","105","4","5706","鳳凰","1226538.00","428166.00","1654704.00","618681.00","16556.00","635237.00","640396.00","281358.00","351911.00","-67929.00","-239293.00","966443.00","0.00","--","53024.00","1019467.00","0.00","0.00","5664000.00","16.56"
"114/03/26","105","4","5871","中租-KY","220240023.00","65843435.00","286083458.00","189812595.00","54762635.00","244575230.00","11392300.00","9391481.00","19201441.00","-674779.00","--","39310443.00","--","--","2197785.00","41508228.00","--","0.00","0.00","34.51"
"114/03/26","105","4","5906","台南-KY","450482.00","90579.00","541061.00","328498.00","66028.00","394526.00","300000.00","14869.00","-211300.00","42966.00","--","146535.00","--","--","--","146535.00","0.00","0.00","0.00","4.88"
