出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","102","4","2880","華南金","20968650.00","-1456163.00","-7449482.00","193446.00","12256451.00","90088317.00","102344768.00"
"114/03/26","102","4","2881","富邦金","33555890.00","-11357282.00","28890198.00","777201.00","51866007.00","243559379.00","295425386.00"
"114/03/26","102","4","2882","國泰金","285311115.00","-250742935.00","21134407.00","595059.00","56297646.00","397388554.00","453686200.00"
"114/03/26","102","4","2883","凱基金","19151596.00","-18451847.00","1076321.00","-187807.00","1588263.00","66426298.00","68014561.00"
"114/03/26","102","4","2884","玉山金","-6509113.00","-938339.00","476222.00","1043572.00","-5927658.00","28552562.00","22624904.00"
"114/03/26","102","4","2885","元大金","4330191.00","-1113041.00","-5025129.00","503017.00","-1304962.00","101275238.00","99970276.00"
"114/03/26","102","4","2886","兆豐金","102442378.00","-16879.00","-47600258.00","40247.00","54865488.00","315710144.00","370575632.00"
"114/03/26","102","4","2887","台新金","-24425124.00","-505071.00","18702027.00","351249.00","-5876919.00","107625114.00","101748195.00"
"114/03/26","102","4","2888","新光金","110867939.00","-126286551.00","-6667153.00","225615.00","-21860150.00","65485403.00","43625253.00"
"114/03/26","102","4","2889","國票金","-4019606.00","114662.00","5303033.00","27366.00","1425455.00","1727485.00","3152940.00"
"114/03/26","102","4","2890","永豐金","635752.00","-13937212.00","7904498.00","156806.00","-5240156.00","72693336.00","67453180.00"
"114/03/26","102","4","2891","中信金","61105243.00","-5567947.00","23306721.00","-921639.00","77922378.00","121986399.00","199908777.00"
"114/03/26","102","4","2892","第一金","36487638.00","-3007147.00","6668218.00","752402.00","40901111.00","136430306.00","177331417.00"
"114/03/26","102","4","5880","合庫金","21441309.00","-6930955.00","-9923266.00","751008.00","5338096.00","409269590.00","414607686.00"
