出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","106","1","2801","彰銀","--","--","--","--","--","--","--"
"114/03/26","106","1","2809","京城銀","-17139265.00","727780.00","-859918.00","-125100.00","-17396503.00","37623290.00","20226787.00"
"114/03/26","106","1","2812","台中銀","317891.00","-58964203.00","886171.00","-33380.00","-57793521.00","88021445.00","30227924.00"
"114/03/26","106","1","2820","華票","--","--","--","--","--","--","--"
"114/03/26","106","1","2834","臺企銀","-12036348.00","965797.00","3357516.00","-39863.00","-7752898.00","49564948.00","41812050.00"
"114/03/26","106","1","2836","高雄銀","-592453.00","-81152.00","1815401.00","-546.00","1141250.00","11828636.00","12969886.00"
"114/03/26","106","1","2838","聯邦銀","3013157.00","-552582.00","468349.00","-655077.00","2273847.00","78026360.00","80300207.00"
"114/03/26","106","1","2845","遠東銀","24678354.00","-336564.00","167069.00","271906.00","24780765.00","28339153.00","53119918.00"
"114/03/26","106","1","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","106","1","2897","王道銀行","-2916797.00","-876661.00","2481431.00","601680.00","-710347.00","19285672.00","18575325.00"
