出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","103","3","2880","華南金","23899658.00","-3972513.00","1334614.00","309497.00","21571256.00","102344768.00","123916024.00"
"114/03/26","103","3","2881","富邦金","-6656842.00","-8807315.00","24651540.00","591947.00","9779330.00","295425386.00","305204716.00"
"114/03/26","103","3","2882","國泰金","226022161.00","-31280188.00","10493919.00","331169.00","205567061.00","453686200.00","659253261.00"
"114/03/26","103","3","2883","凱基金","16149741.00","7634242.00","13951458.00","-34139.00","37701302.00","75907801.00","113609103.00"
"114/03/26","103","3","2884","玉山金","-2761782.00","-2191901.00","8858138.00","-219549.00","3684906.00","22624904.00","26309810.00"
"114/03/26","103","3","2885","元大金","1255923.00","6209781.00","14501082.00","-370752.00","21596034.00","99970276.00","121566310.00"
"114/03/26","103","3","2886","兆豐金","-15590778.00","-304822.00","6942816.00","372403.00","-8580381.00","311013320.00","302432939.00"
"114/03/26","103","3","2887","台新金","-35381636.00","-1366300.00","47128082.00","149737.00","10529883.00","101748195.00","112278078.00"
"114/03/26","103","3","2888","新光金","36064009.00","-7363174.00","-1656285.00","36010.00","27080560.00","43625253.00","70705813.00"
"114/03/26","103","3","2889","國票金","-4763450.00","-139155.00","4042206.00","13468.00","-846931.00","3152940.00","2306009.00"
"114/03/26","103","3","2890","永豐金","-34202304.00","18303485.00","38132133.00","100557.00","22333871.00","67453180.00","89787051.00"
"114/03/26","103","3","2891","中信金","60340902.00","40651284.00","41596000.00","-1504027.00","141084159.00","199908777.00","340992936.00"
"114/03/26","103","3","2892","第一金","25125741.00","-2725362.00","-9088177.00","900593.00","14212795.00","177331417.00","191544212.00"
"114/03/26","103","3","5880","合庫金","-110877632.00","6217902.00","-1946093.00","-204320.00","-106810143.00","414607686.00","307797543.00"
