出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","103","3","1101","台泥","15050366.00","-222322.00","-12569253.00","-52692.00","2206099.00","25711065.00","27917164.00"
"114/03/26","103","3","1102","亞泥","7324312.00","-6717004.00","-11889650.00","98513.00","-11183829.00","19184742.00","8000913.00"
"114/03/26","103","3","1103","嘉泥","-1281772.00","-992231.00","1825068.00","22895.00","-426040.00","3294619.00","2868579.00"
"114/03/26","103","3","1104","環泥","549124.00","-309005.00","-296241.00","173.00","-55949.00","429215.00","373266.00"
"114/03/26","103","3","1108","幸福","581633.00","-144266.00","-440744.00","4358.00","981.00","216573.00","217554.00"
"114/03/26","103","3","1109","信大","426114.00","88637.00","-756751.00","4566.00","-237434.00","929771.00","692337.00"
"114/03/26","103","3","1110","東泥","101771.00","96834.00","-115623.00","--","82982.00","241300.00","324282.00"
"114/03/26","103","3","1201","味全","851912.00","-2029404.00","813187.00","-13704.00","-378009.00","2933196.00","2555187.00"
"114/03/26","103","3","1203","味王","369046.00","-93972.00","-123835.00","107752.00","258991.00","539493.00","798484.00"
"114/03/26","103","3","1210","大成","66290.00","-1434717.00","350006.00","236344.00","-782077.00","4231886.00","3449809.00"
"114/03/26","103","3","1213","大飲","-33036.00","11636.00","10113.00","1016.00","-10271.00","183474.00","173203.00"
"114/03/26","103","3","1215","卜蜂","829814.00","-352671.00","-332523.00","3919.00","148539.00","194327.00","342866.00"
"114/03/26","103","3","1216","統一","27264692.00","-34196484.00","7383415.00","391068.00","842691.00","40807550.00","41650241.00"
"114/03/26","103","3","1217","愛之味","-220930.00","-564827.00","289493.00","40959.00","-455305.00","1638477.00","1183172.00"
"114/03/26","103","3","1218","泰山","-104079.00","104377.00","398437.00","5649.00","404384.00","614191.00","1018575.00"
"114/03/26","103","3","1219","福壽","-33490.00","-323105.00","355851.00","570.00","-174.00","618268.00","618094.00"
"114/03/26","103","3","1220","台榮","16898.00","-52447.00","-111815.00","-553.00","-147917.00","471418.00","323501.00"
"114/03/26","103","3","1225","福懋油","-387498.00","34951.00","303513.00","225.00","-48809.00","258376.00","209567.00"
"114/03/26","103","3","1227","佳格","1911162.00","-462887.00","-1049335.00","20257.00","419197.00","1359032.00","1778229.00"
"114/03/26","103","3","1229","聯華","1185377.00","-65747.00","-1320264.00","5476.00","-195158.00","1076454.00","881296.00"
"114/03/26","103","3","1231","聯華食","145262.00","-564125.00","412944.00","561.00","-5358.00","211074.00","205716.00"
"114/03/26","103","3","1232","大統益","-344961.00","-65681.00","-683115.00","3797.00","-1089960.00","1345484.00","255524.00"
"114/03/26","103","3","1233","天仁","159907.00","-42628.00","-143567.00","303.00","-25985.00","219363.00","193378.00"
"114/03/26","103","3","1234","黑松","374956.00","-474999.00","-977583.00","-746.00","-1078372.00","5262121.00","4183749.00"
"114/03/26","103","3","1235","興泰","-20170.00","-172402.00","194630.00","-41.00","2017.00","10342.00","12359.00"
"114/03/26","103","3","1236","宏亞","125601.00","-47760.00","-76934.00","-897.00","10.00","206502.00","206512.00"
"114/03/26","103","3","1256","鮮活果汁-KY","212785.00","-165892.00","21147.00","-135.00","67905.00","278068.00","345973.00"
"114/03/26","103","3","1301","台塑","13067488.00","-10871389.00","-2968944.00","4818.00","-768027.00","7672877.00","6904850.00"
"114/03/26","103","3","1303","南亞","15250735.00","18611349.00","-27538411.00","835471.00","7159144.00","24547373.00","31706517.00"
"114/03/26","103","3","1304","台聚","88762.00","-1512994.00","1694262.00","-54015.00","216015.00","8679752.00","8895767.00"
"114/03/26","103","3","1305","華夏","-370637.00","-511308.00","380553.00","7634.00","-493758.00","928585.00","434827.00"
"114/03/26","103","3","1307","三芳","946482.00","-783278.00","-322928.00","64986.00","-94738.00","2865988.00","2771250.00"
"114/03/26","103","3","1308","亞聚","1036901.00","-882744.00","-466399.00","2942.00","-309300.00","1167110.00","857810.00"
"114/03/26","103","3","1309","台達化","-1596650.00","-392254.00","1801913.00","2520.00","-184471.00","1236102.00","1051631.00"
"114/03/26","103","3","1310","台苯","-17226.00","-5841.00","111438.00","1673.00","90044.00","1662411.00","1752455.00"
"114/03/26","103","3","1312","國喬","1214064.00","-1140513.00","-16550.00","14800.00","71801.00","855816.00","927617.00"
"114/03/26","103","3","1313","聯成","317812.00","-708009.00","-1491522.00","326830.00","-1554889.00","14166276.00","12611387.00"
"114/03/26","103","3","1314","中石化","-1886136.00","-1165223.00","1442641.00","-14280.00","-1622998.00","8186545.00","6563547.00"
