出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/03/26","102","1","2801","彰銀","38492895.00","102997033.00","37696858.00","94314.00","--","14258585.00","526761.00","--","1126033491.00","52551730.00","186764462.00","--","--","13256082.00","24109822.00","10823891.00","84918.00","4189333.00","2027670.00","1613907845.00","101513903.00","--","2548646.00","--","6228731.00","31768473.00","276951.00","--","1312604835.00","38441365.00","--","--","1804066.00","3614090.00","6216070.00","1728113.00","1506745243.00","72421114.00","--","34772737.00","-31249.00","--","107162602.00","--","--","0.00","107162602.00","0.00","0.00","14.80"
"114/03/26","102","1","2809","京城銀","4973158.00","41739321.00","2399487.00","--","3183110.00","885823.00","--","--","99239403.00","15997978.00","6104305.00","--","--","20046628.00","2781023.00","--","--","432852.00","358367.00","198141455.00","9973369.00","4033125.00","10710.00","--","16784338.00","2215718.00","532771.00","--","141221128.00","0.00","--","--","3541.00","512646.00","82026.00","259021.00","175628393.00","12012343.00","178746.00","9481809.00","840164.00","0.00","22513062.00","--","--","0.00","22513062.00","0.00","0.00","18.74"
"114/03/26","102","1","2812","台中銀","9582076.00","67404556.00","12781026.00","0.00","4363781.00","4548945.00","57466.00","0.00","324668418.00","19228078.00","8027954.00","132993.00","99004.00","1132063.00","3444870.00","0.00","83658.00","340195.00","1095897.00","456990980.00","5849839.00","3751408.00","59925.00","0.00","482833.00","8574617.00","398910.00","0.00","394948794.00","13557060.00","0.00","0.00","14555.00","252133.00","111021.00","293307.00","428294402.00","23187442.00","675537.00","4746970.00","86629.00","0.00","28696578.00","--","--","0.00","28696578.00","0.00","0.00","12.38"
"114/03/26","102","1","2820","華票","251310.00","0.00","92708149.00","--","3001026.00","1547652.00","0.00","--","--","73956006.00","6253328.00","--","--","505126.00","165297.00","--","--","107944.00","920399.00","179416237.00","11390788.00","--","8388.00","--","144569578.00","539056.00","117403.00","--","--","--","--","--","--","1268055.00","4199.00","53019.00","157950486.00","13429600.00","2474.00","7618119.00","415558.00","--","--","--","--","--","21465751.00","0.00","0.00","15.98"
"114/03/26","102","1","2834","臺企銀","28386593.00","71916035.00","9321714.00","--","6174934.00","14151463.00","615706.00","--","953569238.00","12267138.00","179655362.00","--","--","3546554.00","14388025.00","--","194479.00","1973307.00","1886904.00","1298047452.00","90753087.00","--","234772.00","--","9622035.00","30965950.00","--","--","1047579149.00","48900000.00","--","--","11114035.00","2845429.00","880781.00","711659.00","1243606897.00","48982194.00","0.00","5540985.00","-82624.00","0.00","54440555.00","--","--","0.00","54440555.00","0.00","0.00","11.11"
"114/03/26","102","1","2836","高雄銀","3114391.00","23492696.00","1024102.00","--","2855036.00","1131803.00","35139.00","--","164242059.00","18952049.00","0.00","--","--","1615974.00","2752635.00","--","49204.00","127475.00","78981.00","219471544.00","14164887.00","--","2911.00","--","67743.00","3681461.00","12456.00","--","185836832.00","4000000.00","--","--","149954.00","762317.00","--","199536.00","208878097.00","7069476.00","2017724.00","1464380.00","41867.00","0.00","10593447.00","--","--","0.00","10593447.00","0.00","0.00","14.98"
"114/03/26","102","1","2838","聯邦銀","9367275.00","73501977.00","10534114.00","--","11427060.00","13957298.00","124303.00","--","212324019.00","9097953.00","1008124.00","54304.00","--","54155457.00","7720825.00","2788483.00","2084091.00","3302045.00","6533030.00","417980358.00","6323913.00","--","84700.00","--","24942027.00","6994308.00","55492.00","--","343407692.00","5200000.00","--","--","1280249.00","796212.00","488552.00","2248377.00","391821522.00","20264396.00","32413.00","5268024.00","352111.00","--","25916944.00","--","--","241892.00","26158836.00","0.00","0.00","12.79"
"114/03/26","102","1","2845","遠東銀","6371556.00","74135951.00","16572736.00","155165.00","21401374.00","18992254.00","--","--","294344680.00","11083079.00","2122081.00","2386971.00","--","12861386.00","2850477.00","--","1858762.00","825498.00","243166.00","466205136.00","24883359.00","--","4629395.00","5870.00","--","7067855.00","115634.00","--","374474563.00","25078247.00","--","--","1486268.00","710733.00","--","411749.00","438863673.00","22422596.00","22348.00","5064757.00","-168238.00","--","27341463.00","--","--","--","27341463.00","0.00","0.00","12.19"
"114/03/26","102","1","2849","安泰銀","3779148.00","73195614.00","13092210.00","--","3006238.00","6349653.00","184523.00","19472.00","209436472.00","59390348.00","--","--","--","553272.00","927820.00","--","254247.00","3930210.00","1092536.00","375211763.00","2091624.00","--","10431973.00","--","1126302.00","6965058.00","164803.00","--","316867801.00","11190000.00","--","1414865.00","516876.00","481581.00","14325.00","145769.00","351410977.00","16796775.00","1461505.00","5823215.00","-280709.00","0.00","23800786.00","--","--","0.00","23800786.00","0.00","0.00","14.17"
