出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","105","1","1101","台泥","78482102.00","200347937.00","278830039.00","64818835.00","59260936.00","124079771.00","36921759.00","12309615.00","45794052.00","12684034.00","--","107709460.00","--","--","47040808.00","154750268.00","--","0.00","0.00","29.17"
"114/03/26","105","1","1102","亞泥","48453008.00","207240042.00","255693050.00","58894214.00","50688489.00","109582703.00","33614472.00","1155643.00","91749522.00","871496.00","--","127391133.00","--","--","18719214.00","146110347.00","--","0.00","0.00","37.90"
"114/03/26","105","1","1103","嘉泥","10270628.00","16545849.00","26816477.00","1515478.00","11316666.00","12832144.00","7747805.00","605621.00","8184726.00","-3079840.00","-1149426.00","12308886.00","--","--","1675447.00","13984333.00","--","0.00","131226016.00","19.13"
"114/03/26","105","1","1104","環泥","2976457.00","17239993.00","20216450.00","2470844.00","1382159.00","3853003.00","6282891.00","49272.00","8983685.00","899463.00","--","16215311.00","--","--","148136.00","16363447.00","--","0.00","0.00","25.81"
"114/03/26","105","1","1108","幸福","5199696.00","2541416.00","7741112.00","2034747.00","760985.00","2795732.00","4047380.00","8.00","831498.00","31701.00","0.00","4910587.00","--","--","34793.00","4945380.00","--","0.00","0.00","12.13"
"114/03/26","105","1","1109","信大","2318190.00","6184521.00","8502711.00","969912.00","1178998.00","2148910.00","3789007.00","22299.00","1478347.00","122286.00","0.00","5411939.00","--","--","941862.00","6353801.00","0.00","0.00","0.00","14.28"
"114/03/26","105","1","1110","東泥","2088707.00","7401560.00","9490267.00","253395.00","320232.00","573627.00","5720008.00","184834.00","2130538.00","759833.00","-12185.00","8783028.00","--","--","133612.00","8916640.00","--","0.00","2112865.00","15.41"
"114/03/26","105","1","1201","味全","21407304.00","14657015.00","36064319.00","22909717.00","4763759.00","27673476.00","5060629.00","688.00","406310.00","184117.00","--","5651744.00","--","--","2739099.00","8390843.00","0.00","0.00","0.00","11.17"
"114/03/26","105","1","1203","味王","3428134.00","4823601.00","8251735.00","1325255.00","1651229.00","2976484.00","2400000.00","112965.00","1741290.00","87936.00","-38464.00","4303727.00","--","--","971524.00","5275251.00","0.00","0.00","2293865.00","18.11"
"114/03/26","105","1","1210","大成","19608669.00","19021953.00","38630622.00","15760007.00","3108048.00","18868055.00","7363944.00","2433202.00","3345472.00","1281147.00","-306199.00","14117566.00","--","--","5645001.00","19762567.00","--","0.00","52894691.00","20.65"
"114/03/26","105","1","1213","大飲","434641.00","412499.00","847140.00","126238.00","37129.00","163367.00","514751.00","21938.00","147371.00","-287.00","--","683773.00","--","--","--","683773.00","0.00","0.00","0.00","13.28"
"114/03/26","105","1","1215","卜蜂","4187041.00","5642264.00","9829305.00","3746364.00","300836.00","4047200.00","2679910.00","967.00","1758265.00","1228932.00","--","5668074.00","--","--","114031.00","5782105.00","0.00","0.00","0.00","21.15"
"114/03/26","105","1","1216","統一","137459969.00","259007132.00","396467101.00","146429565.00","88575341.00","235004906.00","56820154.00","3999195.00","37221730.00","2217296.00","--","100258375.00","--","--","61203820.00","161462195.00","0.00","0.00","0.00","17.64"
"114/03/26","105","1","1217","愛之味","2097435.00","9126887.00","11224322.00","1998447.00","3235613.00","5234060.00","4872053.00","330030.00","186207.00","-93508.00","0.00","5294782.00","--","--","695480.00","5990262.00","0.00","0.00","0.00","10.87"
"114/03/26","105","1","1218","泰山","3127445.00","4888320.00","8015765.00","2253016.00","2297566.00","4550582.00","3533360.00","23770.00","127938.00","-21049.00","-203876.00","3460143.00","0.00","--","5040.00","3465183.00","0.00","0.00","13680042.00","10.19"
"114/03/26","105","1","1219","福壽","3757362.00","3793262.00","7550624.00","1851947.00","1747766.00","3599713.00","3188256.00","36696.00","620665.00","1808.00","--","3847425.00","--","--","103486.00","3950911.00","0.00","0.00","0.00","12.07"
