出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","105","1","2855","統一證","76427703.00","4938119.00","81365822.00","58463150.00","74303.00","58537453.00","13037961.00","171320.00","9497898.00","187238.00","-114098.00","22780319.00","--","--","22828369.00","0.00","0.00","8548000.00","17.59"
"114/03/26","105","1","6005","群益證","83929303.00","13738123.00","97667426.00","63948147.00","1883722.00","65831869.00","22690730.00","2750386.00","4858890.00","242180.00","0.00","30542186.00","--","--","31835557.00","0.00","0.00","0.00","13.46"
"114/03/26","105","1","6024","群益期","22646131.00","500460.00","23146591.00","20015834.00","13351.00","20029185.00","1223979.00","380185.00","1434774.00","52144.00","--","3091082.00","--","--","3117406.00","0.00","0.00","0.00","25.25"
