出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","2","1503","士電","12097078.00","21282667.00","33379745.00","8674872.00","4109767.00","12784639.00","5209722.00","2561579.00","12309135.00","83810.00","--","20164246.00","--","--","430860.00","20595106.00","0.00","0.00","0.00","38.71"
"114/03/26","103","2","1504","東元","44004118.00","37615143.00","81619261.00","22681525.00","9810974.00","32492499.00","20026929.00","7571121.00","16734824.00","1267356.00","-321563.00","45278667.00","--","--","3848095.00","49126762.00","0.00","0.00","22443022.00","22.87"
"114/03/26","103","2","1506","正道","1070918.00","1225690.00","2296608.00","639442.00","305528.00","944970.00","1222516.00","72492.00","-65187.00","-3679.00","--","1226142.00","--","--","125496.00","1351638.00","0.00","0.00","0.00","10.03"
"114/03/26","103","2","1512","瑞利","2923548.00","2987813.00","5911361.00","2650990.00","1395419.00","4046409.00","1818025.00","0.00","-42260.00","18244.00","--","1794009.00","--","--","70943.00","1864952.00","0.00","0.00","0.00","9.87"
"114/03/26","103","2","1513","中興電","8780896.00","6254932.00","15035828.00","5559093.00","1728155.00","7287248.00","4800000.00","379796.00","2158538.00","285455.00","-129793.00","7493996.00","--","--","254584.00","7748580.00","0.00","0.00","10329917.00","15.96"
"114/03/26","103","2","1514","亞力","2772540.00","1763891.00","4536431.00","1559823.00","344035.00","1903858.00","2010670.00","58393.00","550589.00","259.00","-41616.00","2578295.00","--","--","54278.00","2632573.00","0.00","0.00","2362712.00","12.98"
"114/03/26","103","2","1515","力山","2855585.00","2338743.00","5194328.00","2500765.00","494049.00","2994814.00","1814735.00","433.00","238441.00","121005.00","--","2174614.00","--","--","24900.00","2199514.00","0.00","0.00","0.00","11.98"
"114/03/26","103","2","1516","川飛","19724.00","250851.00","270575.00","60044.00","31964.00","92008.00","253147.00","1705.00","-76285.00","0.00","0.00","--","--","--","--","178567.00","0.00","0.00","0.00","7.05"
"114/03/26","103","2","1517","利奇","3827689.00","1806358.00","5634047.00","1046177.00","792469.00","1838646.00","2278250.00","38010.00","1013713.00","16846.00","--","3346819.00","--","--","448582.00","3795401.00","0.00","0.00","0.00","14.69"
"114/03/26","103","2","1519","華城","3993678.00","1899802.00","5893480.00","2408088.00","540712.00","2948800.00","2610585.00","1033.00","334747.00","-7507.00","--","2938858.00","--","--","5822.00","2944680.00","0.00","0.00","0.00","11.26"
"114/03/26","103","2","1521","大億","2076562.00","1343666.00","3420228.00","1649687.00","262474.00","1912161.00","762300.00","60472.00","684058.00","1237.00","--","1508067.00","--","--","--","1508067.00","0.00","0.00","0.00","19.78"
"114/03/26","103","2","1522","堤維西","10158888.00","10605928.00","20764816.00","9788396.00","4593057.00","14381453.00","3128979.00","1299621.00","683244.00","14015.00","-5996.00","5119863.00","--","--","1263500.00","6383363.00","0.00","0.00","939707.00","16.41"
"114/03/26","103","2","1524","耿鼎","1299705.00","3605812.00","4905517.00","1224765.00","1619550.00","2844315.00","1796852.00","164239.00","96085.00","4026.00","0.00","--","0.00","--","--","2061202.00","0.00","0.00","0.00","11.47"
"114/03/26","103","2","1525","江申","1003958.00","2576434.00","3580392.00","528041.00","267284.00","795325.00","692454.00","1251.00","2089219.00","2143.00","0.00","2785067.00","--","--","--","2785067.00","0.00","0.00","0.00","40.22"
"114/03/26","103","2","1526","日馳","543608.00","434756.00","978364.00","224800.00","245356.00","470156.00","500000.00","--","7718.00","490.00","--","508208.00","--","--","--","508208.00","0.00","0.00","0.00","10.16"
"114/03/26","103","2","1527","鑽全","11468767.00","1384408.00","12853175.00","10171017.00","318895.00","10489912.00","1532896.00","305.00","861453.00","-31391.00","0.00","--","--","--","--","2363263.00","0.00","0.00","0.00","15.42"
"114/03/26","103","2","1528","恩德","3565326.00","1332210.00","4897536.00","2132896.00","746059.00","2878955.00","1470000.00","304206.00","245703.00","-648.00","0.00","2019261.00","--","--","-680.00","2018581.00","0.00","0.00","0.00","13.74"
"114/03/26","103","2","1529","樂事綠能","131072.00","431838.00","562910.00","155724.00","17611.00","173335.00","2497089.00","2320.00","-2109834.00","0.00","0.00","389575.00","0.00","--","0.00","389575.00","0.00","0.00","0.00","1.56"
"114/03/26","103","2","1530","亞崴","3653312.00","2106285.00","5759597.00","2787638.00","502467.00","3290105.00","919945.00","218147.00","1194897.00","3278.00","0.00","2336267.00","--","--","133225.00","2469492.00","0.00","0.00","0.00","25.40"
"114/03/26","103","2","1531","高林股","3670253.00","1675641.00","5345894.00","996992.00","358273.00","1355265.00","1931511.00","204042.00","1833061.00","22015.00","--","3990629.00","--","--","0.00","3990629.00","0.00","0.00","0.00","20.66"
"114/03/26","103","2","1532","勤美","24357929.00","14933817.00","39291746.00","15419251.00","5718067.00","21137318.00","3936561.00","1553013.00","5314938.00","449846.00","--","11254358.00","--","--","6900070.00","18154428.00","0.00","0.00","0.00","29.16"
"114/03/26","103","2","1533","車王電","2822502.00","1356784.00","4179286.00","1525172.00","612433.00","2137605.00","964152.00","275871.00","808494.00","23073.00","-29900.00","2041690.00","--","--","-9.00","2041681.00","0.00","0.00","1658000.00","21.55"
"114/03/26","103","2","1535","中宇","6479806.00","1370928.00","7850734.00","4387320.00","341799.00","4729119.00","1237426.00","628374.00","1127112.00","128703.00","0.00","3121615.00","--","--","0.00","3121615.00","0.00","0.00","0.00","25.23"
"114/03/26","103","2","1536","和大","2686331.00","4145695.00","6832026.00","1889608.00","2053647.00","3943255.00","2320241.00","13614.00","443826.00","60810.00","--","2838491.00","--","--","50280.00","2888771.00","0.00","0.00","0.00","12.60"
"114/03/26","103","2","1537","廣隆","3066752.00","1177800.00","4244552.00","1359920.00","265397.00","1625317.00","815854.00","618809.00","1107480.00","16960.00","--","2559103.00","--","--","60132.00","2619235.00","0.00","0.00","0.00","31.37"
"114/03/26","103","2","1538","正峰","994044.00","1008580.00","2002624.00","711986.00","439676.00","1151662.00","1638845.00","0.00","-787689.00","-194.00","--","850962.00","--","--","--","850962.00","0.00","0.00","0.00","5.19"
"114/03/26","103","2","1539","巨庭","1446743.00","571727.00","2018470.00","1184091.00","77715.00","1261806.00","653700.00","0.00","103465.00","-501.00","--","756664.00","--","--","0.00","756664.00","0.00","0.00","0.00","11.58"
"114/03/26","103","2","1540","喬福","1360190.00","420466.00","1780656.00","457144.00","25979.00","483123.00","854736.00","171075.00","301915.00","0.00","-30206.00","1297520.00","--","--","13.00","1297533.00","0.00","0.00","6105911.00","16.35"
"114/03/26","103","2","1541","錩泰","1315073.00","728192.00","2043265.00","1095551.00","23489.00","1119040.00","788000.00","1364.00","135593.00","-732.00","0.00","924225.00","--","--","0.00","924225.00","0.00","0.00","0.00","11.73"
"114/03/26","103","2","1558","伸興","3768001.00","1618324.00","5386325.00","1681528.00","204831.00","1886359.00","605526.00","1387345.00","1496324.00","-20615.00","--","3468580.00","--","--","31386.00","3499966.00","0.00","0.00","0.00","57.28"
"114/03/26","103","2","1560","中砂","2451090.00","3141842.00","5592932.00","1678040.00","377053.00","2055093.00","1410000.00","1241869.00","884872.00","1098.00","--","--","--","--","--","3537839.00","0.00","0.00","0.00","25.09"
"114/03/26","103","2","1563","巧新","2945130.00","4676742.00","7621872.00","1932877.00","1501425.00","3434302.00","1985714.00","1106923.00","1095065.00","-132.00","--","4187570.00","--","--","--","4187570.00","0.00","0.00","0.00","21.09"
"114/03/26","103","2","1568","倉佑","1360897.00","1432385.00","2793282.00","856262.00","507805.00","1364067.00","1030865.00","145471.00","168794.00","-5061.00","--","1340069.00","--","--","89146.00","1429215.00","0.00","0.00","0.00","13.00"
"114/03/26","103","2","1582","信錦","7425731.00","1365448.00","8791179.00","3636315.00","427478.00","4063793.00","1498564.00","1918504.00","1269967.00","40351.00","0.00","4727386.00","--","--","0.00","4727386.00","0.00","0.00","0.00","31.55"
"114/03/26","103","2","1583","程泰","6796625.00","3929250.00","10725875.00","5379464.00","1008677.00","6388141.00","996453.00","426324.00","1487527.00","9820.00","0.00","2920124.00","--","--","1417610.00","4337734.00","0.00","0.00","0.00","30.18"
"114/03/26","103","2","1587","吉茂","1279444.00","944829.00","2224273.00","817166.00","308365.00","1125531.00","543365.00","332387.00","229010.00","-6020.00","--","1098742.00","--","--","--","1098742.00","0.00","0.00","0.00","20.83"
"114/03/26","103","2","1589","永冠-KY","5748394.00","4549794.00","10298188.00","2299479.00","1531637.00","3831116.00","1008890.00","3617105.00","1820821.00","20256.00","--","6467072.00","--","--","--","6467072.00","0.00","0.00","0.00","64.10"
"114/03/26","103","2","1590","亞德客-KY","6408132.00","10606252.00","17014384.00","5973353.00","2220749.00","8194102.00","1705000.00","3906960.00","2894498.00","170119.00","0.00","8676577.00","--","--","143705.00","8820282.00","0.00","0.00","0.00","50.89"
"114/03/26","103","2","1597","直得","1376985.00","1228830.00","2605815.00","676485.00","558654.00","1235139.00","590190.00","460052.00","319810.00","624.00","--","1370676.00","--","--","--","1370676.00","0.00","0.00","0.00","24.39"
"114/03/26","103","2","1598","岱宇","1578274.00","1598688.00","3176962.00","1507882.00","734856.00","2242738.00","681088.00","61802.00","194598.00","-3264.00","--","934224.00","--","--","--","934224.00","0.00","0.00","0.00","13.72"
"114/03/26","103","2","1603","華電","2909995.00","5489697.00","8399692.00","2322554.00","821834.00","3144388.00","3423000.00","412208.00","3967299.00","-53160.00","-2502214.00","5247133.00","--","--","8171.00","5255304.00","0.00","0.00","58646089.00","18.50"
"114/03/26","103","2","1604","聲寶","3776734.00","8088511.00","11865245.00","2081262.00","2260242.00","4341504.00","5441001.00","35837.00","2610876.00","-65496.00","-723199.00","7299019.00","--","--","224722.00","7523741.00","0.00","0.00","34141829.00","14.31"
"114/03/26","103","2","1605","華新","58042335.00","61488749.00","119531084.00","31511592.00","24748349.00","56259941.00","35760002.00","15630159.00","8251923.00","1591465.00","-292893.00","60940656.00","--","--","2330487.00","63271143.00","0.00","0.00","30000000.00","17.19"
"114/03/26","103","2","1608","華榮","5951699.00","7817303.00","13769002.00","2983683.00","1231822.00","4215505.00","6327735.00","194761.00","1136197.00","1406446.00","-852003.00","8213136.00","--","--","1340361.00","9553497.00","0.00","0.00","208563824.00","19.36"
"114/03/26","103","2","1609","大亞","10580150.00","7288318.00","17868468.00","5961139.00","3831549.00","9792688.00","5801808.00","505224.00","821952.00","63578.00","-110920.00","7081642.00","0.00","--","994138.00","8075780.00","0.00","0.00","20633667.00","12.66"
"114/03/26","103","2","1611","中電","2805972.00","6660054.00","9466026.00","3632920.00","272247.00","3905167.00","3984392.00","522006.00","998312.00","44088.00","-696.00","5548102.00","--","--","12757.00","5560859.00","0.00","0.00","116273.00","13.93"
"114/03/26","103","2","1612","宏泰","3011921.00","2766390.00","5778311.00","851133.00","107438.00","958571.00","3241511.00","179445.00","1370597.00","7402.00","0.00","4798955.00","--","--","20785.00","4819740.00","0.00","0.00","0.00","14.80"
"114/03/26","103","2","1614","三洋電","2863586.00","4119765.00","6983351.00","1247374.00","777596.00","2024970.00","2691134.00","207832.00","2108373.00","24375.00","-132298.00","4899416.00","--","--","58965.00","4958381.00","0.00","0.00","10182744.00","18.92"
"114/03/26","103","2","1615","大山","899751.00","1391395.00","2291146.00","612681.00","214203.00","826884.00","1118618.00","0.00","350458.00","-4814.00","--","1464262.00","--","--","--","1464262.00","0.00","0.00","0.00","13.09"
"114/03/26","103","2","1616","億泰","2905980.00","1213250.00","4119230.00","2296841.00","178421.00","2475262.00","1941485.00","2480.00","-200237.00","-14683.00","-85077.00","1643968.00","--","--","--","1643968.00","0.00","0.00","4654499.00","8.68"
"114/03/26","103","2","1617","榮星","2259470.00","987195.00","3246665.00","1310337.00","342777.00","1653114.00","1442332.00","90331.00","71949.00","-16459.00","0.00","1588153.00","--","--","5398.00","1593551.00","0.00","0.00","0.00","11.01"
"114/03/26","103","2","1618","合機","1882296.00","2599418.00","4481714.00","317438.00","12229.00","329667.00","2408647.00","648415.00","1118173.00","-23188.00","--","4152047.00","--","--","--","4152047.00","0.00","0.00","0.00","17.24"
"114/03/26","103","2","1626","艾美特-KY","6858557.00","2615779.00","9474336.00","6464705.00","189791.00","6654496.00","1224942.00","951804.00","569121.00","73973.00","--","2819840.00","--","--","--","2819840.00","0.00","0.00","0.00","23.02"
"114/03/26","103","2","1702","南僑","7602811.00","7192083.00","14794894.00","6379946.00","3906149.00","10286095.00","2941330.00","424437.00","1583254.00","-39267.00","-530114.00","4379640.00","--","--","129159.00","4508799.00","0.00","0.00","46041259.00","17.65"
"114/03/26","103","2","1707","葡萄王","1965395.00","3108300.00","5073695.00","1941953.00","208973.00","2150926.00","1302350.00","4363.00","1221241.00","147.00","0.00","2528101.00","--","--","394668.00","2922769.00","0.00","0.00","0.00","19.41"
"114/03/26","103","2","1708","東鹼","2174449.00","5997103.00","8171552.00","1511804.00","2317907.00","3829711.00","1740182.00","9810.00","2480916.00","-14773.00","--","4216135.00","--","--","125706.00","4341841.00","0.00","0.00","0.00","25.44"
"114/03/26","103","2","1709","和益","6763105.00","3983853.00","10746958.00","2897550.00","1378564.00","4276114.00","4299329.00","245852.00","1452166.00","140427.00","--","6137774.00","--","--","333070.00","6470844.00","0.00","0.00","0.00","14.28"
"114/03/26","103","2","1710","東聯","5975553.00","22613012.00","28588565.00","5852088.00","3564319.00","9416407.00","8857031.00","1321398.00","5570941.00","731334.00","-187798.00","16292906.00","--","--","2879252.00","19172158.00","0.00","0.00","13753554.00","18.69"
"114/03/26","103","2","1711","永光","6437190.00","6427397.00","12864587.00","4130182.00","985702.00","5115884.00","4968274.00","473558.00","1520622.00","488332.00","0.00","7450786.00","--","--","297917.00","7748703.00","0.00","0.00","0.00","15.75"
"114/03/26","103","2","1712","興農","7390661.00","7601807.00","14992468.00","4951920.00","4916370.00","9868290.00","3357795.00","177390.00","1543174.00","-52102.00","0.00","5026257.00","--","--","97921.00","5124178.00","0.00","0.00","0.00","14.97"
"114/03/26","103","2","1713","國化","1161087.00","1288008.00","2449095.00","111171.00","134652.00","245823.00","1509517.00","0.00","686921.00","6834.00","0.00","--","--","--","--","2203272.00","0.00","0.00","0.00","14.60"
"114/03/26","103","2","1714","和桐","23021806.00","19785050.00","42806856.00","19098144.00","7823830.00","26921974.00","9585927.00","42901.00","1055753.00","501525.00","-104919.00","11081187.00","--","--","4803695.00","15884882.00","0.00","0.00","13341918.00","12.32"
"114/03/26","103","2","1717","長興","29072897.00","16822882.00","45895779.00","13837623.00","12637131.00","26474754.00","10221690.00","359884.00","6464940.00","1911716.00","--","18958230.00","--","--","462795.00","19421025.00","0.00","0.00","0.00","19.10"
"114/03/26","103","2","1720","生達","2669150.00","2814858.00","5484008.00","1479346.00","615090.00","2094436.00","1786961.00","411397.00","715421.00","182548.00","--","3096327.00","--","--","293245.00","3389572.00","0.00","0.00","0.00","17.33"
"114/03/26","103","2","1721","三晃","911290.00","588945.00","1500235.00","642709.00","96094.00","738803.00","836771.00","0.00","-68641.00","-6698.00","0.00","761432.00","--","--","--","761432.00","0.00","0.00","0.00","9.10"
"114/03/26","103","2","1722","台肥","7589425.00","59368486.00","66957911.00","5749383.00","12291463.00","18040846.00","9800000.00","2234334.00","36978533.00","-95802.00","--","48917065.00","--","--","--","48917065.00","0.00","0.00","0.00","49.92"
"114/03/26","103","2","1723","中碳","5343166.00","4049055.00","9392221.00","2866034.00","125923.00","2991957.00","2369044.00","432345.00","3449263.00","167372.00","-167082.00","6250942.00","--","--","149322.00","6400264.00","0.00","0.00","6751537.00","27.16"
"114/03/26","103","2","1725","元禎","4205880.00","734020.00","4939900.00","2463998.00","78979.00","2542977.00","1825010.00","3550.00","320803.00","257644.00","-10084.00","2396923.00","--","--","0.00","2396923.00","0.00","0.00","671000.00","13.18"
"114/03/26","103","2","1726","永記","7290911.00","1936173.00","9227084.00","1712601.00","375630.00","2088231.00","1620000.00","109005.00","5394842.00","15006.00","0.00","7138853.00","--","--","0.00","7138853.00","0.00","0.00","0.00","44.07"
"114/03/26","103","2","1727","中華化","1015514.00","1032445.00","2047959.00","696328.00","25492.00","721820.00","1050000.00","9324.00","258644.00","-413.00","0.00","1317555.00","--","--","8584.00","1326139.00","0.00","0.00","0.00","13.18"
"114/03/26","103","2","1730","花仙子","994416.00","312806.00","1307222.00","428549.00","29590.00","458139.00","534812.00","20082.00","283039.00","11150.00","0.00","849083.00","--","--","--","849083.00","0.00","0.00","0.00","15.88"
"114/03/26","103","2","1731","美吾華","1452327.00","1100224.00","2552551.00","883412.00","7687.00","891099.00","1329152.00","191252.00","134226.00","6822.00","--","1661452.00","--","--","--","1661452.00","0.00","0.00","0.00","12.50"
"114/03/26","103","2","1732","毛寶","372401.00","240833.00","613234.00","110957.00","42705.00","153662.00","424439.00","2690.00","35217.00","-2774.00","--","459572.00","--","--","--","459572.00","0.00","0.00","0.00","10.83"
"114/03/26","103","2","1733","五鼎","1716112.00","1254992.00","2971104.00","829041.00","421448.00","1250489.00","985314.00","185160.00","554220.00","-2886.00","--","1721808.00","--","--","-1193.00","1720615.00","0.00","0.00","0.00","17.47"
"114/03/26","103","2","1734","杏輝","2316555.00","3478848.00","5795403.00","912572.00","1376713.00","2289285.00","1612712.00","961528.00","443269.00","6543.00","--","3024052.00","--","--","482066.00","3506118.00","0.00","0.00","0.00","20.25"
"114/03/26","103","2","1735","日勝化","2728708.00","900025.00","3628733.00","2109836.00","148513.00","2258349.00","1023880.00","101808.00","210214.00","-978.00","-33791.00","1301133.00","--","--","69251.00","1370384.00","0.00","0.00","3000000.00","13.09"
"114/03/26","103","2","1736","喬山","11588858.00","4052685.00","15641543.00","7730215.00","1205320.00","8935535.00","3024172.00","49794.00","3637538.00","-9088.00","0.00","6702416.00","--","--","3592.00","6706008.00","0.00","0.00","0.00","33.27"
"114/03/26","103","2","1737","臺鹽","2132591.00","4161716.00","6294307.00","420396.00","133846.00","554242.00","2000000.00","2504261.00","1237412.00","-1608.00","--","5740065.00","--","--","--","5740065.00","0.00","0.00","0.00","28.70"
"114/03/26","103","2","1752","南光","753497.00","1816271.00","2569768.00","302615.00","871449.00","1174064.00","891641.00","399389.00","104674.00","--","--","--","--","--","--","1395704.00","0.00","0.00","0.00","16.75"
"114/03/26","103","2","1760","寶齡富錦","643228.00","412025.00","1055253.00","270906.00","86241.00","357147.00","480192.00","177275.00","14934.00","-24.00","--","672377.00","--","--","25729.00","698106.00","0.00","23000.00","0.00","15.40"
