出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","2","2855","統一證","61298923.00","4803569.00","66102492.00","43598165.00","26128.00","43624293.00","13231191.00","256116.00","8977689.00","-26910.00","--","22438086.00","--","--","22478199.00","0.00","0.00","0.00","16.96"
"114/03/26","103","2","6005","群益證","68077586.00","14559551.00","82637137.00","49474967.00","2069904.00","51544871.00","23690730.00","2711903.00","3680352.00","-9358.00","0.00","30073627.00","--","--","31092266.00","0.00","0.00","0.00","12.69"
"114/03/26","103","2","6024","群益期","11872228.00","468774.00","12341002.00","9881444.00","7013.00","9888457.00","1199979.00","377945.00","838489.00","13545.00","0.00","2429958.00","--","--","2452545.00","0.00","0.00","0.00","20.25"
