出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","103","3","2801","彰銀","14314442.00","5585041.00","-1543004.00","10871737.00","10570750.00","-1457202.00","9113548.00","--","--","9113548.00","35138.00","--","9148686.00","9113548.00","--","--","9148686.00","--","--","1.15"
"114/03/26","103","3","2809","京城銀","3684974.00","2146269.00","47308.00","1051211.00","4732724.00","-694314.00","4038410.00","--","--","4038410.00","810037.00","--","4848447.00","4038410.00","--","--","4848447.00","--","--","3.36"
"114/03/26","103","3","2812","台中銀","5283246.00","2386563.00","833416.00","3301571.00","3534822.00","-461981.00","3072841.00","--","--","3072841.00","70405.00","--","3143246.00","3072841.00","--","--","3143246.00","--","--","1.10"
"114/03/26","103","3","2820","華票","721234.00","718105.00","-196045.00","338358.00","1297026.00","-204158.00","1092868.00","--","--","1092868.00","-28932.00","--","1063936.00","--","--","--","--","--","--","0.81"
"114/03/26","103","3","2834","臺企銀","10922746.00","3193186.00","1955777.00","8128577.00","4031578.00","-79543.00","3952035.00","0.00","--","3952035.00","87043.00","--","4039078.00","3952035.00","--","0.00","4039078.00","--","0.00","0.75"
"114/03/26","103","3","2836","高雄銀","1834491.00","634930.00","482488.00","1611312.00","375621.00","-21014.00","354607.00","--","--","354607.00","38549.00","--","393156.00","354607.00","--","0.00","393156.00","--","0.00","0.48"
"114/03/26","103","3","2838","聯邦銀","4439809.00","3589432.00","-434731.00","5599832.00","2864140.00","-498797.00","2365343.00","--","--","2365343.00","171956.00","--","2537299.00","2336958.00","--","28385.00","2508914.00","--","28385.00","0.95"
"114/03/26","103","3","2845","遠東銀","3949522.00","4119025.00","-102254.00","4745004.00","3425797.00","-456571.00","2969226.00","--","--","2969226.00","-59736.00","--","2909490.00","2969226.00","--","--","2909490.00","--","--","1.06"
"114/03/26","103","3","2849","安泰銀","3092472.00","2133529.00","112697.00","2407626.00","2705678.00","-388660.00","2317018.00","0.00","--","2317018.00","204725.00","--","2521743.00","2317018.00","--","0.00","2521743.00","--","0.00","1.38"
