出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用及保證責任準備提存,保險負債準備淨變動,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","103","3","2880","華南金","18826346.00","10447663.00","29274009.00","1595565.00","435174.00","15739467.00","11503803.00","-1712172.00","9791631.00","0.00","9791631.00","648785.00","10440416.00","9791579.00","0.00","52.00","10440364.00","0.00","52.00","1.05"
"114/03/26","103","3","2881","富邦金","66089052.00","227763889.00","293852941.00","828447.00","194512042.00","35831913.00","62680539.00","-8904739.00","53775800.00","--","53775800.00","-8811467.00","44964333.00","53581940.00","--","193860.00","44747276.00","--","217057.00","5.24"
"114/03/26","103","3","2882","國泰金","92536882.00","192889015.00","285425897.00","1189768.00","192620022.00","41276698.00","50339409.00","-5594648.00","44744761.00","--","44744761.00","-6363900.00","38380861.00","44485434.00","--","259327.00","37963311.00","--","417550.00","3.54"
"114/03/26","103","3","2883","凱基金","5534967.00","15057216.00","20592183.00","50320.00","--","11505024.00","9036839.00","-923883.00","8112956.00","--","8112956.00","-1267997.00","6844959.00","8007474.00","--","105482.00","6742831.00","--","102128.00","0.54"
"114/03/26","103","3","2884","玉山金","11308501.00","13195310.00","24503811.00","1195135.00","--","13001816.00","10306860.00","-1836719.00","8470141.00","--","8470141.00","528513.00","8998654.00","8405228.00","0.00","64913.00","8918234.00","--","80420.00","1.26"
"114/03/26","103","3","2885","元大金","9948779.00","32333328.00","42282107.00","570387.00","7795865.00","18629937.00","15285918.00","-1372562.00","13913356.00","--","13913356.00","-529674.00","13383682.00","13897430.00","--","15926.00","13508561.00","--","-124879.00","1.37"
"114/03/26","103","3","2886","兆豐金","27308916.00","18682037.00","45990953.00","1164496.00","-73595.00","16829176.00","28070876.00","-4263495.00","23807381.00","--","23807381.00","1492276.00","25299657.00","23826262.00","--","-18881.00","25324882.00","--","-25225.00","1.91"
"114/03/26","103","3","2887","台新金","26108396.00","20104689.00","46213085.00","-1357275.00","--","24879526.00","22690834.00","-2756770.00","19934064.00","--","19934064.00","-137229.00","19796835.00","12927176.00","--","7006888.00","12763120.00","--","7033715.00","1.42"
"114/03/26","103","3","2888","新光金","45852585.00","102285432.00","148138017.00","1428308.00","118783984.00","18651147.00","9274578.00","-1619396.00","7655182.00","--","7655182.00","-5436408.00","2218774.00","6948757.00","--","706425.00","1325463.00","--","893311.00","0.71"
"114/03/26","103","3","2889","國票金","1194610.00","2632687.00","3827297.00","67777.00","--","1999257.00","1760263.00","-175472.00","1584791.00","--","1584791.00","-86939.00","1497852.00","1452892.00","--","131899.00","1356490.00","--","141362.00","0.55"
"114/03/26","103","3","2890","永豐金","13619364.00","16796502.00","30415866.00","1841875.00","--","14915852.00","13658139.00","-2368045.00","11290094.00","0.00","11290094.00","-371932.00","10918162.00","11290344.00","--","-250.00","10918412.00","--","-250.00","1.27"
"114/03/26","103","3","2891","中信金","33608669.00","118519559.00","152128228.00","132439.00","75372384.00","35210330.00","41413075.00","-4118807.00","37294268.00","--","37294268.00","-981339.00","36312929.00","37288452.00","--","5816.00","36306060.00","--","6869.00","2.44"
"114/03/26","103","3","2892","第一金","21110392.00","10683845.00","31794237.00","2840306.00","376572.00","15081823.00","13495536.00","-1790398.00","11705138.00","0.00","11705138.00","1139482.00","12844620.00","11692188.00","--","12950.00","12863621.00","--","-19001.00","1.26"
"114/03/26","103","3","5880","合庫金","22084949.00","4959957.00","27044906.00","5411441.00","-5023443.00","17064763.00","9592145.00","-1322526.00","8269619.00","--","8269619.00","-1152935.00","7116684.00","8153075.00","--","116544.00","7161851.00","--","-45167.00","0.90"
