出表日期,年度,季別,公司代號,公司名稱,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","103","3","1409","新纖","33084481.00","31250358.00","1834123.00","280839.00","1553284.00","--","1553284.00","19801.00","1573085.00","1244118.00","--","309166.00","1310474.00","--","262611.00","0.74"
"114/03/26","103","3","1718","中纖","27323408.00","23569516.00","3753892.00","604036.00","3149856.00","--","3149856.00","252820.00","3402676.00","612657.00","--","2537199.00","811309.00","--","2591367.00","0.54"
"114/03/26","103","3","2514","龍邦","69438681.00","67226838.00","2211843.00","266627.00","1945216.00","--","1945216.00","-949477.00","995739.00","696230.00","--","1248986.00","363829.00","--","631910.00","1.34"
"114/03/26","103","3","2905","三商","134822206.00","131972082.00","2850124.00","390107.00","2460017.00","--","2460017.00","-27649.00","2432368.00","1229722.00","--","1230295.00","1354143.00","--","1078225.00","1.92"
