出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","111","4","2801","彰銀","-37497565.00","-1506792.00","-53247627.00","2565408.00","-89686576.00","194506675.00","104820099.00"
"114/03/26","111","4","2809","京城銀","1150222.00","-1147163.00","1185897.00","33855.00","1222811.00","10520403.00","11743214.00"
"114/03/26","111","4","2812","台中銀","3555522.00","4236770.00","690420.00","47212.00","8529924.00","47367088.00","55897012.00"
"114/03/26","111","4","2820","華票","--","--","--","--","--","--","--"
"114/03/26","111","4","2834","臺企銀","30643934.00","28384790.00","-49302604.00","90110.00","9816230.00","39444032.00","49260262.00"
"114/03/26","111","4","2836","高雄銀","--","--","--","--","--","--","--"
"114/03/26","111","4","2838","聯邦銀","-3055990.00","-4397935.00","-8923766.00","1229071.00","-15148620.00","71489262.00","56340642.00"
"114/03/26","111","4","2845","遠東銀","-18604142.00","-2448259.00","6246653.00","1580766.00","-13224982.00","42158013.00","28933031.00"
"114/03/26","111","4","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","111","4","2897","王道銀行","5807782.00","-2840681.00","-3834605.00","894464.00","26960.00","15198196.00","15225156.00"
"114/03/26","111","4","5876","上海商銀","91805010.00","-3143033.00","-31660508.00","12748616.00","69750085.00","182050068.00","251800153.00"
