出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","105","4","2801","彰銀","--","--","--","--","--","--","--"
"114/03/26","105","4","2809","京城銀","-2831246.00","1142511.00","2232396.00","-55799.00","487862.00","37135428.00","37623290.00"
"114/03/26","105","4","2812","台中銀","27877094.00","-23542616.00","-2968771.00","-74336.00","1291371.00","86730074.00","88021445.00"
"114/03/26","105","4","2820","華票","--","--","--","--","--","--","--"
"114/03/26","105","4","2834","臺企銀","45764565.00","-35686515.00","-1547307.00","-27605.00","8503138.00","41061810.00","49564948.00"
"114/03/26","105","4","2836","高雄銀","-16359674.00","-110675.00","-3021988.00","298.00","-19492039.00","31320675.00","11828636.00"
"114/03/26","105","4","2838","聯邦銀","1525203.00","-4394206.00","2937056.00","-560639.00","-492586.00","78518946.00","78026360.00"
"114/03/26","105","4","2845","遠東銀","-74581238.00","1445850.00","15715205.00","-85481.00","-57505664.00","85844817.00","28339153.00"
"114/03/26","105","4","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","105","4","2897","王道銀行","4695891.00","-4552282.00","948944.00","230982.00","1323535.00","17962137.00","19285672.00"
"114/03/26","105","4","5876","上海商銀","-28311333.00","-1494780.00","-7970393.00","-1597251.00","-39373757.00","202637807.00","163264050.00"
