出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","105","4","2880","華南金","-74786334.00","-2320686.00","-563787.00","-985850.00","-78656657.00","207524135.00","128867478.00"
"114/03/26","105","4","2881","富邦金","-23437503.00","-17647428.00","32830665.00","1973397.00","-6280869.00","357364357.00","351083488.00"
"114/03/26","105","4","2882","國泰金","-32067073.00","-13372255.00","11856098.00","1245500.00","-32337730.00","296935688.00","264597958.00"
"114/03/26","105","4","2883","凱基金","-35642588.00","961596.00","-7164941.00","-578112.00","-42424045.00","135637871.00","93213826.00"
"114/03/26","105","4","2884","玉山金","247798.00","-1858567.00","-2604601.00","1590689.00","-2624681.00","41803384.00","39178703.00"
"114/03/26","105","4","2885","元大金","17270290.00","1541873.00","60105561.00","-1498534.00","77419190.00","134112980.00","211532170.00"
"114/03/26","105","4","2886","兆豐金","15884123.00","-558050.00","-29452312.00","-1265138.00","-15391377.00","444732697.00","429341320.00"
"114/03/26","105","4","2887","台新金","13870803.00","-1534060.00","749040.00","-116221.00","12969562.00","39356997.00","52326559.00"
"114/03/26","105","4","2888","新光金","-54118440.00","6096594.00","-6372598.00","489138.00","-53905306.00","166427492.00","112522186.00"
"114/03/26","105","4","2889","國票金","-5449580.00","5078.00","4865879.00","-104838.00","-683461.00","2854148.00","2170687.00"
"114/03/26","105","4","2890","永豐金","98424219.00","-57568692.00","14753688.00","-710461.00","54898754.00","81629688.00","136528442.00"
"114/03/26","105","4","2891","中信金","-52060156.00","-4288029.00","-32675451.00","-1044720.00","-90068356.00","450272061.00","360203705.00"
"114/03/26","105","4","2892","第一金","-23812472.00","-296154.00","-6371282.00","-2883123.00","-33363031.00","256031927.00","222668896.00"
"114/03/26","105","4","5880","合庫金","-315385532.00","562663.00","2622040.00","778541.00","-311422288.00","430685493.00","119263205.00"
