出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","102","4","1409","新纖","87235194.00","36694253.00","123929447.00","79476302.00","10214386.00","89690688.00","17604840.00","1553381.00","5709253.00","1446756.00","-355009.00","25959221.00","--","8279538.00","34238759.00","0.00","37163487.00","15.06"
"114/03/26","102","4","1718","中纖","475754343.00","47467038.00","523221381.00","458844223.00","22539648.00","481383871.00","14105902.00","1523811.00","5362072.00","-399467.00","-1612790.00","18979528.00","--","22857982.00","41837510.00","0.00","280172859.00","16.79"
"114/03/26","102","4","2514","龍邦","81493171.00","374016250.00","455509421.00","5113204.00","436142014.00","441255218.00","5632143.00","274515.00","2571867.00","-2002832.00","-402599.00","6073094.00","--","8181109.00","14254203.00","0.00","43929000.00","11.70"
"114/03/26","102","4","2905","三商","141927020.00","575593888.00","717520908.00","11629028.00","682329649.00","693958677.00","6813829.00","872118.00","4832629.00","-1602588.00","-532672.00","10383316.00","--","13178915.00","23562231.00","0.00","39354000.00","16.17"
