出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","103","4","2880","華南金","29972580.00","-4238364.00","1699863.00","883498.00","28317577.00","102344768.00","130662345.00"
"114/03/26","103","4","2881","富邦金","-53995114.00","-12377032.00","26227276.00","1624346.00","-38520524.00","295425386.00","256904862.00"
"114/03/26","103","4","2882","國泰金","154566435.00","-29820274.00","16750038.00","1826420.00","143322619.00","453686200.00","597008819.00"
"114/03/26","103","4","2883","凱基金","-2827464.00","2999415.00","7909542.00","763913.00","8845406.00","75907801.00","84753207.00"
"114/03/26","103","4","2884","玉山金","7465663.00","-3980560.00","5686906.00","264767.00","9436776.00","22624904.00","32061680.00"
"114/03/26","103","4","2885","元大金","-25140835.00","11879017.00","41761452.00","444544.00","28944178.00","99970276.00","128914454.00"
"114/03/26","103","4","2886","兆豐金","81078092.00","-389277.00","21945935.00","1496054.00","104130804.00","311013320.00","415144124.00"
"114/03/26","103","4","2887","台新金","-5762211.00","-108664929.00","37118658.00","318491.00","-76989991.00","101748195.00","24758204.00"
"114/03/26","103","4","2888","新光金","26072751.00","-10781644.00","2341545.00","-421862.00","17210790.00","43625253.00","60836043.00"
"114/03/26","103","4","2889","國票金","-3462568.00","-477105.00","3218397.00","69853.00","-651423.00","3152940.00","2501517.00"
"114/03/26","103","4","2890","永豐金","-12307724.00","15066758.00","48085813.00","331881.00","51176728.00","67453180.00","118629908.00"
"114/03/26","103","4","2891","中信金","16088179.00","28624488.00","82750727.00","-1703364.00","125760030.00","199908777.00","325668807.00"
"114/03/26","103","4","2892","第一金","28073639.00","-2849285.00","-7895800.00","2724735.00","20053289.00","177331417.00","197384706.00"
"114/03/26","103","4","5880","合庫金","-74381106.00","6124990.00","-4657286.00","-177058.00","-73090460.00","414607686.00","341517226.00"
