出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","103","4","2801","彰銀","2802066.00","-1066164.00","6592297.00","700170.00","9028369.00","73199864.00","82228233.00"
"114/03/26","103","4","2809","京城銀","-16059070.00","2259154.00","3991477.00","82291.00","-9726148.00","50114079.00","40387931.00"
"114/03/26","103","4","2812","台中銀","8370503.00","-624036.00","-1797196.00","88781.00","6038052.00","72438282.00","78476334.00"
"114/03/26","103","4","2820","華票","--","--","--","--","--","--","--"
"114/03/26","103","4","2834","臺企銀","47730445.00","-6020419.00","-9726672.00","14728.00","31998082.00","32244163.00","64242245.00"
"114/03/26","103","4","2836","高雄銀","9919692.00","-200810.00","990625.00","21592.00","10731099.00","23037571.00","33768670.00"
"114/03/26","103","4","2838","聯邦銀","1461100.00","990192.00","543794.00","502267.00","3497353.00","82564182.00","86061535.00"
"114/03/26","103","4","2845","遠東銀","-22412491.00","-4173624.00","6812192.00","137761.00","-19636162.00","101027363.00","81391201.00"
"114/03/26","103","4","2849","安泰銀","4921095.00","137902.00","-1808782.00","123948.00","3374163.00","4193198.00","7567361.00"
"114/03/26","103","4","2897","王道銀行","29992735.00","-9804705.00","-5690071.00","-795544.00","13702415.00","12628367.00","26330782.00"
"114/03/26","103","4","5876","上海商銀","13708907.00","-1271673.00","-5772840.00","11871453.00","18535847.00","192409678.00","210945525.00"
