出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","1","2855","統一證","63669639.00","4836781.00","68506420.00","45589618.00","32937.00","45622555.00","13231191.00","256116.00","9341234.00","13581.00","--","22842122.00","--","--","22883865.00","0.00","0.00","0.00","17.26"
"114/03/26","103","1","6005","群益證","66999505.00","14582785.00","81582290.00","47659217.00","2529394.00","50188611.00","23690730.00","2705473.00","4137032.00","24064.00","0.00","30557299.00","--","--","31393679.00","0.00","0.00","0.00","12.90"
"114/03/26","103","1","6024","群益期","10197273.00","477903.00","10675176.00","8544083.00","8331.00","8552414.00","1000879.00","107625.00","989518.00","24740.00","--","2122762.00","--","--","2122762.00","0.00","0.00","0.00","21.21"
