出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","104","2","1101","台泥","11228717.00","-6211890.00","1179341.00","-861576.00","5334592.00","30514042.00","35848634.00"
"114/03/26","104","2","1102","亞泥","3828764.00","-3308090.00","-1095476.00","-277396.00","-852198.00","12739834.00","11887636.00"
"114/03/26","104","2","1103","嘉泥","-187902.00","700202.00","-112963.00","-18921.00","380416.00","3163688.00","3544104.00"
"114/03/26","104","2","1104","環泥","173749.00","-481659.00","181128.00","-89.00","-126871.00","396132.00","269261.00"
"114/03/26","104","2","1108","幸福","482358.00","-128358.00","-245771.00","675.00","108904.00","261107.00","370011.00"
"114/03/26","104","2","1109","信大","183140.00","-119534.00","-77092.00","-10795.00","-24281.00","746356.00","722075.00"
"114/03/26","104","2","1110","東泥","106619.00","113455.00","-100433.00","--","119641.00","314885.00","434526.00"
"114/03/26","104","2","1201","味全","-7144.00","-477415.00","-10402.00","-34109.00","-529070.00","2651159.00","2122089.00"
"114/03/26","104","2","1203","味王","272111.00","84095.00","-243077.00","64204.00","177333.00","727297.00","904630.00"
"114/03/26","104","2","1210","大成","1865357.00","-787469.00","-565849.00","-278497.00","233542.00","3825014.00","4058556.00"
"114/03/26","104","2","1213","大飲","20136.00","6613.00","201.00","-5.00","26945.00","212693.00","239638.00"
"114/03/26","104","2","1215","卜蜂","442298.00","-378480.00","-196880.00","-6480.00","-139542.00","351698.00","212156.00"
"114/03/26","104","2","1216","統一","24077333.00","-11644986.00","-3233777.00","804418.00","10002988.00","43858837.00","53861825.00"
"114/03/26","104","2","1217","愛之味","-206155.00","-153621.00","97803.00","-9200.00","-271173.00","928230.00","657057.00"
"114/03/26","104","2","1218","泰山","-66891.00","23791.00","158983.00","-10027.00","105856.00","486887.00","592743.00"
"114/03/26","104","2","1219","福壽","93555.00","-430866.00","316549.00","96.00","-20666.00","875250.00","854584.00"
"114/03/26","104","2","1220","台榮","285255.00","-20248.00","-225661.00","329.00","39675.00","411893.00","451568.00"
"114/03/26","104","2","1225","福懋油","137271.00","-15360.00","-257102.00","-51.00","-135242.00","400457.00","265215.00"
"114/03/26","104","2","1227","佳格","1327939.00","-1061097.00","125894.00","-25667.00","367069.00","1991558.00","2358627.00"
"114/03/26","104","2","1229","聯華","-204238.00","-128350.00","322163.00","-5821.00","-16246.00","830963.00","814717.00"
"114/03/26","104","2","1231","聯華食","84485.00","-85342.00","22647.00","375.00","22165.00","240860.00","263025.00"
"114/03/26","104","2","1232","大統益","939377.00","-12394.00","-337865.00","0.00","589118.00","981164.00","1570282.00"
"114/03/26","104","2","1233","天仁","115247.00","-34732.00","-36856.00","-864.00","42795.00","202105.00","244900.00"
"114/03/26","104","2","1234","黑松","444959.00","-112762.00","13313.00","6429.00","351939.00","4108178.00","4460117.00"
"114/03/26","104","2","1235","興泰","-31526.00","-94794.00","127367.00","-23.00","1024.00","9455.00","10479.00"
"114/03/26","104","2","1236","宏亞","218251.00","-151017.00","-158248.00","-2442.00","-93456.00","219165.00","125709.00"
"114/03/26","104","2","1256","鮮活果汁-KY","70223.00","-133681.00","84428.00","-4722.00","16248.00","319280.00","335528.00"
"114/03/26","104","2","1301","台塑","17833262.00","1700677.00","-8733776.00","224579.00","11024742.00","5392825.00","16417567.00"
"114/03/26","104","2","1303","南亞","28215808.00","6102238.00","-14515437.00","-960665.00","18841944.00","36632716.00","55474660.00"
"114/03/26","104","2","1304","台聚","916351.00","-974737.00","1667709.00","-245995.00","1363328.00","7485579.00","8848907.00"
"114/03/26","104","2","1305","華夏","222576.00","-84325.00","496342.00","-8573.00","626020.00","760429.00","1386449.00"
"114/03/26","104","2","1307","三芳","1105449.00","-348721.00","-250524.00","-103876.00","402328.00","3798181.00","4200509.00"
"114/03/26","104","2","1308","亞聚","538516.00","-1343857.00","503013.00","-4417.00","-306745.00","914090.00","607345.00"
"114/03/26","104","2","1309","台達化","716546.00","-158353.00","-362009.00","-2915.00","193269.00","910720.00","1103989.00"
"114/03/26","104","2","1310","台苯","554553.00","-588493.00","399878.00","-2178.00","363760.00","1508244.00","1872004.00"
"114/03/26","104","2","1312","國喬","1713241.00","-776861.00","-1121529.00","-33625.00","-218774.00","1081542.00","862768.00"
"114/03/26","104","2","1313","聯成","1910343.00","-1233511.00","-188917.00","-370163.00","117752.00","13568886.00","13686638.00"
"114/03/26","104","2","1314","中石化","1258363.00","51409.00","-2133846.00","-102150.00","-926224.00","10412190.00","9485966.00"
"114/03/26","104","2","1315","達新","293.00","4811.00","148853.00","3162.00","157119.00","465966.00","623085.00"
"114/03/26","104","2","1316","上曜","-144862.00","-101141.00","382713.00","-6135.00","130575.00","792932.00","923507.00"
