出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","104","2","2801","彰銀","15289724.00","-199853.00","-11720858.00","-429956.00","2939057.00","82228233.00","85167290.00"
"114/03/26","104","2","2809","京城銀","6731295.00","573266.00","-7545626.00","-55648.00","-296713.00","40387931.00","40091218.00"
"114/03/26","104","2","2812","台中銀","4859637.00","-5651500.00","266498.00","-81690.00","-607055.00","78476334.00","77869279.00"
"114/03/26","104","2","2820","華票","--","--","--","--","--","--","--"
"114/03/26","104","2","2834","臺企銀","-9029077.00","-2468793.00","-655110.00","-55509.00","-12208489.00","64242245.00","52033756.00"
"114/03/26","104","2","2836","高雄銀","-7045887.00","-77327.00","-16867.00","-23834.00","-7163915.00","33768670.00","26604755.00"
"114/03/26","104","2","2838","聯邦銀","-4954039.00","-1453600.00","3040829.00","-213710.00","-3580520.00","86061535.00","82481015.00"
"114/03/26","104","2","2845","遠東銀","-5078618.00","2974338.00","5488407.00","137394.00","3521521.00","81391201.00","84912722.00"
"114/03/26","104","2","2849","安泰銀","-5705162.00","-621839.00","4633781.00","-98685.00","-1791905.00","7567361.00","5775456.00"
"114/03/26","104","2","2897","王道銀行","-19321154.00","-7710004.00","16546320.00","-40289.00","-10525127.00","26330782.00","15805655.00"
"114/03/26","104","2","5876","上海商銀","-16015801.00","-3465336.00","-948107.00","-2792354.00","-23221598.00","210945525.00","187723927.00"
