出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","104","2","2880","華南金","-6195822.00","1696830.00","3031878.00","-341758.00","-1808872.00","130662345.00","128853473.00"
"114/03/26","104","2","2881","富邦金","64150140.00","-28188642.00","745165.00","-1762186.00","34944477.00","257778947.00","292723424.00"
"114/03/26","104","2","2882","國泰金","-69662935.00","-54115693.00","-830932.00","-1254425.00","-125863985.00","597008819.00","471144834.00"
"114/03/26","104","2","2883","凱基金","-77038750.00","115247460.00","-3836199.00","-78700.00","34293811.00","84850996.00","119144807.00"
"114/03/26","104","2","2884","玉山金","-3410280.00","-3588551.00","-1065910.00","1067324.00","-6997417.00","32061680.00","25064263.00"
"114/03/26","104","2","2885","元大金","-51987339.00","-1313910.00","46910002.00","-1491506.00","-7882753.00","128914454.00","121031701.00"
"114/03/26","104","2","2886","兆豐金","-62639208.00","684923.00","-18144459.00","-1981970.00","-82080714.00","415144124.00","333063410.00"
"114/03/26","104","2","2887","台新金","-25545016.00","-561462.00","18468602.00","-39545.00","-7677421.00","24758204.00","17080783.00"
"114/03/26","104","2","2888","新光金","11309611.00","4707082.00","-8360709.00","983606.00","8639590.00","158692624.00","167332214.00"
"114/03/26","104","2","2889","國票金","-6448269.00","272028.00","7830623.00","-50000.00","1604382.00","2501517.00","4105899.00"
"114/03/26","104","2","2890","永豐金","-966867.00","-7750101.00","-7150393.00","-188078.00","-16055439.00","118627846.00","102572407.00"
"114/03/26","104","2","2891","中信金","24462898.00","-3186883.00","-16556755.00","-3084531.00","1634729.00","325668807.00","327303536.00"
"114/03/26","104","2","2892","第一金","65467709.00","-148563.00","-2869531.00","-1444497.00","61005118.00","197384706.00","258389824.00"
"114/03/26","104","2","5880","合庫金","71168048.00","-937820.00","10270406.00","1234268.00","81734902.00","341517226.00","423252128.00"
