出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","1","2880","華南金","64983384.00","146581710.00","49912107.00","89322525.00","1154.00","467915.00","45373796.00","1886954.00","--","1465965354.00","2932465.00","267249483.00","68923.00","--","76785795.00","9358604.00","33413605.00","346507.00","2121478.00","5540368.00","2262312127.00","83656136.00","--","23280065.00","57099.00","27170933.00","8921894.00","32932689.00","1941036.00","--","1846573769.00","47343734.00","2335000.00","--","16830507.00","13135960.00","6119580.00","4222237.00","2114520639.00","93279700.00","17758986.00","36723628.00","27659.00","--","--","147789973.00","1515.00","147791488.00","0.00","0.00","0.00","15.84"
"114/03/26","104","1","2881","富邦金","201891463.00","150853848.00","149699768.00","1851553420.00","435962.00","58660906.00","186737543.00","890394.00","48254.00","1649848651.00","14491937.00","257160798.00","7004704.00","--","749778125.00","134788620.00","43047248.00","30619709.00","2923163.00","64015847.00","5554450360.00","138278251.00","10165630.00","64078899.00","2499458.00","103776464.00","6918379.00","112159517.00","5014687.00","--","1816840846.00","155155888.00","2200000.00","--","2478046705.00","181402307.00","13981161.00","16184151.00","5106702343.00","102336040.00","74446982.00","199842822.00","63087560.00","--","--","439713404.00","8034613.00","447748017.00","0.00","0.00","0.00","42.97"
"114/03/26","104","1","2882","國泰金","372500934.00","167303594.00","232297737.00","1408038943.00","655161.00","43093107.00","161075851.00","7375165.00","0.00","1830447499.00","5993347.00","89008359.00","6069063.00","--","2228535089.00","338132992.00","93316302.00","9340458.00","13665332.00","38159864.00","7045008797.00","67031921.00","628020.00","87119663.00","0.00","61616178.00","26428229.00","52282701.00","470300.00","--","1733676545.00","107399878.00","--","--","3857417619.00","544775424.00","25662283.00","21182941.00","6585691702.00","125632102.00","88782304.00","180966483.00","58152310.00","0.00","0.00","453533199.00","5783896.00","459317095.00","0.00","0.00","0.00","36.10"
"114/03/26","104","1","2883","凱基金","25287050.00","63042000.00","137254115.00","142862046.00","0.00","29604503.00","162414751.00","708163.00","--","227403051.00","--","190000.00","10613385.00","21407105.00","72541088.00","2068778.00","14404898.00","9030129.00","5712506.00","15194757.00","939738325.00","7867696.00","--","29334851.00","9691.00","124355987.00","29433669.00","50453788.00","1284707.00","--","334679948.00","23570225.00","60941695.00","--","1180745.00","85631996.00","1454321.00","14180077.00","764379396.00","153533433.00","600999.00","22219947.00","-378375.00","-4271618.00","--","171704386.00","3654543.00","175358929.00","--","25000.00","512119938.00","11.57"
"114/03/26","104","1","2884","玉山金","25929079.00","58817449.00","321726674.00","95971795.00","0.00","370351.00","77318570.00","301123.00","--","939796116.00","--","5729651.00","--","--","38221376.00","627077.00","21197054.00","5653982.00","224184.00","5225803.00","1597110284.00","57351641.00","--","25570445.00","--","9529930.00","4835583.00","24485859.00","1305001.00","--","1307317028.00","47300000.00","408504.00","--","370923.00","1629754.00","792721.00","2240000.00","1483137389.00","73016504.00","20371288.00","18354515.00","1441311.00","--","0.00","113183618.00","789277.00","113972895.00","0.00","0.00","0.00","15.50"
"114/03/26","104","1","2885","元大金","42442407.00","84052767.00","307481774.00","120263553.00","--","25965212.00","156057359.00","1755954.00","0.00","458146816.00","358068.00","59292280.00","2140778.00","2359367.00","84192884.00","7424073.00","13665408.00","26677037.00","3599005.00","15261862.00","1411136604.00","4921545.00","--","88692616.00","--","117873065.00","36031777.00","144634181.00","3660762.00","--","587536953.00","54209030.00","17456283.00","--","105747990.00","43073894.00","1889976.00","15808040.00","1221536112.00","101410666.00","33668209.00","34196335.00","5413306.00","--","--","174688516.00","14911976.00","189600492.00","0.00","0.00","0.00","17.23"
"114/03/26","104","1","2886","兆豐金","149780733.00","620338366.00","174363489.00","297085455.00","--","6914831.00","209407293.00","1647631.00","2707.00","1731452090.00","3168805.00","165158933.00","2814101.00","--","20166684.00","1299806.00","22075500.00","296467.00","4071594.00","10337501.00","3420381986.00","617966995.00","53752120.00","25095630.00","--","184109897.00","15859005.00","61180640.00","10061589.00","--","2075754233.00","56200000.00","5471289.00","--","21613585.00","10688208.00","2292746.00","12611173.00","3152657110.00","124498240.00","55268667.00","85812530.00","1981944.00","0.00","0.00","267561381.00","163495.00","267724876.00","--","0.00","0.00","21.49"
"114/03/26","104","1","2887","台新金","18044408.00","33138519.00","98410005.00","270968706.00","0.00","231025.00","93540474.00","181655.00","--","820956845.00","--","2534.00","33298705.00","--","9318787.00","919825.00","18035876.00","2002981.00","3628343.00","18275164.00","1420953852.00","68915480.00","--","30627336.00","--","77301599.00","879158.00","17600300.00","1606806.00","--","986386758.00","55000000.00","7346268.00","--","791744.00","52507106.00","53931.00","2941607.00","1301958093.00","95814304.00","10648428.00","11812842.00","591450.00","--","0.00","118867024.00","128735.00","118995759.00","0.00","3811342.00","0.00","12.41"
"114/03/26","104","1","2888","新光金","56550922.00","125964830.00","101811247.00","383613880.00","--","6189773.00","71396101.00","4248981.00","0.00","686748602.00","--","364681992.00","207835.00","--","807239485.00","123288348.00","26739097.00","2974543.00","11820536.00","35757646.00","2809233818.00","2123247.00","--","16328738.00","--","26249231.00","2998969.00","39749076.00","196555.00","--","631425723.00","37973955.00","5650727.00","0.00","1809510826.00","85850218.00","3873778.00","14313649.00","2676244692.00","98347538.00","9515087.00","34557594.00","-24153167.00","--","--","118267052.00","14722074.00","132989126.00","--","0.00","0.00","12.03"
"114/03/26","104","1","2889","國票金","2484770.00","96.00","109808035.00","85663797.00","--","359943.00","19933178.00","837663.00","--","--","--","196631.00","1540321.00","--","4643115.00","--","1936062.00","459176.00","58497.00","1611011.00","229532295.00","--","23850202.00","393618.00","--","149625527.00","11741908.00","6407640.00","150083.00","--","--","--","--","--","1430377.00","1417722.00","20051.00","263879.00","195301007.00","26873652.00","7544.00","3317296.00","432526.00","-485234.00","--","30145784.00","4085504.00","34231288.00","0.00","0.00","50000000.00","11.43"
"114/03/26","104","1","2890","永豐金","33837067.00","101482571.00","93369580.00","201790220.00","--","20651808.00","180721342.00","205617.00","--","798598852.00","--","51206167.00","453580.00","--","42608504.00","1772442.00","13736266.00","2795666.00","3012820.00","16182481.00","1562424983.00","72179020.00","--","20938473.00","52314.00","37841753.00","32659535.00","33150082.00","1750920.00","--","1118897222.00","43566735.00","28832120.00","18437.00","3198949.00","30032617.00","1418236.00","9308116.00","1433844529.00","94709209.00","2227009.00","29898455.00","1686350.00","--","--","128521023.00","59431.00","128580454.00","--","0.00","0.00","13.57"
"114/03/26","104","1","2891","中信金","101287458.00","250826895.00","100994547.00","777896415.00","377855.00","2908410.00","184584649.00","1828187.00","6323343.00","1851903180.00","327580.00","137307038.00","2096298.00","--","208374835.00","6776359.00","44381976.00","17103775.00","9643589.00","31075400.00","3736017789.00","42760462.00","55407068.00","96298436.00","10092.00","60507590.00","8230081.00","77947470.00","5597048.00","--","2494313601.00","93751565.00","--","--","358011088.00","169232266.00","1784839.00","32998232.00","3496849838.00","152572815.00","23845351.00","68444543.00","-5778589.00","0.00","--","239084120.00","83831.00","239167951.00","--","0.00","0.00","15.67"
"114/03/26","104","1","2892","第一金","57832037.00","211165429.00","72531054.00","73243147.00","0.00","56040.00","62224795.00","1451931.00","--","1446628207.00","3818.00","334459364.00","3067720.00","--","44862809.00","9452913.00","28199501.00","391712.00","1629175.00","9743237.00","2356942889.00","129112081.00","77985.00","23373454.00","0.00","6661299.00","13547447.00","55995803.00","2107834.00","--","1825525728.00","48900000.00","4967191.00","--","11859736.00","65895406.00","5760473.00","5164781.00","2198949218.00","92592548.00","18200167.00","39662056.00","7114934.00","--","--","157569705.00","423966.00","157993671.00","0.00","0.00","0.00","17.02"
"114/03/26","104","1","5880","合庫金","44878583.00","740702960.00","69712590.00","133104563.00","--","3022652.00","26286332.00","1663977.00","--","1856355672.00","5929.00","27626586.00","118918.00","--","189998328.00","2785336.00","40216472.00","3745266.00","1173299.00","3761782.00","3145159245.00","225931272.00","--","17310668.00","--","41963027.00","12096364.00","36666272.00","709070.00","--","2393248737.00","88110000.00","1454350.00","--","58620498.00","80490708.00","3163214.00","1455907.00","2961220087.00","105449800.00","59018841.00","15980195.00","-21476.00","--","--","180427360.00","3511798.00","183939158.00","0.00","0.00","0.00","17.11"
