出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","104","4","1101","台泥","21763392.00","-7833403.00","-5046590.00","-420081.00","8463318.00","30514042.00","38977360.00"
"114/03/26","104","4","1102","亞泥","13665234.00","-2433174.00","-12987242.00","39437.00","-1715745.00","12739834.00","11024089.00"
"114/03/26","104","4","1103","嘉泥","303390.00","-775173.00","-925916.00","63317.00","-1334382.00","3163688.00","1829306.00"
"114/03/26","104","4","1104","環泥","847608.00","-613010.00","-235576.00","-127.00","-1105.00","396132.00","395027.00"
"114/03/26","104","4","1108","幸福","1018144.00","-134964.00","-924963.00","805.00","-40978.00","261107.00","220129.00"
"114/03/26","104","4","1109","信大","506352.00","-36578.00","-531736.00","37181.00","-24781.00","699856.00","675075.00"
"114/03/26","104","4","1110","東泥","209846.00","185506.00","-213751.00","--","181601.00","314885.00","496486.00"
"114/03/26","104","4","1201","味全","-496701.00","-176812.00","1760694.00","-73949.00","1013232.00","2651159.00","3664391.00"
"114/03/26","104","4","1203","味王","725123.00","34235.00","-331374.00","29336.00","457320.00","727297.00","1184617.00"
"114/03/26","104","4","1210","大成","3152717.00","-2297277.00","-453823.00","177966.00","579583.00","3825014.00","4404597.00"
"114/03/26","104","4","1213","大飲","52896.00","-3408.00","-478.00","1.00","49011.00","212693.00","261704.00"
"114/03/26","104","4","1215","卜蜂","714279.00","-946086.00","123737.00","-1395.00","-109465.00","351698.00","242233.00"
"114/03/26","104","4","1216","統一","50877015.00","-25774131.00","-24127153.00","200175.00","1175906.00","43858837.00","45034743.00"
"114/03/26","104","4","1217","愛之味","5344.00","43118.00","-360293.00","19848.00","-291983.00","928230.00","636247.00"
"114/03/26","104","4","1218","泰山","-65555.00","348761.00","-41252.00","-2746.00","239208.00","486887.00","726095.00"
"114/03/26","104","4","1219","福壽","-411971.00","-1006655.00","1377516.00","-450.00","-41560.00","875250.00","833690.00"
"114/03/26","104","4","1220","台榮","307574.00","-61928.00","-221999.00","-898.00","22749.00","411893.00","434642.00"
"114/03/26","104","4","1225","福懋油","422745.00","242315.00","-618081.00","4495.00","51474.00","400457.00","451931.00"
"114/03/26","104","4","1227","佳格","2673005.00","-1057499.00","-656535.00","-33711.00","925260.00","1991558.00","2916818.00"
"114/03/26","104","4","1229","聯華","1662725.00","-799265.00","-1103615.00","13291.00","-226864.00","830963.00","604099.00"
"114/03/26","104","4","1231","聯華食","375606.00","-268939.00","-150668.00","-127.00","-44128.00","240860.00","196732.00"
"114/03/26","104","4","1232","大統益","1383937.00","-97208.00","-1035232.00","0.00","251497.00","981164.00","1232661.00"
"114/03/26","104","4","1233","天仁","235993.00","-58046.00","-165210.00","-1485.00","11252.00","202105.00","213357.00"
"114/03/26","104","4","1234","黑松","-416478.00","312684.00","-607776.00","-19558.00","-731128.00","4108178.00","3377050.00"
"114/03/26","104","4","1235","興泰","7884.00","-141214.00","137778.00","37.00","4485.00","9455.00","13940.00"
"114/03/26","104","4","1236","宏亞","274730.00","-219350.00","-71981.00","1090.00","-15511.00","219165.00","203654.00"
"114/03/26","104","4","1256","鮮活果汁-KY","206339.00","-179580.00","-10360.00","-1169.00","15230.00","319280.00","334510.00"
"114/03/26","104","4","1301","台塑","40852004.00","1096350.00","-27489490.00","-94967.00","14363897.00","5392825.00","19756722.00"
"114/03/26","104","4","1303","南亞","63214686.00","-4444054.00","-44835055.00","1343021.00","15278598.00","36632716.00","51911314.00"
"114/03/26","104","4","1304","台聚","2866523.00","-1552588.00","-1318372.00","-213760.00","-218197.00","7485579.00","7267382.00"
"114/03/26","104","4","1305","華夏","390455.00","-302698.00","-71426.00","5804.00","22135.00","760429.00","782564.00"
"114/03/26","104","4","1307","三芳","2475309.00","-752079.00","-1116911.00","119415.00","725734.00","3798181.00","4523915.00"
"114/03/26","104","4","1308","亞聚","781511.00","-1695795.00","322350.00","8200.00","-583734.00","914090.00","330356.00"
"114/03/26","104","4","1309","台達化","1418336.00","40319.00","-1779554.00","-3781.00","-324680.00","910720.00","586040.00"
"114/03/26","104","4","1310","台苯","1614541.00","-875172.00","424031.00","1703.00","1165103.00","1508244.00","2673347.00"
"114/03/26","104","4","1312","國喬","3939556.00","-1559640.00","-2726461.00","75439.00","-271106.00","1081542.00","810436.00"
"114/03/26","104","4","1313","聯成","2771913.00","-1843013.00","-6009431.00","387759.00","-4692772.00","13568886.00","8876114.00"
"114/03/26","104","4","1314","中石化","490046.00","-1110204.00","-823642.00","-81100.00","-1524900.00","10412190.00","8887290.00"
"114/03/26","104","4","1315","達新","317111.00","31052.00","-127346.00","-2912.00","217905.00","465966.00","683871.00"
"114/03/26","104","4","1316","上曜","-379817.00","-150191.00","363529.00","-2459.00","-168938.00","792932.00","623994.00"
"114/03/26","104","4","1319","東陽","5102980.00","-3963534.00","-220583.00","-52753.00","866110.00","1195358.00","2061468.00"
"114/03/26","104","4","1321","大洋","82458.00","-1003563.00","995433.00","-13595.00","60733.00","262191.00","322924.00"
"114/03/26","104","4","1323","永裕","763234.00","-237051.00","-368752.00","-19884.00","137547.00","549005.00","686552.00"
"114/03/26","104","4","1324","地球","29726.00","-32388.00","-22537.00","-2467.00","-27666.00","322683.00","295017.00"
"114/03/26","104","4","1325","恆大","288662.00","-319735.00","-52788.00","-1103.00","-84964.00","237629.00","152665.00"
"114/03/26","104","4","1326","台化","67372964.00","-10053825.00","-37842732.00","931812.00","20408219.00","14335920.00","34744139.00"
"114/03/26","104","4","1337","再生-KY","238220.00","-275630.00","-744004.00","-30905.00","-812319.00","2366326.00","1554007.00"
"114/03/26","104","4","1338","廣華-KY","1133715.00","-776338.00","377045.00","-26334.00","708088.00","1607070.00","2315158.00"
"114/03/26","104","4","1339","昭輝","404326.00","-1529300.00","1587447.00","30282.00","492755.00","102170.00","594925.00"
"114/03/26","104","4","1340","勝悅-KY","987553.00","185946.00","-167772.00","-59406.00","946321.00","2069900.00","3016221.00"
"114/03/26","104","4","1402","遠東新","34038033.00","-28080172.00","8553893.00","381641.00","14893395.00","25985419.00","40878814.00"
"114/03/26","104","4","1410","南染","188095.00","16901.00","-93483.00","--","111513.00","327989.00","439502.00"
"114/03/26","104","4","1413","宏洲","-262294.00","348637.00","-157598.00","--","-71255.00","97418.00","26163.00"
"114/03/26","104","4","1414","東和","--","--","--","--","--","--","--"
"114/03/26","104","4","1416","廣豐","-352984.00","-1021185.00","1047845.00","7394.00","-318930.00","427569.00","108639.00"
"114/03/26","104","4","1417","嘉裕","33679.00","-4465.00","-190510.00","2446.00","-158850.00","1015844.00","856994.00"
"114/03/26","104","4","1418","東華","-11511.00","-20834.00","32399.00","0.00","54.00","50641.00","50695.00"
"114/03/26","104","4","1419","新紡","-40237.00","361339.00","-72023.00","7039.00","256118.00","258024.00","514142.00"
"114/03/26","104","4","1423","利華","--","--","--","--","--","--","--"
"114/03/26","104","4","1432","大魯閣","-252342.00","-2019738.00","2289278.00","-14938.00","2260.00","554147.00","556407.00"
"114/03/26","104","4","1434","福懋","6002146.00","-2604543.00","-1285207.00","-268667.00","1843729.00","3796868.00","5640597.00"
"114/03/26","104","4","1435","中福","18799.00","-192389.00","248.00","--","-173342.00","233566.00","60224.00"
"114/03/26","104","4","1436","華友聯","-755364.00","-14723.00","796838.00","--","26751.00","248307.00","275058.00"
"114/03/26","104","4","1437","勤益控","286554.00","-484121.00","-60481.00","-7132.00","-265180.00","632063.00","366883.00"
"114/03/26","104","4","1438","三地開發","--","--","--","--","--","--","--"
