出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","4","2855","統一證","59972212.00","4975334.00","64947546.00","41811986.00","60084.00","41872070.00","13231191.00","256116.00","9431778.00","113539.00","--","23032624.00","--","--","23075476.00","0.00","0.00","0.00","17.41"
"114/03/26","103","4","6005","群益證","69531529.00","14156814.00","83688343.00","49996260.00","1489963.00","51486223.00","23690730.00","2711760.00","4598641.00","97349.00","0.00","31098480.00","--","--","32202120.00","0.00","0.00","0.00","13.13"
"114/03/26","103","4","6024","群益期","14958003.00","476365.00","15434368.00","12730741.00","11195.00","12741936.00","1199979.00","377709.00","1062107.00","52637.00","0.00","2692432.00","--","--","2692432.00","0.00","0.00","0.00","22.44"
