出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","103","4","2880","華南金","65139086.00","126840184.00","53560052.00","94466936.00","4191.00","458591.00","45646598.00","1710467.00","--","1478084933.00","2822021.00","267054720.00","70641.00","--","74834104.00","8239124.00","33263607.00","372480.00","2142488.00","5240659.00","2259950882.00","100435752.00","--","22934698.00","41968.00","32648320.00","7058369.00","34973240.00","1369891.00","--","1828517934.00","47343318.00","1557000.00","--","16483857.00","13795307.00","6118592.00","2728859.00","2116007105.00","93279700.00","17758986.00","33283915.00","-380328.00","--","--","143942273.00","1504.00","143943777.00","0.00","0.00","0.00","15.43"
"114/03/26","103","4","2881","富邦金","178585384.00","156451568.00","149723270.00","1845091617.00","440343.00","45205475.00","177439710.00","788887.00","48743.00","1599199048.00","14130756.00","252985584.00","5994557.00","--","748221345.00","118607023.00","43580340.00","30997123.00","6081760.00","64788124.00","5438360657.00","108647208.00","8252630.00","94897733.00","2062018.00","107758372.00","4538465.00","91999097.00","5194998.00","--","1807116364.00","147303787.00","45000.00","--","2433649723.00","183054013.00","12968302.00","14726287.00","5022213997.00","102336040.00","74446982.00","179734455.00","51525519.00","0.00","--","408042996.00","8103664.00","416146660.00","0.00","0.00","0.00","39.87"
"114/03/26","103","4","2882","國泰金","435006606.00","151289044.00","223007168.00","1405300159.00","665390.00","56515170.00","134368376.00","7374177.00","0.00","1812773579.00","6377012.00","81658512.00","4546723.00","--","2131815297.00","338336979.00","92877629.00","9283025.00","16245526.00","37561436.00","6945001808.00","58816432.00","1585900.00","108286154.00","0.00","62021921.00","26790000.00","50417151.00","237634.00","--","1702302143.00","107613949.00","--","--","3801526910.00","543279993.00","27171794.00","16630845.00","6506680826.00","125632102.00","88782304.00","163197464.00","55069268.00","0.00","0.00","432681138.00","5639844.00","438320982.00","0.00","0.00","0.00","34.44"
"114/03/26","103","4","2883","凱基金","25130691.00","41616681.00","151177813.00","139610600.00","0.00","32871543.00","131858663.00","720044.00","--","225777475.00","--","18790000.00","10637078.00","24425207.00","69570961.00","2070706.00","14393809.00","8896357.00","5834810.00","14180410.00","917562848.00","12680778.00","--","35082307.00","20659.00","132826606.00","13925045.00","58230976.00","1994883.00","--","304557970.00","34660984.00","35204646.00","--","1199267.00","98296995.00","1423785.00","13544034.00","743648935.00","153444462.00","590923.00","19579851.00","-20368.00","-3298709.00","--","170296159.00","3617754.00","173913913.00","0.00","596872.00","416636938.00","11.41"
"114/03/26","103","4","2884","玉山金","29547360.00","60090348.00","292870111.00","86030495.00","0.00","152758.00","73087654.00","335260.00","0.00","934613524.00","0.00","5915792.00","0.00","0.00","52810267.00","421270.00","21106105.00","5683483.00","123932.00","3631499.00","1566419858.00","58199621.00","--","26081873.00","0.00","13117523.00","2828518.00","21740276.00","853016.00","--","1280691771.00","49600000.00","380040.00","--","337069.00","2583420.00","816112.00","1529273.00","1458758512.00","70530000.00","19375697.00","15139336.00","1831360.00","0.00","0.00","106876393.00","784953.00","107661346.00","0.00","0.00","0.00","15.15"
"114/03/26","103","4","2885","元大金","47061183.00","79474507.00","260202179.00","114343183.00","--","17643207.00","120659190.00","1613255.00","33096.00","451629582.00","368588.00","51295128.00","1927479.00","1837531.00","75024970.00","7976225.00","13379104.00","27042475.00","3742095.00","16508415.00","1291761392.00","5681005.00","--","85309269.00","--","89313850.00","14825780.00","129540019.00","3146491.00","--","555769170.00","54683089.00","9250609.00","--","104201853.00","40635589.00","1838207.00","12512579.00","1106707510.00","101410666.00","33648021.00","30134393.00","4522016.00","0.00","--","169715096.00","15338786.00","185053882.00","0.00","0.00","0.00","16.74"
"114/03/26","103","4","2886","兆豐金","171560274.00","462986081.00","181366843.00","280703020.00","--","11874327.00","201540361.00","1534999.00","2739.00","1733994271.00","3217685.00","163708076.00","2761637.00","--","20626729.00","1976764.00","22125875.00","307693.00","3972457.00","6320035.00","3270579866.00","474623325.00","53906541.00","29582637.00","--","221809530.00","15363080.00","60564578.00","9123049.00","--","2036403864.00","56200000.00","5926763.00","--","21305487.00","10778269.00","2169411.00","11640531.00","3009397065.00","124498240.00","55270198.00","77890173.00","3362257.00","0.00","--","261020868.00","161933.00","261182801.00","0.00","0.00","0.00","20.97"
"114/03/26","103","4","2887","台新金","23089267.00","34496856.00","83294027.00","244249053.00","0.00","273345.00","100310417.00","353421.00","--","805752729.00","--","2540.00","32660984.00","--","12131204.00","922355.00","17958823.00","2001997.00","4154618.00","21301742.00","1382953378.00","56003848.00","--","34921514.00","--","69724492.00","649389.00","22598658.00","1699781.00","--","965328658.00","55000000.00","6235441.00","--","794014.00","52744269.00","83945.00","2985066.00","1268769075.00","95780609.00","10640840.00","7292136.00","344829.00","--","0.00","114058414.00","125889.00","114184303.00","0.00","10789000.00","0.00","11.91"
"114/03/26","103","4","2888","新光金","60836043.00","115815558.00","101669448.00","397047075.00","--","7861201.00","73161192.00","3801860.00","5182190.00","687204966.00","--","367484781.00","104587.00","--","782394275.00","120581900.00","24698737.00","3086638.00","13012937.00","33893131.00","2797836519.00","14332356.00","--","36045846.00","--","26298862.00","2199293.00","44879989.00","120027.00","--","622643523.00","37937460.00","4835274.00","0.00","1772515260.00","93265266.00","4062779.00","13227068.00","2672363003.00","98347538.00","9515301.00","31199870.00","-28210810.00","--","--","110851899.00","14621617.00","125473516.00","0.00","0.00","0.00","11.27"
"114/03/26","103","4","2889","國票金","2501497.00","20.00","110876763.00","79904562.00","--","379913.00","18234771.00","762729.00","--","--","--","--","1511790.00","--","4492762.00","--","1938474.00","463330.00","59398.00","1117993.00","222244002.00","--","13803765.00","261416.00","--","155083329.00","10139173.00","6064201.00","257066.00","--","--","--","--","--","1419899.00","1253045.00","20051.00","293839.00","188595784.00","26873652.00","7544.00","2851273.00","334223.00","-485234.00","--","29581458.00","4066760.00","33648218.00","0.00","0.00","50000000.00","11.22"
