出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/03/26","103","1","2801","彰銀","4516230.00","1704171.00","-869272.00","3438771.00","3650902.00","-550555.00","3100347.00","--","--","3100347.00","170785.00","--","3271132.00","3100347.00","--","--","3271132.00","--","--","0.40"
"114/03/26","103","1","2809","京城銀","1176767.00","581661.00","-41435.00","349686.00","1450177.00","-185240.00","1264937.00","--","--","1264937.00","439488.00","--","1704425.00","1264937.00","--","--","1704425.00","--","--","1.05"
"114/03/26","103","1","2812","台中銀","1688633.00","1156656.00","608509.00","1105023.00","1131757.00","-94918.00","1036839.00","0.00","--","1036839.00","38478.00","--","1075317.00","1036839.00","--","--","1075317.00","--","--","0.40"
"114/03/26","103","1","2820","華票","237966.00","281584.00","-38419.00","107607.00","450362.00","-63727.00","386635.00","--","--","386635.00","9941.00","--","396576.00","--","--","--","--","--","--","0.29"
"114/03/26","103","1","2834","臺企銀","3503275.00","979004.00","681444.00","2581979.00","1218856.00","-6396.00","1212460.00","0.00","--","1212460.00","100166.00","--","1312626.00","1212460.00","--","0.00","1312626.00","--","0.00","0.24"
"114/03/26","103","1","2836","高雄銀","592730.00","178144.00","93920.00","520964.00","155990.00","-21208.00","134782.00","--","--","134782.00","27096.00","--","161878.00","134782.00","--","0.00","161878.00","--","0.00","0.19"
"114/03/26","103","1","2838","聯邦銀","1461624.00","1126487.00","-35306.00","1742769.00","880648.00","-152685.00","727963.00","--","--","727963.00","217076.00","--","945039.00","718954.00","--","9009.00","936030.00","--","9009.00","0.32"
"114/03/26","103","1","2845","遠東銀","1249480.00","1500513.00","72173.00","1523176.00","1154644.00","-149729.00","1004915.00","--","--","1004915.00","71778.00","--","1076693.00","1004915.00","--","--","1076693.00","--","--","0.38"
"114/03/26","103","1","2849","安泰銀","957109.00","738619.00","175625.00","762501.00","757602.00","-91197.00","666405.00","0.00","--","666405.00","174309.00","--","840714.00","666405.00","--","0.00","840714.00","--","0.00","0.40"
