出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","102","2","2801","彰銀","-19535112.00","-167385.00","28681195.00","228120.00","9206818.00","83966009.00","93172827.00"
"114/03/26","102","2","2809","京城銀","1570847.00","-1575533.00","2078113.00","45016.00","2118443.00","47627698.00","49746141.00"
"114/03/26","102","2","2812","台中銀","-3219150.00","4987688.00","856795.00","27978.00","2653311.00","65866855.00","68520166.00"
"114/03/26","102","2","2820","華票","--","--","--","--","--","--","--"
"114/03/26","102","2","2834","臺企銀","12084358.00","-17496873.00","5398446.00","28785.00","14716.00","26149415.00","26164131.00"
"114/03/26","102","2","2836","高雄銀","-3778652.00","1756888.00","-19297.00","9863.00","-2031198.00","26428457.00","24397259.00"
"114/03/26","102","2","2838","聯邦銀","-10337754.00","-4845266.00","595854.00","304472.00","-14282694.00","93538427.00","79255733.00"
"114/03/26","102","2","2845","遠東銀","-24458528.00","-109604.00","1742684.00","1040.00","-22824408.00","100225182.00","77400774.00"
"114/03/26","102","2","2849","安泰銀","-3002156.00","198831.00","5945096.00","59676.00","3201447.00","3309584.00","6511031.00"
"114/03/26","102","2","2897","王道銀行","-18278185.00","8061173.00","14739290.00","-292496.00","4229782.00","8230057.00","12459839.00"
"114/03/26","102","2","5876","上海商銀","-91261024.00","24743042.00","-13264314.00","6788023.00","-72994273.00","276607164.00","203612891.00"
