出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","102","2","1101","台泥","8304006.00","-317113.00","-13554971.00","127839.00","-5440239.00","25611406.00","20171167.00"
"114/03/26","102","2","1102","亞泥","4899064.00","-12206900.00","17695797.00","380291.00","10768252.00","8309069.00","19077321.00"
"114/03/26","102","2","1103","嘉泥","-240575.00","-344353.00","-538863.00","59730.00","-1064061.00","4284000.00","3219939.00"
"114/03/26","102","2","1104","環泥","137003.00","-382301.00","292026.00","4181.00","50909.00","253472.00","304381.00"
"114/03/26","102","2","1108","幸福","294426.00","-92638.00","-153579.00","-3138.00","45071.00","101033.00","146104.00"
"114/03/26","102","2","1109","信大","-20654.00","65503.00","-34990.00","44281.00","54140.00","964475.00","1018615.00"
"114/03/26","102","2","1110","東泥","-37214.00","235686.00","-63764.00","--","134708.00","49697.00","184405.00"
"114/03/26","102","2","1201","味全","-735750.00","-993919.00","885771.00","-6614.00","-850512.00","3006168.00","2155656.00"
"114/03/26","102","2","1203","味王","324905.00","52416.00","-262697.00","-15545.00","99079.00","316166.00","415245.00"
"114/03/26","102","2","1210","大成","1113344.00","-1722397.00","424264.00","354512.00","169723.00","3879324.00","4049047.00"
"114/03/26","102","2","1213","大飲","18596.00","-4205.00","-10111.00","20.00","4300.00","188051.00","192351.00"
"114/03/26","102","2","1215","卜蜂","619004.00","-213805.00","-564869.00","11237.00","-148433.00","344129.00","195696.00"
"114/03/26","102","2","1216","統一","12837048.00","-17936665.00","7325587.00","-874481.00","1351489.00","43945441.00","45296930.00"
"114/03/26","102","2","1217","愛之味","140601.00","-735632.00","336774.00","27856.00","-230401.00","1651637.00","1421236.00"
"114/03/26","102","2","1218","泰山","880747.00","54527.00","-593187.00","11566.00","353653.00","323661.00","677314.00"
"114/03/26","102","2","1219","福壽","52608.00","-76251.00","-72352.00","-5513.00","-101508.00","629044.00","527536.00"
"114/03/26","102","2","1220","台榮","25618.00","-22273.00","-76427.00","-186.00","-73268.00","201833.00","128565.00"
"114/03/26","102","2","1225","福懋油","156803.00","-34725.00","-58242.00","628.00","64464.00","120928.00","185392.00"
