出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","102","2","2880","華南金","11756517.00","-245268.00","-5610889.00","257213.00","6157573.00","90088317.00","96245890.00"
"114/03/26","102","2","2881","富邦金","12399933.00","-9120406.00","8390121.00","-482488.00","11187160.00","241344687.00","252531847.00"
"114/03/26","102","2","2882","國泰金","49830215.00","-96071289.00","12121870.00","827139.00","-33292065.00","395943639.00","362651574.00"
"114/03/26","102","2","2883","凱基金","44534892.00","-12889554.00","99534.00","-549720.00","31195152.00","66426298.00","97621450.00"
"114/03/26","102","2","2884","玉山金","-489907.00","-954759.00","3526675.00","527238.00","2609247.00","28552562.00","31161809.00"
"114/03/26","102","2","2885","元大金","-13186935.00","-1171983.00","6808732.00","712587.00","-6837599.00","101275238.00","94437639.00"
"114/03/26","102","2","2886","兆豐金","-26436467.00","-198307.00","-73322228.00","486695.00","-99470307.00","315710144.00","216239837.00"
"114/03/26","102","2","2887","台新金","11540075.00","-438949.00","-2181720.00","312961.00","9232367.00","107625114.00","116857481.00"
"114/03/26","102","2","2888","新光金","84056403.00","-86307398.00","-10716615.00","252547.00","-12715063.00","65485403.00","52770340.00"
"114/03/26","102","2","2889","國票金","-3547113.00","183652.00","3940692.00","--","577231.00","1727485.00","2304716.00"
"114/03/26","102","2","2890","永豐金","3335502.00","-20145332.00","-3324576.00","144136.00","-19990270.00","72693336.00","52703066.00"
"114/03/26","102","2","2891","中信金","20321076.00","-3289985.00","42337000.00","522338.00","59890429.00","121986399.00","181876828.00"
"114/03/26","102","2","2892","第一金","20463178.00","-1477589.00","3044855.00","1032895.00","23063339.00","155278625.00","178341964.00"
"114/03/26","102","2","5880","合庫金","40021118.00","-3647854.00","-11517041.00","258564.00","25114787.00","409269590.00","434384377.00"
