出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","103","1","1101","台泥","6895832.00","-406351.00","-2443264.00","-427867.00","3618350.00","25711065.00","29329415.00"
"114/03/26","103","1","1102","亞泥","-2371186.00","-978828.00","-8575291.00","128350.00","-11796955.00","19184742.00","7387787.00"
"114/03/26","103","1","1103","嘉泥","-476620.00","266121.00","185932.00","21086.00","-3481.00","3294619.00","3291138.00"
"114/03/26","103","1","1104","環泥","73895.00","-204507.00","102754.00","188.00","-27670.00","429215.00","401545.00"
"114/03/26","103","1","1108","幸福","265159.00","-72581.00","-144970.00","4821.00","52429.00","216573.00","269002.00"
"114/03/26","103","1","1109","信大","86727.00","-73052.00","-23370.00","-14559.00","-24254.00","929771.00","905517.00"
"114/03/26","103","1","1110","東泥","56968.00","5238.00","60623.00","--","122829.00","241300.00","364129.00"
"114/03/26","103","1","1201","味全","-191049.00","-832685.00","862182.00","-1536.00","-163088.00","2933196.00","2770108.00"
"114/03/26","103","1","1203","味王","618.00","-9133.00","109178.00","48061.00","148724.00","539493.00","688217.00"
"114/03/26","103","1","1210","大成","80544.00","-463345.00","74744.00","102298.00","-205759.00","4231886.00","4026127.00"
"114/03/26","103","1","1213","大飲","-29165.00","9502.00","9903.00","4.00","-9756.00","183474.00","173718.00"
"114/03/26","103","1","1215","卜蜂","326459.00","-75157.00","-234569.00","3446.00","20179.00","194327.00","214506.00"
"114/03/26","103","1","1216","統一","6411244.00","-14473973.00","7528577.00","402250.00","-131902.00","40807550.00","40675648.00"
"114/03/26","103","1","1217","愛之味","-151975.00","-194880.00","92496.00","24037.00","-230322.00","1638477.00","1408155.00"
"114/03/26","103","1","1218","泰山","-192489.00","-30992.00","169453.00","-979.00","-55007.00","614191.00","559184.00"
"114/03/26","103","1","1219","福壽","-268139.00","-32311.00","367847.00","423.00","67820.00","618268.00","686088.00"
"114/03/26","103","1","1220","台榮","-1329.00","-19200.00","45547.00","-1047.00","23971.00","471418.00","495389.00"
"114/03/26","103","1","1225","福懋油","-214881.00","8552.00","226084.00","362.00","20117.00","258376.00","278493.00"
"114/03/26","103","1","1227","佳格","1187958.00","-174223.00","-383452.00","9967.00","640250.00","1359032.00","1999282.00"
"114/03/26","103","1","1229","聯華","17292.00","-22501.00","-207238.00","884.00","-211563.00","1076454.00","864891.00"
"114/03/26","103","1","1231","聯華食","-198500.00","-190962.00","484466.00","765.00","95769.00","211074.00","306843.00"
"114/03/26","103","1","1232","大統益","-566235.00","-12484.00","-106142.00","1328.00","-683533.00","1345484.00","661951.00"
"114/03/26","103","1","1233","天仁","82035.00","-37117.00","-40000.00","317.00","5235.00","219363.00","224598.00"
"114/03/26","103","1","1234","黑松","243125.00","-360615.00","3659.00","-4115.00","-117946.00","5262121.00","5144175.00"
"114/03/26","103","1","1235","興泰","-22511.00","-82487.00","104153.00","-44.00","-889.00","10342.00","9453.00"
"114/03/26","103","1","1236","宏亞","-61287.00","-83010.00","122997.00","61.00","-21239.00","206502.00","185263.00"
"114/03/26","103","1","1256","鮮活果汁-KY","31506.00","-32891.00","40323.00","-1375.00","37563.00","278068.00","315631.00"
"114/03/26","103","1","1301","台塑","-953163.00","1326589.00","594822.00","-32336.00","935912.00","7672877.00","8608789.00"
"114/03/26","103","1","1303","南亞","2959745.00","6629327.00","-8307488.00","806945.00","2088529.00","24547373.00","26635902.00"
"114/03/26","103","1","1304","台聚","-2219653.00","404003.00","2918579.00","124406.00","1227335.00","8679752.00","9907087.00"
