出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","2","1101","台泥","95602989.00","204276458.00","299879447.00","78918446.00","69995144.00","148913590.00","36921759.00","12225088.00","43388616.00","17090614.00","--","109626077.00","--","--","41339780.00","150965857.00","--","0.00","0.00","29.69"
"114/03/26","104","2","1102","亞泥","63739987.00","220492110.00","284232097.00","74595444.00","50687601.00","125283045.00","33614472.00","1073920.00","91841489.00","13366914.00","--","139896795.00","--","--","19052257.00","158949052.00","--","0.00","0.00","41.62"
"114/03/26","104","2","1103","嘉泥","12691630.00","18643144.00","31334774.00","3318057.00","10780748.00","14098805.00","7768285.00","570096.00","8077885.00","130664.00","-1149426.00","15397504.00","--","--","1838465.00","17235969.00","--","0.00","131226016.00","23.85"
"114/03/26","104","2","1104","環泥","3505849.00","16473075.00","19978924.00","2710766.00","1507411.00","4218177.00","6282891.00","28999.00","7861653.00","1444872.00","--","15618415.00","--","--","142332.00","15760747.00","0.00","0.00","0.00","25.36"
"114/03/26","104","2","1108","幸福","5639539.00","2694732.00","8334271.00","2398310.00","1266891.00","3665201.00","4047380.00","0.00","581695.00","17142.00","0.00","4646217.00","--","--","22853.00","4669070.00","0.00","0.00","0.00","11.48"
"114/03/26","104","2","1109","信大","2706882.00","6328208.00","9035090.00","941266.00","1250795.00","2192061.00","4210008.00","22299.00","1477375.00","115954.00","0.00","5825636.00","--","--","1017393.00","6843029.00","0.00","0.00","0.00","13.84"
"114/03/26","104","2","1110","東泥","1889216.00","7679599.00","9568815.00","405534.00","349485.00","755019.00","5720008.00","185126.00","1929932.00","956655.00","-12185.00","8779536.00","--","--","34260.00","8813796.00","0.00","0.00","2112865.00","15.41"
"114/03/26","104","2","1201","味全","21226585.00","17067683.00","38294268.00","22516430.00","5407616.00","27924046.00","5060629.00","688.00","1880764.00","223313.00","--","7165394.00","--","--","3204828.00","10370222.00","0.00","0.00","0.00","14.16"
"114/03/26","104","2","1203","味王","3491131.00","4794196.00","8285327.00","1526238.00","1711370.00","3237608.00","2400000.00","112965.00","1623804.00","90432.00","-38464.00","4188737.00","--","--","858982.00","5047719.00","0.00","0.00","2293865.00","17.62"
"114/03/26","104","2","1210","大成","21068742.00","18869658.00","39938400.00","16150909.00","4631809.00","20782718.00","7363944.00","2377966.00","2511625.00","1249958.00","-306199.00","13197294.00","--","--","5958388.00","19155682.00","--","0.00","52894691.00","19.31"
"114/03/26","104","2","1213","大飲","430007.00","406270.00","836277.00","124828.00","37870.00","162698.00","514751.00","21938.00","137192.00","-302.00","--","673579.00","--","--","--","673579.00","0.00","0.00","0.00","13.09"
