出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/03/26","104","2","2880","華南金","50310351.00","167992959.00","52413907.00","96000708.00","1202.00","697550.00","52724773.00","999022.00","--","1453221713.00","3222524.00","270559218.00","67709.00","--","74670561.00","9252974.00","32755236.00","320939.00","2151505.00","2691020.00","2270053871.00","94709529.00","--","19581568.00","48782.00","34915443.00","8866155.00","39447936.00","2191011.00","--","1832743231.00","48844155.00","1282000.00","--","17443162.00","14856015.00","6105529.00","3110549.00","2124145065.00","99063042.00","17758986.00","29075570.00","9712.00","--","--","145907310.00","1496.00","145908806.00","--","0.00","0.00","15.64"
"114/03/26","104","2","2881","富邦金","158709096.00","176955522.00","116541776.00","1779486801.00","454113.00","119451664.00","159669575.00","1362439.00","47760.00","1641150988.00","15826134.00","287111219.00","16841702.00","--","835601851.00","135975309.00","43346843.00","30381290.00","3679125.00","52411631.00","5575004838.00","115270328.00","9399921.00","51555392.00","2436800.00","128613627.00","6812708.00","114732384.00","9339464.00","--","1867224466.00","142718051.00","1100000.00","--","2536890073.00","176437914.00","6353714.00","14464698.00","5183349540.00","102336040.00","74446982.00","191101017.00","15772635.00","--","--","383656674.00","7998624.00","391655298.00","0.00","0.00","0.00","37.49"
"114/03/26","104","2","2882","國泰金","372119468.00","112290016.00","195710500.00","1400955397.00","439100.00","35679580.00","157516768.00","4322279.00","0.00","1785464539.00","6509331.00","80468255.00","23967500.00","--","2406919427.00","380818127.00","93033402.00","9372025.00","12827314.00","44125549.00","7122538577.00","58056657.00","0.00","74579183.00","0.00","78456022.00","27787344.00","67746464.00","2311243.00","--","1753509341.00","107195124.00","--","--","3939159951.00","540706290.00","25272007.00","14658083.00","6689437709.00","125632102.00","88782304.00","178812835.00","34039120.00","0.00","0.00","427266361.00","5834507.00","433100868.00","0.00","0.00","0.00","34.01"
"114/03/26","104","2","2883","凱基金","29154651.00","75433971.00","128137287.00","122366363.00","--","49112441.00","134725187.00","853690.00","--","221182539.00","--","142564.00","10330090.00","33933981.00","60693223.00","2064638.00","14357752.00","8865512.00","5579665.00","13077976.00","910011530.00","3141056.00","--","29468553.00","0.00","116949579.00","22035374.00","74675211.00","930048.00","--","329569141.00","26577343.00","41363779.00","--","987898.00","83642336.00","1477654.00","12266259.00","743084231.00","151644553.00","599342.00","15467270.00","-1985749.00","-2376748.00","--","163348668.00","3578631.00","166927299.00","--","25000.00","323231938.00","11.01"
"114/03/26","104","2","2884","玉山金","23219866.00","62538183.00","308894547.00","120946389.00","0.00","755560.00","87944359.00","269438.00","--","986149409.00","--","4931711.00","--","--","58239975.00","625672.00","24830476.00","5629567.00","163201.00","2656302.00","1687794655.00","67564202.00","--","24821109.00","--","7167477.00","3750571.00","24943484.00","1161316.00","--","1390800078.00","47300000.00","825521.00","--","368043.00","2204585.00","713818.00","1807277.00","1573427481.00","79517000.00","20501164.00","12329673.00","1232031.00","--","--","113579868.00","787306.00","114367174.00","0.00","0.00","0.00","15.56"
"114/03/26","104","2","2885","元大金","36729476.00","79641610.00","323450682.00","127089122.00","--","20245571.00","167552808.00","1624732.00","0.00","475409993.00","281303.00","68129450.00","1747184.00","2183175.00","98085005.00","6738650.00","16300872.00","26512686.00","3475319.00","18661257.00","1473858895.00","26592272.00","--","92041694.00","--","122527861.00","17946185.00","182214562.00","3409110.00","--","599507774.00","45829216.00","20725440.00","--","110054704.00","48090463.00","1994671.00","11450966.00","1282384918.00","107129605.00","35564830.00","28502000.00","5095758.00","--","--","176292193.00","15181784.00","191473977.00","0.00","0.00","0.00","16.89"
"114/03/26","104","2","2886","兆豐金","132296074.00","346317354.00","173344558.00","312595878.00","--","5156686.00","221799243.00","889093.00","2673.00","1751864248.00","3244023.00","174097983.00","2948185.00","--","20815372.00","1294268.00","22044493.00","281347.00","4127813.00","3723210.00","3176842501.00","315592318.00","46629161.00","20521169.00","--","180550514.00","11901583.00","77420147.00","10633759.00","--","2157860049.00","50200000.00","5036174.00","--","21332599.00","11206604.00","2183026.00","9790301.00","2920857404.00","124498240.00","55268667.00","75695955.00","364414.00","0.00","--","255827276.00","157821.00","255985097.00","--","0.00","0.00","20.55"
"114/03/26","104","2","2887","台新金","14611542.00","33355156.00","93690542.00","265753533.00","0.00","4998.00","103273640.00","177358.00","--","826906987.00","--","2534.00","33638198.00","--","12185784.00","917395.00","18053012.00","2049396.00","3387988.00","14687871.00","1422695934.00","62262518.00","0.00","23979538.00","0.00","76835695.00","1072984.00","21994695.00","1029602.00","--","984714922.00","64100000.00","7788093.00","--","786496.00","54614842.00","53863.00","2620086.00","1301853334.00","95831636.00","10216066.00","14329668.00","320901.00","--","0.00","120698271.00","144329.00","120842600.00","0.00","1672395.00","0.00","12.59"
"114/03/26","104","2","2888","新光金","58307185.00","126104798.00","94401882.00","380956776.00","--","4784550.00","76920965.00","3413602.00","0.00","685191014.00","--","363931204.00","58769.00","--","849117295.00","123006951.00","27163394.00","2951674.00","12599073.00","30276727.00","2839185859.00","900922.00","--","13969054.00","--","22619006.00","1799213.00","43533240.00","148050.00","--","638343844.00","37172297.00","2531183.00","0.00","1852034363.00","82093399.00","4101106.00","11788140.00","2711033817.00","102281441.00","9515019.00","32536134.00","-29579778.00","-840150.00","--","113912666.00","14239376.00","128152042.00","--","0.00","86490000.00","11.69"
"114/03/26","104","2","2889","國票金","2795842.00","1310057.00","109469290.00","87194414.00","--","207005.00","18579052.00","761168.00","--","--","--","394913.00","1566114.00","--","4710432.00","--","1937221.00","456753.00","58666.00","1004048.00","230444975.00","--","21077947.00","387261.00","--","154123135.00","10705500.00","7129534.00","56399.00","--","--","--","--","--","1464057.00","1489783.00","20051.00","313821.00","196767488.00","27664862.00","7544.00","2163477.00","268375.00","-485234.00","--","29619024.00","4058463.00","33677487.00","0.00","0.00","50000000.00","11.23"
"114/03/26","104","2","2890","永豐金","29699627.00","105325898.00","92151147.00","195921679.00","--","11701819.00","149442852.00","267998.00","--","818134492.00","--","64137930.00","439630.00","--","46144306.00","1769063.00","13520779.00","2742735.00","2986884.00","14428957.00","1548815796.00","73396211.00","--","15509927.00","36155.00","35331488.00","31268689.00","39990228.00","961882.00","--","1121503830.00","41367621.00","23122452.00","18437.00","3176344.00","27629569.00","1451007.00","7823254.00","1422587094.00","101679807.00","2227009.00","21106931.00","1155498.00","--","--","126169245.00","59457.00","126228702.00","--","0.00","0.00","13.32"
"114/03/26","104","2","2891","中信金","81480934.00","309401220.00","92977206.00","653939025.00","304011.00","2874346.00","188176496.00","1303881.00","6323343.00","1918113205.00","353391.00","153649641.00","1814820.00","--","234249901.00","6779663.00","46325051.00","16801849.00","9112895.00","28083285.00","3752064163.00","39437782.00","41021931.00","79303605.00","88112.00","60838489.00","8439660.00","85145587.00","3903607.00","--","2517493509.00","106474481.00","--","--","379273883.00","191826993.00","1034736.00","8875520.00","3523157895.00","164931213.00","23845351.00","51179586.00","-11132397.00","0.00","--","228823753.00","82515.00","228906268.00","--","0.00","0.00","15.00"
"114/03/26","104","2","2892","第一金","49604107.00","257290894.00","75918872.00","74307749.00","0.00","566367.00","66380655.00","1657412.00","--","1422259305.00","6720.00","347325862.00","2563223.00","--","44480299.00","9247932.00","28277474.00","356203.00","1966349.00","3799975.00","2386009398.00","149491184.00","69467.00","25598847.00","0.00","7163703.00","8337022.00","66506808.00","2745166.00","--","1831204257.00","48000000.00","2486031.00","--","11979062.00","67467581.00","5748725.00","4750888.00","2231548741.00","98611064.00","18200167.00","31165023.00","6101016.00","--","--","154077270.00","383387.00","154460657.00","0.00","0.00","0.00","16.64"
"114/03/26","104","2","5880","合庫金","41964221.00","698634420.00","64164795.00","137886850.00","--","2457734.00","26137184.00","1075307.00","--","1895074730.00","8677.00","35442779.00","116030.00","--","183536583.00","2867804.00","40001321.00","3696673.00","1209035.00","3405672.00","3137679815.00","215798580.00","--","15627416.00","--","43332007.00","10290949.00","39805771.00","1124421.00","--","2415906571.00","69610000.00","1039360.00","--","57897500.00","80725903.00","2970638.00","1765861.00","2955894977.00","110722290.00","57964343.00","9777037.00","-235155.00","--","--","178228515.00","3556323.00","181784838.00","0.00","0.00","0.00","16.90"
