出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","107","1","2801","彰銀","--","--","--","--","--","--","--"
"114/03/26","107","1","2809","京城銀","-2263553.00","-7122.00","264724.00","-46024.00","-2051975.00","16522376.00","14470401.00"
"114/03/26","107","1","2812","台中銀","417697.00","-5892338.00","384806.00","14044.00","-5075791.00","39868063.00","34792272.00"
"114/03/26","107","1","2820","華票","--","--","--","--","--","--","--"
"114/03/26","107","1","2834","臺企銀","-7857487.00","-3651983.00","475150.00","-23214.00","-11057534.00","51292359.00","40234825.00"
"114/03/26","107","1","2836","高雄銀","--","--","--","--","--","--","--"
"114/03/26","107","1","2838","聯邦銀","-8264163.00","-793584.00","80183.00","-198434.00","-9175998.00","40695617.00","31519619.00"
"114/03/26","107","1","2845","遠東銀","-3270227.00","-496065.00","2854118.00","3287.00","-908887.00","31637338.00","30728451.00"
"114/03/26","107","1","2849","安泰銀","--","--","--","--","--","--","--"
"114/03/26","107","1","2897","王道銀行","880177.00","3803830.00","-2600720.00","245242.00","2328529.00","17706368.00","20034897.00"
"114/03/26","107","1","5876","上海商銀","-3322777.00","-307504.00","1022139.00","-774729.00","-3382871.00","191204401.00","187821530.00"
