出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","105","2","2880","華南金","-55166978.00","85446.00","3449976.00","-517462.00","-52149018.00","207524135.00","155375117.00"
"114/03/26","105","2","2881","富邦金","-30489962.00","-10544127.00","43282441.00","-2160307.00","88045.00","357882294.00","357970339.00"
"114/03/26","105","2","2882","國泰金","14741142.00","2076774.00","4128998.00","575834.00","21522748.00","296935688.00","318458436.00"
"114/03/26","105","2","2883","凱基金","-57735138.00","-442292.00","-172381.00","-429341.00","-58779152.00","135637871.00","76858719.00"
"114/03/26","105","2","2884","玉山金","-4486134.00","566890.00","237965.00","957571.00","-2723708.00","41803384.00","39079676.00"
"114/03/26","105","2","2885","元大金","21127520.00","730942.00","37210317.00","-712443.00","58356336.00","134112980.00","192469316.00"
"114/03/26","105","2","2886","兆豐金","62417310.00","-370808.00","4762556.00","-777443.00","66031615.00","444732697.00","510764312.00"
"114/03/26","105","2","2887","台新金","5812636.00","-922629.00","-13839996.00","-54726.00","-9004715.00","39356997.00","30352282.00"
"114/03/26","105","2","2888","新光金","-33078410.00","6735027.00","8582295.00","545072.00","-17216016.00","166427492.00","149211476.00"
"114/03/26","105","2","2889","國票金","-10067396.00","-46363.00","9987253.00","-36326.00","-162832.00","2854148.00","2691316.00"
"114/03/26","105","2","2890","永豐金","88169272.00","-28342940.00","-2864383.00","-377667.00","56584282.00","81629688.00","138213970.00"
"114/03/26","105","2","2891","中信金","-104175468.00","7618671.00","-6199563.00","4093546.00","-98662814.00","450272061.00","351609247.00"
"114/03/26","105","2","2892","第一金","-44082790.00","631753.00","649288.00","-1375556.00","-44177305.00","256031927.00","211854622.00"
"114/03/26","105","2","5880","合庫金","-296518039.00","534741.00","-2624292.00","-140175.00","-298747765.00","430685493.00","131937728.00"
