出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","105","2","1101","台泥","9771497.00","-1714216.00","-20330993.00","-520891.00","-12794603.00","38977360.00","26182757.00"
"114/03/26","105","2","1102","亞泥","6663586.00","1936543.00","-11941493.00","-173585.00","-3514949.00","11024089.00","7509140.00"
"114/03/26","105","2","1103","嘉泥","34259.00","659222.00","-530511.00","-25844.00","137126.00","1829306.00","1966432.00"
"114/03/26","105","2","1104","環泥","10850.00","-318408.00","260613.00","0.00","-46945.00","395027.00","348082.00"
"114/03/26","105","2","1108","幸福","-78208.00","-59394.00","83600.00","2232.00","-51770.00","220129.00","168359.00"
"114/03/26","105","2","1109","信大","51272.00","-136687.00","-29003.00","4488.00","-109930.00","675075.00","565145.00"
"114/03/26","105","2","1110","東泥","-389024.00","272384.00","10764.00","--","-105876.00","496486.00","390610.00"
"114/03/26","105","2","1201","味全","-2353134.00","-686758.00","1954284.00","-195970.00","-1281578.00","3664391.00","2382813.00"
"114/03/26","105","2","1203","味王","479629.00","-35019.00","-71066.00","6076.00","379620.00","1184617.00","1564237.00"
"114/03/26","105","2","1210","大成","2866917.00","-438955.00","-2892396.00","-226451.00","-690885.00","4404597.00","3713712.00"
"114/03/26","105","2","1213","大飲","-796.00","-28809.00","4938.00","30.00","-24637.00","261704.00","237067.00"
"114/03/26","105","2","1215","卜蜂","828267.00","-443460.00","-457668.00","-6837.00","-79698.00","242233.00","162535.00"
"114/03/26","105","2","1216","統一","25406251.00","-8030346.00","-10137660.00","-433903.00","6804342.00","45034743.00","51839085.00"
"114/03/26","105","2","1217","愛之味","-257855.00","-81585.00","96463.00","9673.00","-233304.00","636247.00","402943.00"
"114/03/26","105","2","1218","泰山","-234588.00","-129985.00","489809.00","-16034.00","109202.00","726095.00","835297.00"
"114/03/26","105","2","1219","福壽","199132.00","-207763.00","242146.00","923.00","234438.00","833690.00","1068128.00"
"114/03/26","105","2","1220","台榮","185643.00","-44236.00","-124342.00","919.00","17984.00","434642.00","452626.00"
"114/03/26","105","2","1225","福懋油","403807.00","33398.00","67767.00","-33864.00","471108.00","451931.00","923039.00"
"114/03/26","105","2","1227","佳格","1547317.00","-535489.00","-591640.00","-55340.00","364848.00","2916818.00","3281666.00"
"114/03/26","105","2","1229","聯華","761990.00","-763392.00","434845.00","-9122.00","424321.00","604099.00","1028420.00"
"114/03/26","105","2","1231","聯華食","217354.00","25334.00","-15531.00","-2933.00","224224.00","196732.00","420956.00"
"114/03/26","105","2","1232","大統益","397098.00","-35048.00","57728.00","0.00","419778.00","1232661.00","1652439.00"
"114/03/26","105","2","1233","天仁","120822.00","-9869.00","-80043.00","393.00","31303.00","213357.00","244660.00"
"114/03/26","105","2","1234","黑松","-794730.00","377404.00","-5383.00","-21852.00","-444561.00","3377050.00","2932489.00"
"114/03/26","105","2","1235","興泰","60029.00","-138779.00","72352.00","-326.00","-6724.00","13940.00","7216.00"
"114/03/26","105","2","1236","宏亞","100839.00","-54336.00","-125403.00","1090.00","-77810.00","203654.00","125844.00"
"114/03/26","105","2","1256","鮮活果汁-KY","103956.00","120358.00","158168.00","-10881.00","371601.00","334510.00","706111.00"
"114/03/26","105","2","1301","台塑","9981329.00","-10401954.00","668369.00","115021.00","362765.00","19756722.00","20119487.00"
"114/03/26","105","2","1303","南亞","16817330.00","-9839566.00","-5528669.00","-1709191.00","-260096.00","51911314.00","51651218.00"
"114/03/26","105","2","1304","台聚","1197498.00","-495410.00","3403060.00","-5496.00","4099652.00","7267382.00","11367034.00"
"114/03/26","105","2","1305","華夏","1141945.00","-100401.00","-440648.00","-4530.00","596366.00","782564.00","1378930.00"
"114/03/26","105","2","1307","三芳","1193660.00","-1051787.00","-112500.00","-99742.00","-70369.00","4523915.00","4453546.00"
