出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","103","2","2880","華南金","31462191.00","-854536.00","3534462.00","16579.00","34158696.00","102344768.00","136503464.00"
"114/03/26","103","2","2881","富邦金","-54417687.00","-8065132.00","17074321.00","-650226.00","-46058724.00","295425386.00","249366662.00"
"114/03/26","103","2","2882","國泰金","109725880.00","-10631558.00","16979343.00","-216060.00","115857605.00","453686200.00","569543805.00"
"114/03/26","103","2","2883","凱基金","11785328.00","13516530.00","20791598.00","-114573.00","45978883.00","68014561.00","113993444.00"
"114/03/26","103","2","2884","玉山金","-4141235.00","-2243096.00","10690138.00","-739853.00","3565954.00","22624904.00","26190858.00"
"114/03/26","103","2","2885","元大金","-1848898.00","5946003.00","18907736.00","-30811.00","22974030.00","99970276.00","122944306.00"
"114/03/26","103","2","2886","兆豐金","-43107475.00","-471474.00","21144626.00","154685.00","-22279638.00","311013320.00","288733682.00"
"114/03/26","103","2","2887","台新金","-58022578.00","-1140319.00","56573708.00","-219296.00","-2808485.00","101748195.00","98939710.00"
"114/03/26","103","2","2888","新光金","12822000.00","-6960608.00","2634370.00","-429786.00","8065976.00","43625253.00","51691229.00"
"114/03/26","103","2","2889","國票金","-4316591.00","-133898.00","3743970.00","-17162.00","-723681.00","3152940.00","2429259.00"
"114/03/26","103","2","2890","永豐金","1603574.00","13063305.00","22292649.00","-29819.00","36929709.00","67453180.00","104382889.00"
"114/03/26","103","2","2891","中信金","65794456.00","42288388.00","40137002.00","89818.00","148309664.00","199908777.00","348218441.00"
"114/03/26","103","2","2892","第一金","54660591.00","-6332306.00","-7878105.00","96472.00","40546652.00","177331417.00","217878069.00"
"114/03/26","103","2","5880","合庫金","-92894359.00","2783384.00","5132453.00","-553747.00","-85532269.00","414607686.00","329075417.00"
