出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","103","2","1101","台泥","11348405.00","-455303.00","-6965315.00","-461600.00","3466187.00","25711065.00","29177252.00"
"114/03/26","103","2","1102","亞泥","2144481.00","-5146190.00","-8239560.00","-25037.00","-11266306.00","19184742.00","7918436.00"
"114/03/26","103","2","1103","嘉泥","-630283.00","-1723047.00","1596931.00","-12661.00","-769060.00","3294619.00","2525559.00"
"114/03/26","103","2","1104","環泥","133017.00","-271424.00","34510.00","16.00","-103881.00","429215.00","325334.00"
"114/03/26","103","2","1108","幸福","446590.00","-120184.00","-290639.00","6206.00","41973.00","216573.00","258546.00"
"114/03/26","103","2","1109","信大","232638.00","-95500.00","-55565.00","-61097.00","20476.00","929771.00","950247.00"
"114/03/26","103","2","1110","東泥","-101882.00","140300.00","-939.00","--","37479.00","241300.00","278779.00"
"114/03/26","103","2","1201","味全","89098.00","-1077684.00","1622163.00","-46663.00","586914.00","2933196.00","3520110.00"
"114/03/26","103","2","1203","味王","265744.00","-62461.00","45435.00","65503.00","314221.00","539493.00","853714.00"
"114/03/26","103","2","1210","大成","-325870.00","-811444.00","951190.00","-32148.00","-218272.00","4231886.00","4013614.00"
"114/03/26","103","2","1213","大飲","-5822.00","12509.00","37.00","-1.00","6723.00","183474.00","190197.00"
"114/03/26","103","2","1215","卜蜂","344256.00","-205663.00","-71689.00","-224.00","66680.00","194327.00","261007.00"
"114/03/26","103","2","1216","統一","15499213.00","-15728840.00","9128389.00","577638.00","9476400.00","40807550.00","50283950.00"
"114/03/26","103","2","1217","愛之味","-353965.00","-333577.00","413284.00","17844.00","-256414.00","1638477.00","1382063.00"
"114/03/26","103","2","1218","泰山","-518445.00","-109323.00","955105.00","-11119.00","316218.00","614191.00","930409.00"
"114/03/26","103","2","1219","福壽","-646799.00","-54382.00","709170.00","785.00","8774.00","618268.00","627042.00"
"114/03/26","103","2","1220","台榮","-63135.00","-45749.00","-120081.00","-307.00","-229272.00","471418.00","242146.00"
"114/03/26","103","2","1225","福懋油","-414265.00","416.00","536134.00","125.00","122410.00","258376.00","380786.00"
"114/03/26","103","2","1227","佳格","1387837.00","-474820.00","-7418.00","-7331.00","898268.00","1359032.00","2257300.00"
"114/03/26","103","2","1229","聯華","-149821.00","-68902.00","-95738.00","-4658.00","-319119.00","1076454.00","757335.00"
"114/03/26","103","2","1231","聯華食","-77703.00","-420070.00","497760.00","704.00","691.00","211074.00","211765.00"
"114/03/26","103","2","1232","大統益","-1111224.00","-33087.00","133878.00","2315.00","-1008118.00","1345484.00","337366.00"
"114/03/26","103","2","1233","天仁","144463.00","-48020.00","-35818.00","297.00","60922.00","219363.00","280285.00"
"114/03/26","103","2","1234","黑松","-102172.00","-253953.00","-152315.00","4441.00","-503999.00","5262121.00","4758122.00"
"114/03/26","103","2","1235","興泰","-38886.00","-101056.00","140873.00","-3.00","928.00","10342.00","11270.00"
"114/03/26","103","2","1236","宏亞","90787.00","26472.00","-20159.00","-1049.00","96051.00","206502.00","302553.00"
"114/03/26","103","2","1256","鮮活果汁-KY","137920.00","-142473.00","43824.00","-6077.00","33194.00","278068.00","311262.00"
"114/03/26","103","2","1301","台塑","3415492.00","-3037729.00","-1699870.00","14411.00","-1307696.00","7672877.00","6365181.00"
"114/03/26","103","2","1303","南亞","8692550.00","4572416.00","-6895566.00","-125318.00","6244082.00","24547373.00","30791455.00"
"114/03/26","103","2","1304","台聚","-591077.00","-1144507.00","2722496.00","53798.00","1040710.00","8679752.00","9720462.00"
"114/03/26","103","2","1305","華夏","204578.00","-416550.00","309624.00","2337.00","99989.00","928585.00","1028574.00"
"114/03/26","103","2","1307","三芳","759085.00","-525659.00","73761.00","-5998.00","301189.00","2865988.00","3167177.00"
"114/03/26","103","2","1308","亞聚","498739.00","-749343.00","2.00","237.00","-250365.00","1167110.00","916745.00"
"114/03/26","103","2","1309","台達化","-2218621.00","-547864.00","2017943.00","-1001.00","-749543.00","1236102.00","486559.00"
"114/03/26","103","2","1310","台苯","-63895.00","38640.00","156455.00","-168.00","131032.00","1662411.00","1793443.00"
"114/03/26","103","2","1312","國喬","940462.00","-901636.00","91696.00","-3268.00","127254.00","855816.00","983070.00"
"114/03/26","103","2","1313","聯成","-426665.00","-183536.00","-748785.00","-2093.00","-1361079.00","14166276.00","12805197.00"
"114/03/26","103","2","1314","中石化","-2116289.00","-613028.00","143811.00","-23454.00","-2608960.00","8186545.00","5577585.00"
"114/03/26","103","2","1315","達新","-106221.00","-43768.00","20648.00","-5525.00","-134866.00","613668.00","478802.00"
"114/03/26","103","2","1316","上曜","-132591.00","10304.00","31298.00","-1067.00","-92056.00","772306.00","680250.00"
"114/03/26","103","2","1319","東陽","1795881.00","-1977178.00","575290.00","-41026.00","352967.00","1071829.00","1424796.00"
"114/03/26","103","2","1321","大洋","-25730.00","-418546.00","370000.00","-12948.00","-87224.00","321053.00","233829.00"
"114/03/26","103","2","1323","永裕","210066.00","-169776.00","-131127.00","-2275.00","-93112.00","609620.00","516508.00"
"114/03/26","103","2","1324","地球","60315.00","-25700.00","-180.00","-2500.00","31935.00","255855.00","287790.00"
"114/03/26","103","2","1325","恆大","89247.00","22428.00","0.00","-306.00","111369.00","198686.00","310055.00"
"114/03/26","103","2","1326","台化","3336850.00","-3584525.00","1433489.00","-578000.00","607814.00","11459481.00","12067295.00"
"114/03/26","103","2","1337","再生-KY","635720.00","-2038027.00","-457999.00","15733.00","-1844573.00","3455885.00","1611312.00"
"114/03/26","103","2","1338","廣華-KY","132089.00","-194354.00","-337419.00","-24877.00","-424561.00","1387408.00","962847.00"
"114/03/26","103","2","1339","昭輝","--","--","--","--","--","--","--"
"114/03/26","103","2","1340","勝悅-KY","377648.00","81211.00","1046697.00","-90292.00","1415264.00","2315336.00","3730600.00"
"114/03/26","103","2","1402","遠東新","14225758.00","-19429154.00","15572619.00","62735.00","10431958.00","26645574.00","37077532.00"
"114/03/26","103","2","1410","南染","72697.00","-68215.00","-4256.00","--","226.00","429076.00","429302.00"
"114/03/26","103","2","1413","宏洲","36918.00","13801.00","-49165.00","--","1554.00","60680.00","62234.00"
"114/03/26","103","2","1414","東和","--","--","--","--","--","--","--"
"114/03/26","103","2","1416","廣豐","-198221.00","-391396.00","534875.00","7248.00","-47494.00","91138.00","43644.00"
"114/03/26","103","2","1417","嘉裕","165312.00","-37443.00","-57669.00","-22741.00","47459.00","1481766.00","1529225.00"
"114/03/26","103","2","1418","東華","-378709.00","-4883.00","379917.00","-1.00","-3676.00","60518.00","56842.00"
"114/03/26","103","2","1419","新紡","34859.00","-111925.00","90658.00","28.00","13620.00","179856.00","193476.00"
"114/03/26","103","2","1423","利華","--","--","--","--","--","--","--"
"114/03/26","103","2","1432","大魯閣","378884.00","-466138.00","54329.00","9543.00","-23382.00","232929.00","209547.00"
"114/03/26","103","2","1434","福懋","1831940.00","-944543.00","-273186.00","8497.00","622708.00","3064945.00","3687653.00"
"114/03/26","103","2","1435","中福","2719.00","724.00","105.00","--","3548.00","243132.00","246680.00"
"114/03/26","103","2","1436","華友聯","--","--","--","--","--","--","--"
"114/03/26","103","2","1437","勤益控","102482.00","182714.00","-111594.00","-2877.00","170725.00","405286.00","576011.00"
"114/03/26","103","2","1438","三地開發","--","--","--","--","--","--","--"
"114/03/26","103","2","1439","雋揚","--","--","--","--","--","--","--"
"114/03/26","103","2","1440","南紡","-1047514.00","-3563261.00","3438189.00","-2390.00","-1174976.00","3262849.00","2087873.00"
"114/03/26","103","2","1441","大東","-188825.00","-214257.00","332184.00","5364.00","-65534.00","187452.00","121918.00"
"114/03/26","103","2","1442","名軒","-686749.00","28305.00","811455.00","--","153011.00","290874.00","443885.00"
"114/03/26","103","2","1443","立益物流","-180201.00","10790.00","105499.00","43447.00","-20465.00","79321.00","58856.00"
"114/03/26","103","2","1444","力麗","90353.00","-309973.00","1670366.00","-16735.00","1434011.00","469977.00","1903988.00"
"114/03/26","103","2","1445","大宇","32334.00","9814.00","-250.00","-1.00","41897.00","150245.00","192142.00"
"114/03/26","103","2","1446","宏和","-281494.00","-416.00","-102848.00","343.00","-384415.00","810842.00","426427.00"
"114/03/26","103","2","1447","力鵬","-197529.00","-2683537.00","2775508.00","9580.00","-95978.00","558884.00","462906.00"
"114/03/26","103","2","1449","佳和","-45902.00","-35044.00","134312.00","-3.00","53363.00","52760.00","106123.00"
"114/03/26","103","2","1451","年興","388785.00","44303.00","-203279.00","-9311.00","220498.00","1140488.00","1360986.00"
"114/03/26","103","2","1452","宏益","--","--","--","--","--","--","--"
"114/03/26","103","2","1453","大將","-65162.00","30393.00","22955.00","--","-11814.00","25908.00","14094.00"
"114/03/26","103","2","1454","台富","-20602.00","-81511.00","167895.00","--","65782.00","107874.00","173656.00"
"114/03/26","103","2","1455","集盛","641709.00","-184502.00","-463791.00","-161.00","-6745.00","140281.00","133536.00"
"114/03/26","103","2","1456","怡華","-366108.00","-5435.00","531031.00","0.00","159488.00","-18343.00","141145.00"
"114/03/26","103","2","1457","宜進","-15193.00","67892.00","21600.00","-1019.00","73280.00","143359.00","216639.00"
"114/03/26","103","2","1459","聯發","372229.00","-1080833.00","443266.00","-5142.00","-270480.00","712518.00","442038.00"
"114/03/26","103","2","1460","宏遠","228227.00","-157215.00","-198093.00","78.00","-127003.00","389006.00","262003.00"
"114/03/26","103","2","1463","強盛新","-25402.00","-40156.00","153653.00","-711.00","87384.00","651138.00","738522.00"
"114/03/26","103","2","1464","得力","-58163.00","100167.00","47456.00","-41628.00","47832.00","500341.00","548173.00"
"114/03/26","103","2","1465","偉全","-229718.00","81229.00","-30132.00","-5154.00","-183775.00","365356.00","181581.00"
"114/03/26","103","2","1466","聚隆","51234.00","-83504.00","190443.00","--","158173.00","43996.00","202169.00"
"114/03/26","103","2","1467","南緯","-225572.00","-190603.00","497256.00","-9361.00","71720.00","1104688.00","1176408.00"
"114/03/26","103","2","1468","昶和","-15002.00","2510.00","-26170.00","5023.00","-33639.00","77563.00","43924.00"
"114/03/26","103","2","1470","大統新創","--","--","--","--","--","--","--"
"114/03/26","103","2","1471","首利","-57043.00","17872.00","-150033.00","-17744.00","-206948.00","734746.00","527798.00"
"114/03/26","103","2","1472","三洋實業","20736.00","-16869.00","18981.00","-1282.00","21566.00","108122.00","129688.00"
"114/03/26","103","2","1473","台南","48308.00","-84493.00","-309988.00","-32194.00","-378367.00","1670949.00","1292582.00"
"114/03/26","103","2","1474","弘裕","60508.00","-1331.00","-67812.00","5939.00","-2696.00","403340.00","400644.00"
"114/03/26","103","2","1475","業旺","-22136.00","14893.00","-10287.00","7305.00","-10225.00","25201.00","14976.00"
"114/03/26","103","2","1476","儒鴻","819936.00","-1231465.00","467331.00","7074.00","62876.00","1210487.00","1273363.00"
"114/03/26","103","2","1477","聚陽","375579.00","-326758.00","827843.00","-3424.00","873240.00","1018069.00","1891309.00"
"114/03/26","103","2","1503","士電","578113.00","-349793.00","-253976.00","-10137.00","-35793.00","1855404.00","1819611.00"
"114/03/26","103","2","1504","東元","2040413.00","-600341.00","-691269.00","-222641.00","526162.00","14908571.00","15434733.00"
"114/03/26","103","2","1506","正道","-6246.00","-22149.00","-35468.00","4765.00","-59098.00","141530.00","82432.00"
"114/03/26","103","2","1512","瑞利","-78551.00","-216998.00","202426.00","3229.00","-89894.00","374411.00","284517.00"
"114/03/26","103","2","1513","中興電","353894.00","-84411.00","779406.00","-26679.00","1022210.00","536538.00","1558748.00"
"114/03/26","103","2","1514","亞力","172507.00","3440.00","-88392.00","-522.00","87033.00","406274.00","493307.00"
"114/03/26","103","2","1515","力山","-13730.00","-178098.00","157117.00","-2884.00","-37595.00","753978.00","716383.00"
"114/03/26","103","2","1516","川飛","--","--","--","--","--","--","--"
"114/03/26","103","2","1517","利奇","153920.00","51596.00","--","-16260.00","189256.00","602309.00","791565.00"
"114/03/26","103","2","1519","華城","-250635.00","-201329.00","230973.00","-154.00","-221145.00","503048.00","281903.00"
"114/03/26","103","2","1521","大億","106620.00","-77834.00","90295.00","491.00","119572.00","232148.00","351720.00"
"114/03/26","103","2","1522","堤維西","955115.00","-388997.00","-633147.00","-15763.00","-82792.00","1148746.00","1065954.00"
"114/03/26","103","2","1524","耿鼎","--","--","--","--","--","--","--"
"114/03/26","103","2","1525","江申","152454.00","-154480.00","--","-38.00","-2064.00","19536.00","17472.00"
"114/03/26","103","2","1526","日馳","45375.00","-3949.00","-46142.00","-456.00","-5172.00","118668.00","113496.00"
"114/03/26","103","2","1527","鑽全","--","--","--","--","--","--","--"
"114/03/26","103","2","1528","恩德","16108.00","-50489.00","124178.00","-9441.00","80356.00","722949.00","803305.00"
"114/03/26","103","2","1529","樂事綠能","-34016.00","3661.00","-5380.00","--","-35735.00","72239.00","36504.00"
"114/03/26","103","2","1530","亞崴","-58099.00","-107333.00","111889.00","-5585.00","-59128.00","648020.00","588892.00"
"114/03/26","103","2","1531","高林股","-36302.00","153495.00","-103317.00","1549.00","15425.00","1165275.00","1180700.00"
"114/03/26","103","2","1532","勤美","-451455.00","-422003.00","1230337.00","-10199.00","346680.00","1686602.00","2033282.00"
"114/03/26","103","2","1533","車王電","69455.00","-39804.00","104.00","32851.00","62606.00","886068.00","948674.00"
"114/03/26","103","2","1535","中宇","271119.00","63046.00","710.00","-8763.00","326112.00","2963614.00","3289726.00"
"114/03/26","103","2","1536","和大","432412.00","-266946.00","10708.00","-6121.00","170053.00","352023.00","522076.00"
"114/03/26","103","2","1537","廣隆","120997.00","-74066.00","50758.00","6281.00","103970.00","625378.00","729348.00"
"114/03/26","103","2","1538","正峰","-47495.00","199620.00","-136551.00","-5333.00","10241.00","117144.00","127385.00"
"114/03/26","103","2","1539","巨庭","173868.00","-177060.00","33743.00","2309.00","32860.00","360322.00","393182.00"
"114/03/26","103","2","1540","喬福","-5849.00","116715.00","-130000.00","-4548.00","-23682.00","715289.00","691607.00"
"114/03/26","103","2","1541","錩泰","-64988.00","-19857.00","80300.00","-1255.00","-5800.00","23277.00","17477.00"
"114/03/26","103","2","1558","伸興","151343.00","-301787.00","-391869.00","-12207.00","-554520.00","2164306.00","1609786.00"
"114/03/26","103","2","1560","中砂","--","--","--","--","--","--","--"
"114/03/26","103","2","1563","巧新","396900.00","-508557.00","-21010.00","-159.00","-132826.00","630059.00","497233.00"
"114/03/26","103","2","1568","倉佑","109355.00","-113487.00","26922.00","1592.00","24382.00","215733.00","240115.00"
"114/03/26","103","2","1582","信錦","450644.00","-5795.00","50463.00","15022.00","510334.00","1881063.00","2391397.00"
"114/03/26","103","2","1583","程泰","171393.00","-213489.00","-129899.00","-17593.00","-189588.00","1132452.00","942864.00"
"114/03/26","103","2","1587","吉茂","49543.00","-106083.00","71509.00","2297.00","17266.00","364371.00","381637.00"
"114/03/26","103","2","1589","永冠-KY","686217.00","-253640.00","108715.00","-4031.00","537261.00","1556711.00","2093972.00"
"114/03/26","103","2","1590","亞德客-KY","329934.00","-2344536.00","1808881.00","901.00","-204820.00","1469694.00","1264874.00"
"114/03/26","103","2","1597","直得","172626.00","-15750.00","-100541.00","-6222.00","50113.00","382580.00","432693.00"
"114/03/26","103","2","1598","岱宇","218950.00","-112618.00","-176279.00","-3863.00","-73810.00","390299.00","316489.00"
"114/03/26","103","2","1603","華電","313835.00","-141554.00","-177326.00","-1829.00","-6874.00","29107.00","22233.00"
"114/03/26","103","2","1604","聲寶","681418.00","-82718.00","-605113.00","-10417.00","-16830.00","566968.00","550138.00"
"114/03/26","103","2","1605","華新","-4507946.00","-1220788.00","4257331.00","-322687.00","-1794090.00","7697762.00","5903672.00"
"114/03/26","103","2","1608","華榮","-481521.00","117964.00","355569.00","--","-7988.00","397570.00","389582.00"
"114/03/26","103","2","1609","大亞","36326.00","-196464.00","251323.00","52199.00","143384.00","2894481.00","3037865.00"
"114/03/26","103","2","1611","中電","283014.00","139048.00","-518801.00","-1985.00","-98724.00","880132.00","781408.00"
"114/03/26","103","2","1612","宏泰","84767.00","-209809.00","5974.00","103.00","-118965.00","1158447.00","1039482.00"
"114/03/26","103","2","1614","三洋電","106018.00","-64404.00","-17591.00","--","24023.00","42820.00","66843.00"
"114/03/26","103","2","1615","大山","-158841.00","101917.00","31785.00","0.00","-25139.00","80947.00","55808.00"
"114/03/26","103","2","1616","億泰","-475687.00","-104231.00","525556.00","-8986.00","-63348.00","260428.00","197080.00"
"114/03/26","103","2","1617","榮星","191158.00","18575.00","-70683.00","-39922.00","99128.00","860596.00","959724.00"
"114/03/26","103","2","1618","合機","-299319.00","32692.00","0.00","10.00","-266617.00","811025.00","544408.00"
"114/03/26","103","2","1626","艾美特-KY","201454.00","-345958.00","424825.00","-5036.00","275285.00","343096.00","618381.00"
"114/03/26","103","2","1702","南僑","639468.00","-514012.00","847528.00","-30022.00","942962.00","2520975.00","3463937.00"
"114/03/26","103","2","1707","葡萄王","773405.00","-941520.00","-247143.00","7373.00","-407885.00","1068695.00","660810.00"
"114/03/26","103","2","1708","東鹼","507772.00","-610638.00","155947.00","-1462.00","51619.00","914069.00","965688.00"
"114/03/26","103","2","1709","和益","-324027.00","-112595.00","524966.00","90.00","88434.00","844304.00","932738.00"
"114/03/26","103","2","1710","東聯","212731.00","-1125170.00","2070889.00","-32569.00","1125881.00","1480652.00","2606533.00"
"114/03/26","103","2","1711","永光","43612.00","-521801.00","381010.00","-7336.00","-104515.00","845451.00","740936.00"
"114/03/26","103","2","1712","興農","155799.00","-379180.00","166168.00","-16871.00","-74084.00","1129300.00","1055216.00"
