出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/03/26","104","1","1101","台泥","5654152.00","-1500087.00","-3244859.00","-17032.00","892174.00","30514042.00","31406216.00"
"114/03/26","104","1","1102","亞泥","349763.00","-3612811.00","1638054.00","-161410.00","-1786404.00","12739834.00","10953430.00"
"114/03/26","104","1","1103","嘉泥","-309593.00","349797.00","-33339.00","-17796.00","-10931.00","3163688.00","3152757.00"
"114/03/26","104","1","1104","環泥","119876.00","-370157.00","149377.00","-40.00","-100944.00","396132.00","295188.00"
"114/03/26","104","1","1108","幸福","233599.00","-17135.00","-236782.00","401.00","-19917.00","261107.00","241190.00"
"114/03/26","104","1","1109","信大","155264.00","-117126.00","-40104.00","-1402.00","-3368.00","746356.00","742988.00"
"114/03/26","104","1","1110","東泥","53614.00","46825.00","348.00","--","100787.00","314885.00","415672.00"
"114/03/26","104","1","1201","味全","-349116.00","-274211.00","292629.00","-13813.00","-344511.00","2651159.00","2306648.00"
"114/03/26","104","1","1203","味王","217158.00","-33958.00","-140847.00","113374.00","155727.00","727297.00","883024.00"
"114/03/26","104","1","1210","大成","-706804.00","-359872.00","1063976.00","-118786.00","-121486.00","3825014.00","3703528.00"
"114/03/26","104","1","1213","大飲","-5563.00","-3822.00","133.00","-2.00","-9254.00","212693.00","203439.00"
"114/03/26","104","1","1215","卜蜂","-14934.00","-188867.00","146875.00","-3324.00","-60250.00","351698.00","291448.00"
"114/03/26","104","1","1216","統一","13773676.00","-18368995.00","2931433.00","80301.00","-1583585.00","43858837.00","42275252.00"
"114/03/26","104","1","1217","愛之味","-192442.00","-146181.00","143146.00","3434.00","-192043.00","928230.00","736187.00"
"114/03/26","104","1","1218","泰山","245200.00","-5648.00","-46638.00","-2914.00","190000.00","486887.00","676887.00"
"114/03/26","104","1","1219","福壽","-85540.00","-165319.00","213170.00","40.00","-37649.00","875250.00","837601.00"
"114/03/26","104","1","1220","台榮","241920.00","-37156.00","-207101.00","-559.00","-2896.00","420127.00","417231.00"
"114/03/26","104","1","1225","福懋油","330141.00","-10889.00","-253743.00","33.00","65542.00","400457.00","465999.00"
"114/03/26","104","1","1227","佳格","1245692.00","-116725.00","-61410.00","-24426.00","1043131.00","1991558.00","3034689.00"
"114/03/26","104","1","1229","聯華","102193.00","-56049.00","-1895.00","-2084.00","42165.00","830963.00","873128.00"
"114/03/26","104","1","1231","聯華食","-136373.00","-29836.00","176573.00","188.00","10552.00","240860.00","251412.00"
"114/03/26","104","1","1232","大統益","273969.00","8923.00","-257266.00","--","25626.00","981164.00","1006790.00"
"114/03/26","104","1","1233","天仁","35909.00","-12044.00","-14466.00","-1096.00","8303.00","202105.00","210408.00"
"114/03/26","104","1","1234","黑松","146055.00","52496.00","6028.00","10382.00","214961.00","4108178.00","4323139.00"
"114/03/26","104","1","1235","興泰","-22367.00","-12813.00","34453.00","-10.00","-737.00","9455.00","8718.00"
"114/03/26","104","1","1236","宏亞","-30622.00","-73021.00","-20756.00","3582.00","-120817.00","219165.00","98348.00"
"114/03/26","104","1","1256","鮮活果汁-KY","9950.00","24924.00","101308.00","-1094.00","135088.00","319280.00","454368.00"
"114/03/26","104","1","1301","台塑","10201263.00","-117151.00","-4463023.00","102070.00","5723159.00","5392825.00","11115984.00"
"114/03/26","104","1","1303","南亞","12359080.00","4663517.00","-4415224.00","-569835.00","12037538.00","36632716.00","48670254.00"
"114/03/26","104","1","1304","台聚","134774.00","329519.00","712175.00","-65949.00","1110519.00","7485579.00","8596098.00"
"114/03/26","104","1","1305","華夏","162978.00","-36481.00","54502.00","-3178.00","177821.00","760429.00","938250.00"
"114/03/26","104","1","1307","三芳","153768.00","-169505.00","-92530.00","-48468.00","-156735.00","3798181.00","3641446.00"
"114/03/26","104","1","1308","亞聚","121046.00","-525111.00","-12.00","-1905.00","-405982.00","914090.00","508108.00"
"114/03/26","104","1","1309","台達化","1125067.00","-126524.00","-995520.00","-5373.00","-2350.00","910720.00","908370.00"
"114/03/26","104","1","1310","台苯","119843.00","-372693.00","209479.00","-1199.00","-44570.00","1508244.00","1463674.00"
"114/03/26","104","1","1312","國喬","617862.00","-639328.00","-332214.00","-14175.00","-367855.00","1081542.00","713687.00"
"114/03/26","104","1","1313","聯成","1068215.00","-1988902.00","-1367404.00","-151076.00","-2439167.00","13568886.00","11129719.00"
"114/03/26","104","1","1314","中石化","144040.00","-99531.00","-1085057.00","-17666.00","-1058214.00","10412190.00","9353976.00"
"114/03/26","104","1","1315","達新","130978.00","-5068.00","-9822.00","-792.00","115296.00","465966.00","581262.00"
"114/03/26","104","1","1316","上曜","-6523.00","-76758.00","382713.00","-2944.00","296488.00","792932.00","1089420.00"
"114/03/26","104","1","1319","東陽","670045.00","-1076333.00","503932.00","-5395.00","92249.00","1195358.00","1287607.00"
"114/03/26","104","1","1321","大洋","10988.00","-250998.00","330326.00","-5526.00","84790.00","262191.00","346981.00"
"114/03/26","104","1","1323","永裕","265106.00","-191597.00","-2958.00","-10386.00","60165.00","549005.00","609170.00"
"114/03/26","104","1","1324","地球","5664.00","-3925.00","--","-1839.00","-100.00","322683.00","322583.00"
"114/03/26","104","1","1325","恆大","104376.00","31180.00","5714.00","-605.00","140665.00","237629.00","378294.00"
"114/03/26","104","1","1326","台化","19659385.00","-6291264.00","-3041538.00","-573433.00","9753150.00","14335920.00","24089070.00"
"114/03/26","104","1","1337","再生-KY","-193114.00","-457709.00","-75386.00","-15756.00","-741965.00","2366326.00","1624361.00"
"114/03/26","104","1","1338","廣華-KY","432804.00","-102905.00","161585.00","11651.00","503135.00","1607070.00","2110205.00"
"114/03/26","104","1","1339","昭輝","--","--","--","--","--","--","--"
"114/03/26","104","1","1340","勝悅-KY","374045.00","-17986.00","0.00","-19642.00","336417.00","2069900.00","2406317.00"
"114/03/26","104","1","1402","遠東新","10646141.00","-6589035.00","6589125.00","-35888.00","10610343.00","25985419.00","36595762.00"
"114/03/26","104","1","1410","南染","52571.00","38263.00","--","--","90834.00","327989.00","418823.00"
"114/03/26","104","1","1413","宏洲","-104569.00","13104.00","21447.00","--","-70018.00","97418.00","27400.00"
"114/03/26","104","1","1414","東和","--","--","--","--","--","--","--"
"114/03/26","104","1","1416","廣豐","224637.00","-290006.00","-82259.00","502.00","-147126.00","427569.00","280443.00"
"114/03/26","104","1","1417","嘉裕","42156.00","-10286.00","6529.00","-1368.00","37031.00","1015844.00","1052875.00"
"114/03/26","104","1","1418","東華","-172458.00","-12943.00","170060.00","0.00","-15341.00","50641.00","35300.00"
"114/03/26","104","1","1419","新紡","8441.00","-9140.00","172159.00","-2377.00","169083.00","258024.00","427107.00"
"114/03/26","104","1","1423","利華","--","--","--","--","--","--","--"
"114/03/26","104","1","1432","大魯閣","-205473.00","-470061.00","639740.00","-401.00","-36195.00","554147.00","517952.00"
"114/03/26","104","1","1434","福懋","277203.00","-497605.00","896957.00","-22361.00","654194.00","3796868.00","4451062.00"
"114/03/26","104","1","1435","中福","3640.00","-1629.00","200.00","--","2211.00","233566.00","235777.00"
"114/03/26","104","1","1436","華友聯","--","--","--","--","--","--","--"
"114/03/26","104","1","1437","勤益控","52665.00","-1629.00","25700.00","-6850.00","69886.00","632063.00","701949.00"
"114/03/26","104","1","1438","三地開發","--","--","--","--","--","--","--"
"114/03/26","104","1","1439","雋揚","--","--","--","--","--","--","--"
"114/03/26","104","1","1440","南紡","606743.00","-445089.00","181612.00","-46510.00","296756.00","1892888.00","2189644.00"
"114/03/26","104","1","1441","大東","3026.00","-10720.00","129954.00","-2431.00","119829.00","93317.00","213146.00"
"114/03/26","104","1","1442","名軒","37640.00","-137.00","22817.00","--","60320.00","228824.00","289144.00"
